"x","y","sampling","total_cases","Waccess","access","elevation","aridity","irrigation","lst","pet","pop","urban"
120.6418,31.37802,1,25,-1.45354787694417,-1.06926386681892,-2.52770974244878,0.693573804426713,1.89241455990119,-0.633612977738618,0.0509708298439905,2.56358077432891,2.58157790227736
117.7166,31.64696,1,2,-1.76907832486246,-1.54864547678181,-2.22906894751448,0.833244940197791,1.52336413841575,-1.8982909213743,0.146238703790649,0.799899011189398,1.22381230389306
104.7008,31.8534,1,8,-0.461694602119571,-0.166853335734277,-0.341541149138656,0.885573575930255,-0.404735339899014,-0.58198914709593,-0.77208452629612,1.08467104715666,0.805135988667488
115.7036,32.9188,1,47,-1.92817751950521,-1.23812683545423,-1.75065142323539,0.446282964784065,2.3727250923557,-0.237626833878643,0.445390950465521,1.67547727592457,1.63475572744187
112.0323,34.2936,1,3,-1.26675579597446,-0.177606729256511,-0.399430098388864,0.170783574575058,1.12757520950495,0.107806672662899,0.545426722120608,0.880307077189272,0.508746016463396
111.1065,34.36358,1,5,-1.15199495000995,-0.280110915663782,-0.0220373890688356,0.207146918707388,-0.404735339899014,-0.782337671674788,0.259002343143583,0.517237693897595,-0.482501700463786
118.2809,35.31235,1,15,-1.20268982923752,-0.840667113888936,-1.16488139207957,0.284645433456433,0.803495698653113,-0.18294057703859,0.606396013780618,1.39472602639599,1.52298004342939
121.9821,37.12174,1,11,-0.984789418787426,-1.42913319445756,-1.70689277767332,0.272900124579178,-0.404735339899014,-0.127871083154858,0.264337943973417,1.22642821758858,1.56259793916583
112.3157,37.96001,1,3,-0.946058020095599,-0.883367708872442,0.108404785484277,-0.207757653428162,0.941006245292832,-0.131646713489278,0.476548302042909,0.463665207189485,-0.482501700463786
106.3496,38.2349,1,11,-0.480874387024584,-1.00317537444246,0.028227669083193,-0.652376382294814,-0.404735339899014,0.309287366479863,0.915969343627525,0.412382490354966,1.36374061041237
122.2224,39.59944,1,7,-0.446976770871525,-1.36607447907875,-1.33951506904851,0.266341909737509,0.664736794178472,0.254786301201161,0.114834140478332,0.963373111137154,1.45908208988843
116.1737,39.92715,1,2,-0.827480654087132,-1.95675902105277,-1.34940779771936,-0.0378533044621036,1.76339991236962,-0.482267210650884,0.760529957937195,3.15103397608577,3.08394791471526
116.4151,40.18535,1,38,-0.820343532262975,-1.9643675244575,-1.63004673561259,-0.0863770688943743,1.60477500679264,0.183678843237545,0.708954303172503,2.25122636295697,2.72182128113771
123.1391,42.10012,1,10,-0.422047902443893,-1.45931082687826,-1.66200463092467,0.145874373356049,1.18799582225167,0.0386090665831902,0.0746764865464012,0.496996847571594,1.24178503796297
113.3859,22.52105,1,13,-1.02068792109559,-1.58399266304874,-2.09049998155419,2.07269048729292,1.29767556411505,-0.686244133772266,0.410705305488861,3.31636712136581,3.34009931573616
113.5364,23.34983,1,94,-1.02966521763459,-1.27992583813524,-1.59374493910203,1.75304072593488,0.954883698156579,-0.533935013005908,0.202380231375598,1.49421452301452,2.01634398247666
112.2026,23.54164,1,5,-0.921917527124923,-1.340436637649,-0.908721784047027,1.75157903618413,0.58029279833146,-0.425934675609346,0.258209718579123,0.922349454565298,1.0835310399164
118.1138,24.67595,1,15,-0.928666667804091,-2.5939670119205,-1.73276490280181,0.790379252759471,1.46773407105578,-0.144830432944452,0.350743574038591,2.47877928578355,2.61464772562706
113.7723,24.82198,1,4,-1.2194773267982,-0.262528753893681,-1.18146500211172,1.43396894894992,0.948404852679674,-0.393295976955526,0.266270996516237,0.83398425356368,1.02750741488956
118.2574,25.21145,1,12,-0.986655367555161,-1.57194938510884,-0.957812314436044,0.883879706644592,1.18452911765528,-0.58021070076824,0.440523857801737,1.71546275053168,1.52242723366252
110.5145,25.35865,1,21,-1.20044049471304,-0.140696401845924,-0.647664040507297,2.23909942446718,-0.404735339899014,-1.05450595491925,-0.181660209457757,0.622661156316925,-0.482501700463786
119.4745,26.97674,1,7,-1.08354618180553,-0.935729832745161,-0.44598156984356,2.0723778362833,1.15082029744856,-0.707970634771246,0.00189358331507379,0.591841109430237,0.496990331553416
121.1116,28.775,1,75,-1.21741308148687,-1.20116919959768,-1.27579342849687,1.34944856288643,1.26461245381954,-0.443342695554986,-0.027243576061548,1.64580049344364,1.35400950596344
120.636,29.7353,1,22,-1.27739797476226,0.158784828776337,-0.971533475224676,1.21451742330473,0.764873333090469,-0.751985240710987,-0.128008113314648,0.868360385162781,0.550326701743743
102.6656,29.92197,1,2,-0.279576378953076,0.481698999404937,0.457357562957838,0.896983985185524,-0.404735339899014,-0.351739537036408,-0.409524071552341,0.340846643319471,-0.482501700463786
117.3658,30.28525,1,4,-1.85922161735985,-0.789873797534245,-0.996626020372164,1.55744351984805,0.565654356864892,-0.831466688472086,0.134925610093981,0.532217064708424,0.781245674195324
106.6635,30.42717,1,6,-0.696592035719446,-0.914104487569197,-0.834196999403132,1.20340235900974,1.15746240751278,-0.916063923314462,-0.570930213306769,2.51728566616532,1.88692741292895
116.5956,30.61122,1,28,-2.17513145282332,-1.28263207496319,-1.84809336852724,1.15556011081983,1.39607724960848,-0.0941400513312328,0.357175343852541,1.6753470411156,1.68958502535851
105.4711,30.63331,1,3,-0.59530933569333,-1.88365128037884,-0.836351054882263,1.08635699213285,1.34812347734464,-0.711188991805806,-0.825239659960701,1.56597449564629,1.35133221933217
120.7547,30.63995,1,16,-1.37231388413603,-0.773461638784084,-2.21463426923115,0.862641319995802,1.80398387994687,-0.12889308381636,0.04981953089038,1.75715268914851,1.69368841531941
104.4301,31.13417,1,2,-0.420788378251939,-0.800703813958504,-0.574976667127481,0.982402487904921,1.71463357915549,-0.500840869247884,-0.987702125558842,2.31564878784366,1.86282241241725
107.6465,31.37014,1,4,-0.808788570459051,-0.923415452184821,-0.619920239673432,1.16688766119978,1.21921832274218,-1.0701433906301,-0.407366567909547,1.42846481303605,0.748943890062091
116.3151,31.75941,1,13,-1.95617780279713,-1.47615134527162,-1.51384110811861,0.814047815094966,1.83803108952715,-0.250732234955154,0.229291715632952,1.46623956295627,1.44018514373818
117.3319,31.77863,1,3,-1.82328434605314,-2.03679100642829,-1.98441982266772,0.806419731150901,1.30320123209442,-0.157087066907272,0.299096393171464,2.62720690257367,2.29326326669276
117.3428,31.79444,1,33,-1.82106229578999,-2.27473897539168,-2.09527130789699,0.791826772028857,1.83174345211852,-0.275158967206393,0.319241880109234,2.66941076748212,2.48709631236168
117.224844,31.828313,1,2,-1.8269510393,-2.42274745705193,-1.69173381096292,0.80686825608541,1.54963746183645,-0.618648911486565,0.340794117608871,3.26039016012701,2.98101625603956
118.8424,31.92997,1,21,-1.58451202590127,-2.72898543252459,-2.09049998155419,0.792663595511643,1.72698577269075,-0.86685835978572,0.180171367923321,2.84538547630142,3.30161873924487
117.5681,32.00123,1,8,-1.77156486178197,-2.11316945879986,-1.58940478660377,0.706457390322481,1.76508698058859,-0.363103994946879,0.302586242352358,1.29459945061948,1.75050778476767
119.4729,32.73976,1,13,-1.51122092836382,-0.885108080886482,-2.5531222405125,0.645016188182634,1.79637424067943,-0.596022077844947,0.209996124176378,2.03005059961401,2.02117620340932
114.8773,33.72386,1,36,-1.68697319178081,-1.83900709630791,-1.57915963000908,0.295738884405199,-0.404735339899014,-0.781296416715872,0.507459047042082,1.8892535527962,2.18034571503872
108.7872,34.10727,1,18,-1.00067769804869,-1.26078440412447,-0.700447358399416,0.166715313697885,1.99661503746481,-0.00475760661333751,0.13438689479509,1.95461660384295,1.93150543898632
119.1325,34.534,1,10,-1.2898624427948,-2.18336724881272,-1.81707280255246,0.479617460570603,1.98555496202173,-0.250185724156729,0.387098146872513,2.15961686285985,2.03332334048757
108.3897,34.78867,1,5,-0.91205275659148,-0.362994175547405,-0.142296599806861,0.18867854605564,-0.404735339899014,-0.0366215271947737,0.0306534541094515,0.895223290773753,0.716921367950996
114.084,35.26547,1,70,-1.50393948830254,-1.45812084687632,-1.4041502434012,-0.010896298154447,1.85199367060144,0.204154761503724,0.761352778214907,1.77915248159059,1.9738455073653
103.6554,36.35126,1,15,-0.496972712175256,-0.170310596399948,0.485679962680757,-0.374866665610325,-0.404735339899014,0.428605854097299,0.126545327072116,0.481326664338567,-0.482501700463786
120.1436,36.45484,1,17,-1.10930072888366,-1.40485217434798,-2.15625614781947,0.177751112123548,2.18776875367467,-0.136318205278013,0.504140334127352,1.38533164243464,1.90793893988702
104.6208,36.61864,1,1,-0.460178037336703,-1.24136414600736,0.330705111238915,-0.577041830816799,1.09869603405813,0.602666473604017,0.349482248648957,0.824107736566044,0.496990331553416
105.4777,37.0548,1,1,-0.523168091661723,-0.37781623189051,0.384822345123066,-0.557602644780835,0.555852462160741,0.872215823483754,0.518680483739244,0.59994940810084,0.55942392024932
114.4384,38.13361,1,12,-1.07768455682429,-2.01241922338804,-1.37184137226868,-0.15408351299946,1.20104051733601,0.142892839550626,0.828405818631785,2.29251257164361,1.99396105262453
116.7593,38.26855,1,19,-0.875468090619246,-2.04628784270769,-2.10734977069881,-0.216951471091137,2.30422543022573,-0.13990906983081,0.906783367975321,1.993762843028,2.1905862077603
120.0166,41.51421,1,5,-0.490240596249375,-0.464704362984132,-0.534853268417057,-0.136164343626391,-0.404735339899014,-0.031865712301711,0.575743469330894,0.412407378675767,0.662228148838726
126.8481,43.58859,1,3,-0.165756903938451,-0.455639766495461,-0.763069542762422,0.494304882709346,-0.404735339899014,-2.01101012431749,-0.535783987640815,0.167489073095076,-0.482501700463786
87.78531,43.73043,1,7,0.722812010307248,-1.30308071817376,0.268620221006824,-0.584825501840968,-0.404735339899014,-1.39889677060702,0.562839330863496,0.0205383585144055,-0.482501700463786
125.769,44.38803,1,4,-0.219424538656098,-0.340219532017525,-1.12221541832079,0.16162807834127,1.0615967956508,-0.0193100699147414,-0.171218799350159,0.831430007499161,1.49242137445377
129.8858,44.6065,1,1,0.0308561997108743,-0.932856518795189,-0.628843532032751,0.317134778547075,-0.404735339899014,-1.59463189954237,-0.622493304711624,0.267962503550331,-0.482501700463786
124.4795,44.80382,1,2,-0.144861984045,-0.448609749100341,-1.12583765402526,-0.060384913279402,0.777359067425165,-0.239628049419318,0.0279465223569636,0.280490076862048,0.579863587602572
127.9588,45.64657,1,11,-0.0422235918486488,-0.683054054263816,-0.843683221510444,0.268271264398167,-0.404735339899014,-0.886227416423697,-0.493026656179395,0.444249103058458,-0.482501700463786
110.2876,18.83795,1,8,NA,0.0427010921261702,-0.916876066154703,1.1473700559619,0.738687066592027,-1.3681163186501,0.980076418413597,0.75664862602037,-0.482501700463786
110.4222,19.83166,1,9,NA,-0.784971438074644,-1.84096560832546,1.12031351498984,1.13360881056189,-0.636472939752321,1.0760505932115,0.960780404630101,0.811767255389805
107.9967,21.88401,1,8,-0.645615039151225,-0.117713231432339,-0.290430810405904,2.10847340209165,-0.404735339899014,-1.66184849048596,0.198851285967424,0.329066840514276,-0.482501700463786
100.9477,21.93139,1,12,0.297637643948167,-0.355046931435183,-0.413154195019236,1.10271938173775,-0.404735339899014,-1.2357516828829,0.960525675927983,0.650922406756704,0.565614470679617
111.7726,22.03769,1,10,-0.890965047341474,-0.774717634119936,-1.84533118595824,2.09293120665761,0.927861829009305,-0.0583981048096758,0.86184725010411,1.30140407946803,1.2506144275815
110.182,22.44296,1,5,-0.746750418509351,-0.62142843514964,-1.22763741201049,1.19224824116546,1.28555231727279,-0.77810355788144,0.767396506646237,1.59710948410772,1.0358292014851
114.4983,23.24435,1,15,-0.966051467410528,-0.970095219639453,-1.3548952736854,1.90411114429467,0.70574018398136,-0.713195377916069,0.396547968911424,1.42700790230417,0.912534584676789
106.2863,23.98862,1,2,-0.62099242815893,-1.01573708878762,-0.650717756091594,0.922492564027927,-0.404735339899014,-1.17183986897963,0.352039439219334,0.345962941165243,-0.482501700463786
112.8749,24.31602,1,6,-1.17213636274162,-0.255186980284616,-0.584370204276898,2.06022520927727,-0.404735339899014,-0.876397874455019,-0.109847514101288,0.346831910092401,-0.482501700463786
107.8409,24.64574,1,6,-0.852064079046886,-0.538343046820102,-0.476800187357381,1.4512118156684,0.521776721641739,-0.804132777857973,-0.0439132761841538,0.606316184668609,0.598194504920787
115.2745,25.71368,1,34,-1.35270493005304,-1.57146296456284,-0.71136674332071,1.59812081710425,0.828783797733012,-1.29374652263646,0.0850947669649917,1.01860221830557,0.6454102914384
111.7296,25.77932,1,16,-1.32018165090392,-0.771340300674334,-0.827526522555051,1.69580152271165,1.35175442736273,-0.401611833826415,-0.284640681967805,0.703089870097937,-0.482501700463786
113.1376,25.81815,1,8,-1.54601596338123,-1.77000143676852,-1.09716968518129,1.39826547078345,-0.404735339899014,0.00540596201220822,-0.0595438383267403,1.93474722934846,2.35785318894108
100.5235,26.94233,1,6,0.153600259037238,-0.1932458182838,0.657358845141535,0.494547218248769,-0.404735339899014,-0.192178534859318,-0.0365291628097372,0.351788600686878,0.374227561816086
114.8248,26.97535,1,12,-1.75674236086419,-1.74244485093643,-1.39498742414592,1.42921405793672,0.984197382071955,-0.61106462410111,0.120853129544531,1.20053788405698,0.97944185322724
113.5158,27.12398,1,21,-1.7525682969654,-0.576231393043325,-0.963415470017186,1.61673752916507,1.02878056078869,-0.621055712194857,-0.125873824264011,0.857698172018798,0.908073082529765
116.4344,27.51128,1,23,-1.83651187215866,0.303838408468298,-0.598667355922839,2.2132742280194,0.536638334638164,-0.788665429210516,0.0341595641972917,0.489381211787213,-0.482501700463786
112.6022,27.73204,1,12,-1.94643996879936,-0.80822715678897,-1.36227983350117,1.34337187738142,1.43958740105565,-0.474107739439075,-0.083716448370159,1.4005295297658,1.28004257189175
111.6133,27.73964,1,22,-1.73121728948772,-0.459769183847039,-0.974610791434447,1.3086517950439,1.29168476407041,-0.0441338809847597,-0.11552312272323,1.94340621861799,1.11939870404448
114.8515,27.84546,1,43,-1.88314908303021,-0.797394828699336,-1.28946452789902,1.49603348412617,1.56160057163419,-0.149764540974689,0.112707824258142,1.62887447095711,1.18026989068956
114.9732,28.30755,1,31,-1.95701848576377,-0.707381798605191,-1.40207406570257,1.4063887958199,1.23333541158753,-0.131462493290237,0.216736586909294,1.09672923716409,0.944945485608792
109.0143,28.49524,1,1,-1.20781605863968,-0.564040269523525,-0.665281225383767,1.30842623041078,-0.404735339899014,-0.4547662533087,-0.30389528687885,1.71171143379645,1.83607228842875
117.4692,28.77693,1,19,-1.79498139013694,-0.685372105686688,-1.46309814190914,1.67107301242511,1.14625013964762,-0.223073362371838,0.372875152103284,0.770908887312671,1.20376463647974
113.254,29.0682,1,37,-2.34965847782057,-1.16349066807941,-1.46171538949097,1.17571253148973,0.51399339923769,-0.244108436969207,-0.00458567894956608,1.81487983052997,1.37215045908936
117.2708,29.30999,1,3,-2.01734798593802,-2.45321609997455,-1.48664589807611,1.5799307850192,0.583113154503047,-0.402695965520958,0.321215873271404,2.5747397425122,2.22034552653791
115.4418,29.3255,1,56,-2.30700121068359,-0.827852784966287,-1.27938535217018,1.17276680748284,0.653958718878539,-0.792984897013122,0.36677766630025,0.872794844527877,0.403361177268229
106.4452,29.41508,1,6,-0.752271715314502,-1.85756384942646,-0.939618047991512,1.05717664336187,1.29092867128772,-1.00018382322249,-0.451122170996162,2.20547477020679,1.8370087806845
106.3625,29.43189,1,9,-0.745046345408024,-1.30560179375151,-0.834875787886613,1.0701590461465,1.44180250965092,-0.848901923216992,-0.490024958172786,2.21648362343141,1.65001595910254
106.567,29.6426,1,10,-0.757461192307025,-2.40501481862969,-0.826993190745841,1.12051864973523,1.10520956912081,-0.75621422850293,-0.450001001711044,2.71570259580537,2.85310510682449
106.7437,29.81392,1,11,-0.758758688045203,-0.577082738484165,-0.70104822710184,1.1601895349471,0.963904403117193,-1.07824888993032,-0.523242791355655,1.50755403905567,0.725296313078699
107.4326,30.25976,1,10,-0.838687027595013,-0.432269786700819,-0.732789985215515,1.28482152441604,1.06236650438436,-0.829230198079876,-0.458950866096169,1.77600095701761,1.20974785953723
107.9107,30.33852,1,12,-0.896530667355922,-0.337880438411575,-0.734689515997998,1.32518049225457,1.08075379679008,-1.16321061448389,-0.401098220575881,1.34127524167257,0.44139226695598
111.285270691,30.7039527890001,1,167,-2.04058071420296,-2.46848224320934,-1.40509262452927,0.81742073975941,0.641820441756942,-1.34582902504114,0.0814043428035202,2.71134541290507,2.17667349135355
113.911331177,30.9284553530001,1,541,-3.12763391226557,-1.39600828535606,-1.77354197109325,0.916226191147645,1.48205596512687,-0.346120442046922,-0.0193933222705646,3.00964875475263,2.5822173789489
109.3445,30.95521,1,4,-1.12604742676396,-0.12520582312847,-0.415998857870455,1.23482950734989,1.0960304314191,-1.32762192014243,-0.188594940431041,1.15531423025176,-0.482501700463786
108.8523,31.03847,1,17,-1.02979005326422,-1.04868776925649,-0.623868308279307,1.18775581544761,0.589733832560666,-1.09492552347128,-0.240210836209253,1.34038784828439,0.79172244506495
108.3787,31.27337,1,16,-0.912400804988244,-0.472944751473099,-0.402437021982171,1.16895432064558,0.920324683987935,-0.746381492301743,-0.312637289886176,1.35494380837693,0.476005696527296
109.3486,31.5058,1,11,-1.01060544528175,0.677573370315494,0.348753491060006,1.6166026742121,-0.404735339899014,-1.28682948555479,-0.792869764094094,0.566413421700556,-0.482501700463786
118.1027,32.54543,1,4,-1.49209448083083,-1.03277598733791,-1.411637985737,0.562219307631275,1.46719848073059,-0.849949814366939,0.340919847440188,0.794440075265303,1.38354059211676
110.782798767,32.6521301270001,1,150,-1.65310623259566,-2.62672561549417,-0.905595222100823,0.682070500069448,-0.404735339899014,-0.9558701381411,0.00149661491092172,2.89361544776106,2.89148804545435
108.9258,32.76183,1,10,-1.10092926903539,-0.741641725821957,-0.667617606344485,0.652207045982423,-0.404735339899014,-0.852770658450807,0.0142320053261333,1.40203055416796,0.79172244506495
116.7332,35.37464,1,5,-1.17969008139613,-1.57009983111322,-1.64727600228316,0.129365345433398,2.29855347465197,-0.220003770643666,0.769039070196695,1.78483419096094,1.76425285751616
119.1358,35.58324,1,7,-1.19257783875191,-0.544196315548694,-0.993316966005054,0.435100317074446,-0.404735339899014,-0.224505932066613,0.463736784529501,0.925207452070474,1.02099155377127
103.2798,35.63012,1,2,-0.45972888814851,-0.336397715564358,0.483898911543934,-0.0229622720414871,1.01291043960209,0.159324755377177,-0.189403183448327,2.05652178432829,1.5604202283329
109.3161,36.44222,1,2,-0.77555813338873,-0.10094947107432,0.154496569594241,-0.0358077610104676,-0.404735339899014,-0.403854876125022,0.267022744868516,0.220680098158158,-0.482501700463786
119.0713,36.55315,1,5,-1.04634017215823,-1.13992325092336,-1.37112837118715,0.148826472392974,2.11627889528563,0.0653926493242791,0.798173015556074,1.85323904186896,1.62972389487581
103.2668,36.60351,1,1,-0.460070845577336,-0.451634315601418,0.545392858311746,-0.321441689343031,1.29252573414542,0.632129182730426,0.0352918332002954,0.392255667682797,-0.482501700463786
117.0851,36.73414,1,8,-1.06854636092152,-2.34111345729937,-1.78775332874555,0.122273506119303,1.76878143049794,-0.417256743186313,0.882026780305267,2.68186908766894,2.89872512775701
120.8051,37.24217,1,12,-1.00313517741312,-0.729203799190832,-1.1000401569877,0.202426804135288,1.27120637724719,-0.0732739389469932,0.383952639223365,1.22000393068949,1.34640179215091
124.699,46.35607,1,5,-0.0521250600400426,-2.00043200518421,-1.2117370464078,-0.0669870538850326,0.760412960572857,-0.3632795709629,-0.0128630250065639,0.844530433637449,1.16313477244199
117.4943,49.53241,1,1,0.230689530787645,-1.0734921406962,-0.373778412812695,-0.312249211757497,-0.404735339899014,-1.6799754761691,-0.47347341779064,0.495057952225524,0.424276930696636
109.4197,18.39084,1,13,NA,-0.737850449381367,-0.981613059152384,0.846554798573031,0.549872740197627,-0.643853586557599,1.16083373342148,0.871804956545502,0.716921367950996
109.9475,18.56796,1,3,NA,-0.523365743431955,-1.6908563744549,0.876733992319456,1.14974176588738,-0.371681377932259,1.26934164514,1.11328016461039,0.613657208031641
108.4629,23.05898,1,16,-0.808903202491136,-0.673045481561032,-0.834196999403132,1.29440047604234,-0.404735339899014,-0.875975629607148,0.485312496491583,0.516135270001165,-0.482501700463786
103.4879,23.33841,1,1,-0.260403925115071,-1.69068830766804,0.399014952568709,1.11661209781844,1.03431022434319,-0.063718071845911,-0.128619988625002,1.27488709476246,0.748943890062091
102.2032,24.14295,1,6,-0.161778039707312,-0.859356237178926,0.194371387071826,0.625703217954671,-0.404735339899014,-0.98717524702844,0.349909096437232,0.574553076829337,0.543802083616496
104.3416,24.98012,1,1,-0.379602337046258,-0.295658236961557,0.372951480250849,0.863853324965974,0.791857054400072,-0.515986592245297,-0.00957300264930299,1.0208552271824,0.641660438088216
105.4632,25.26714,1,1,-0.519775136080973,0.0121991894284318,0.135251243139839,1.23577873269175,-0.404735339899014,-0.653664596085883,-0.194092521220226,0.864507481050395,0.33648444656269
100.037,25.73038,1,4,0.00356772050559396,0.20790644081191,0.62531596553694,0.805807219734833,-0.404735339899014,0.0508257985088829,-0.526196057135534,0.353467080286834,-0.482501700463786
