id,pop,logpop,nbHF,adjpop,longitude,latitude,sampling,total_cases,adj_cases,Waccess,access,elevation,aridity,irrigation,lst,pet,pop.1,urban
1259,57702.6484375,10.963075681649698,1,57702.6484375,95.14583333,42.02083333,0,,,0.37692909191817797,0.321932445352601,0.29095447699312604,-1.32453299972348,-0.404735339899014,0.0454044528092777,1.56965065608668,-0.839005130166922,-0.482501700463786
1259,57702.6484375,10.963075681649698,1,57702.6484375,95.14583333,42.64583333,0,,,0.436391871656253,0.34648241621953896,0.281241404518635,-1.30540364675778,-0.404735339899014,-0.536780451163917,1.5466400558366697,-0.9372264393643349,-0.482501700463786
1259,57702.6484375,10.963075681649698,1,57702.6484375,95.14583333,43.89583333,0,,,0.527210673855106,0.19561729706345202,-0.616820616391984,-2.16078016483914,-0.404735339899014,0.0191365365400284,1.8946347713086102,-1.10184067687065,-0.482501700463786
804,61468.86328125,11.0263023057445,1,61468.86328125,95.77083333,32.02083333,0,,,0.47580342307469203,0.9291544646005521,1.06517376518816,0.595780441283463,-0.404735339899014,0.64220855282831,-1.2872835614295302,-0.10459399826571099,-0.482501700463786
864,68347.7734375,11.1323788966729,1,68347.7734375,95.77083333,32.64583333,0,,,0.427631010061132,0.7591103137630341,0.9183082956583679,0.28814428031110606,-0.404735339899014,0.697438874300739,-0.825971057900513,-0.37995614805751204,-0.482501700463786
864,68347.7734375,11.1323788966729,1,68347.7734375,95.77083333,33.27083333,0,,,0.38699010629673397,1.19827355493781,1.41796996351002,0.8366523832741259,-0.404735339899014,0.372146191243891,-2.14974799938605,-0.64323969581861,-0.482501700463786
918,28091.052734375,10.2432419944797,1,28091.052734375,95.77083333,35.14583333,0,,,0.21080631204730998,1.56414883422911,1.07242887719157,-0.127994312169464,-0.404735339899014,1.13800276807917,-1.18489688063907,-1.20057547971179,-0.482501700463786
993,247780.46875,12.4203024622896,1,247780.46875,95.77083333,35.77083333,0,,,0.24620348209170603,0.662700307319091,0.88501827993751,-0.613243124221563,-0.404735339899014,0.8141025356007959,-0.226364953572114,-0.854282051435803,0.7742551939043809
993,247780.46875,12.4203024622896,1,247780.46875,95.77083333,36.39583333,0,,,0.178917814171955,0.564944587298592,0.649184507425098,-1.3317969573651,-0.404735339899014,0.7333125730766571,1.11472464698319,-0.11549522907403098,-0.482501700463786
993,247780.46875,12.4203024622896,1,247780.46875,95.77083333,37.02083333,0,,,0.13514769624238399,0.804652147864302,0.615584632452997,-1.39221495131798,-0.404735339899014,1.3624693494801,1.23555355794449,-0.6375319118455369,-0.482501700463786
993,247780.46875,12.4203024622896,1,247780.46875,95.77083333,37.64583333,0,,,0.15516154902859,0.7611630791530721,0.8839183343188142,-0.673957115802792,-0.404735339899014,0.853368497982854,-0.420315558092822,-0.9888752008786491,-0.482501700463786
1137,10922.498046875,9.298671531965839,1,10922.498046875,95.77083333,38.27083333,0,,,0.222464036945137,0.7658165167728008,1.0471662008840799,-0.36642630615203203,-0.404735339899014,1.1730109728716598,-1.56468082583814,-1.3057025007314,-0.482501700463786
1137,10922.498046875,9.298671531965839,1,10922.498046875,95.77083333,38.89583333,0,,,0.214516677420163,0.707686551801243,0.926675109265828,-0.467810379331759,-0.404735339899014,0.218366880645468,-1.3016580759719198,-1.9746782966754899,-0.482501700463786
1137,10922.498046875,9.298671531965839,1,10922.498046875,95.77083333,39.52083333,0,,,0.294639224246475,0.557776194451496,0.9126321418849921,-0.43672100923097706,-0.404735339899014,0.379417585564733,-1.3820527996657601,-1.9746782966754899,-0.482501700463786
1166,141934.015625,11.863124595392199,1,141934.015625,95.77083333,41.39583333,0,,,0.28972753079791697,0.0665738011095204,0.52920148076037,-1.1061199760869398,-0.404735339899014,-0.240450422722078,1.01246952467746,-1.16734760715898,-0.482501700463786
1166,141934.015625,11.863124595392199,1,141934.015625,95.77083333,42.02083333,0,,,0.362832698802962,0.29214696384664895,0.5126011319052279,-1.054817929699,-0.404735339899014,-0.0697355208377023,0.8691333963973279,-1.01807239800867,-0.482501700463786
1259,57702.6484375,10.963075681649698,1,57702.6484375,95.77083333,42.64583333,0,,,0.41948940925462,0.7808241701953029,0.267499069136453,-1.3306680450586101,-0.404735339899014,-0.808449046909263,1.4080221807609499,-1.19744206773101,-0.482501700463786
1259,57702.6484375,10.963075681649698,1,57702.6484375,95.77083333,43.27083333,0,,,0.46624557334942796,0.26080057429523495,-0.510567272198397,-2.13143590182463,-0.404735339899014,0.7549386508047851,1.9286096966744,-0.8690538100059091,-0.482501700463786
753,36707.71484375,10.510769467535699,1,36707.71484375,96.39583333,29.52083333,0,,,0.8827662686942491,0.609555785970052,0.988983755490758,0.962068369569438,-0.404735339899014,0.034743778189643,-1.96932782987164,-0.3205362701083869,-0.482501700463786
761,49246.01953125,10.804604127637,1,49246.01953125,96.39583333,30.14583333,0,,,0.6869153610093349,0.771002437143853,0.980446366305362,0.698835629255196,-0.404735339899014,0.443634879390948,-1.40017211382291,-0.315164873022977,-0.482501700463786
868,86395.296875,11.3667000936306,1,86395.296875,96.39583333,33.27083333,0,,,0.324021854075632,0.667978022463657,0.9805865942084571,0.25494185042532197,-0.404735339899014,3.03103532238371,-0.8040408386910941,-0.10895292662463199,0.35182415548232804
896,17323.66796875,9.759886659011539,1,17323.66796875,96.39583333,33.89583333,0,,,0.261800679788762,0.938908644828477,1.19522319161589,0.481322793238302,-0.404735339899014,1.01608382624536,-1.5257780644480698,-0.7252265499801449,-0.482501700463786
918,28091.052734375,10.2432419944797,1,28091.052734375,96.39583333,34.52083333,0,,,0.17930974970261898,1.70658031943591,1.235852163919,0.319890134462473,-0.404735339899014,0.436537417159952,-1.75901099364449,-0.571309899029654,-0.482501700463786
918,28091.052734375,10.2432419944797,1,28091.052734375,96.39583333,35.14583333,0,,,0.14240317570371303,0.867503865086544,0.9962886269062949,-0.217675611171197,-0.404735339899014,1.2307410245041202,-0.90090020217197,-1.08061275267208,-0.482501700463786
918,28091.052734375,10.2432419944797,1,28091.052734375,96.39583333,35.77083333,0,,,0.166566957122291,0.784915555704143,0.887620572714208,-0.570006724418966,-0.404735339899014,1.65326361273164,-0.259313775862667,-1.10899131529277,-0.482501700463786
993,247780.46875,12.4203024622896,1,247780.46875,96.39583333,36.39583333,0,,,0.10091644736966,0.579596109800362,0.6504076008963751,-1.2982061633939899,0.7281146711292291,0.5599974906675219,1.0759040701993001,-0.287901871628354,0.35182415548232804
993,247780.46875,12.4203024622896,1,247780.46875,96.39583333,37.02083333,0,,,0.0477069790751596,0.8350540796197049,0.671557817215437,-1.15601392806626,-0.404735339899014,1.21517450493109,1.0613827174565,-0.619013461463934,-0.482501700463786
993,247780.46875,12.4203024622896,1,247780.46875,96.39583333,37.64583333,0,,,0.0611161688871074,1.08612904612735,0.913123649100386,-0.515707478555015,-0.404735339899014,1.59551171312235,-0.885134680858912,-0.9110473717605581,-0.482501700463786
1137,10922.498046875,9.298671531965839,1,10922.498046875,96.39583333,38.27083333,0,,,0.099209009701725,1.55114784078472,1.0545700985271802,-0.098515889145687,-0.404735339899014,0.460667802841008,-2.09309434404698,-1.9746782966754899,-0.482501700463786
1147,211587.796875,12.262400032739501,1,211587.796875,96.39583333,38.89583333,0,,,0.116935210439071,0.13207943501981098,0.753099768432706,-0.7160294552048839,-0.404735339899014,1.6910498143440198,-0.0831486824595688,-1.9746782966754899,-0.482501700463786
1166,141934.015625,11.863124595392199,1,141934.015625,96.39583333,39.52083333,0,,,0.239341723429637,1.2641048447818402,1.01228592892132,-0.0275357079322332,-0.404735339899014,-0.610107376610644,-2.14777416414724,-1.3057025007314,-0.482501700463786
1166,141934.015625,11.863124595392199,1,141934.015625,96.39583333,40.14583333,0,,,0.157666910284001,0.496365408754774,0.398876585912707,-1.26593820053745,-0.404735339899014,0.303941878291911,1.53163498037042,-0.35614498018118107,-0.482501700463786
