index,id,longitude,latitude,voronoi_pop,nbHF,sampling,provnames,access,pet,pop,urban,W_access,voronoi_adj_pop,total_cases,adj_cases
297,147,105.8705,29.29301,1548736.625,1,1,Chongqing,-1.60786173928873,-0.602463301114658,2.00353303851666,1.34433736043513,-0.6929582091315191,1548736.625,6.0,0.38741254666202524
298,148,111.5202,29.30245,4621729.0,1,1,Hunan,0.0369061877167361,-0.0846322567872607,0.985221476516947,-0.482501700463786,-1.8812683267371202,4621729.0,122.0,2.639704751187272
300,149,117.2708,29.309990000000003,2803451.25,1,1,Jiangxi,-2.45321609997455,0.321215873271404,2.5747397425122003,2.22034552653791,-2.0200587704667,2803451.25,12.0,0.4280438263372691
302,150,115.4418,29.3255,2507474.25,1,1,Jiangxi,-0.827852784966287,0.36677766630025,0.8727948445278771,0.40336117726822895,-2.30944687656638,2507474.25,220.0,8.773769062633445
303,151,106.7477,29.37342,689689.9375,1,1,Chongqing,-0.339905289597649,-0.491569018066257,1.2036735515030201,0.33648444656269,-0.73068009748647,689689.9375,6.0,0.8699561460544
304,152,107.7047,29.37578,483884.0625,1,1,Chongqing,-0.19199077021013397,-0.571456604984906,0.933763531523251,0.79172244506495,-0.8202536341307141,483884.0625,2.0,0.4133221478027085
305,153,110.5265,29.393279999999997,1976030.625,1,1,Hunan,0.20212362543433,-0.36747075937546797,0.7103849033131691,-0.482501700463786,-1.60568503565485,1976030.625,10.0,0.5060650312542601
307,154,106.4452,29.41508,837487.9375,1,1,Chongqing,-1.85756384942646,-0.4511221709961621,2.20547477020679,1.8370087806845001,-0.75713379013876,837487.9375,10.0,1.1940470485880879
308,155,106.3625,29.431890000000003,483060.75,1,1,Chongqing,-1.30560179375151,-0.490024958172786,2.2164836234314103,1.65001595910254,-0.749928757803322,483060.75,26.0,5.382345802261931
309,156,108.7029,29.436890000000002,1306918.0,1,1,Chongqing,-0.143259068435031,-0.49850604811088,0.8905848790479342,-0.482501700463786,-1.02976458408573,1306918.0,4.0,0.3060635785871799
310,157,105.5027,29.465999999999998,2437143.25,1,1,Chongqing,-1.4641048633023999,-0.728020736380925,1.67056665725588,0.9266672937169219,-0.652733237084072,2437143.25,10.0,0.41031646375320774
311,158,106.6592,29.540340000000004,379733.96875,1,1,Chongqing,-2.30957041992159,-0.46471252320190604,2.45594487534087,1.96700895554492,-0.7615647367441221,379733.96875,24.0,6.320214143339
312,159,106.5376,29.55234,1755980.125,1,1,Chongqing,-2.7605481289580696,-0.430770688198855,3.6006997644251095,2.7799715705874,-0.761997675665018,1755980.125,18.0,1.025068549679627
313,160,106.189,29.564759999999996,579175.125,1,1,Chongqing,-0.5917781245795419,-0.544167033719868,2.11186264019554,1.3637406104123702,-0.740180145191845,579175.125,18.0,3.1078682807725904
314,161,120.7506,29.58788,1404596.625,1,1,Zhejiang,-0.5603421783657839,0.132296863049224,2.098324562019,1.4629964498756298,-1.30816564301187,1404596.625,10.0,0.7119481723089005
315,162,106.70700000000001,29.62085,422987.21875,1,1,Chongqing,-1.68579319590691,-0.48682218360472607,2.25261149240587,1.19525656559354,-0.7667327465697751,422987.21875,44.0,10.402205563096581
316,163,114.1753,29.62495,2582785.75,1,1,Hubei,-1.5421093894428899,0.0848337441382928,0.9801755504736059,0.634567133576527,-2.72249445144599,2582785.75,285.0,11.03459704313453
317,164,106.3637,29.62567,744034.3125,1,1,Chongqing,-1.14587646747959,-0.5165571873057079,2.34585781563692,1.7752423774965,-0.755670225247851,744034.3125,16.0,2.150438458441391
319,165,104.9131,29.6418,4714274.5,1,1,Sichuan,-0.381891660204665,-0.8568833942879192,1.90822036170947,0.721940260863161,-0.580233415248697,4714274.5,18.0,0.3818190900848052
321,166,106.56700000000001,29.6426,1090342.875,1,1,Chongqing,-2.40501481862969,-0.450001001711044,2.71570259580537,2.8531051068244904,-0.762308748122718,1090342.875,28.0,2.567999538677226
322,167,105.7388,29.65237,904044.1875,1,1,Chongqing,-1.57604376041908,-0.6962982441951701,1.91900375748393,1.1985351942301201,-0.68365592895492,904044.1875,10.0,1.106140622136349
323,168,107.3324,29.660859999999996,1004793.0,1,1,Chongqing,-0.46399792093627207,-0.46297479582176,1.5477716857226398,0.867631680423366,-0.820330273244395,1004793.0,4.0,0.39809194530614767
324,169,121.4792,29.711470000000002,7064393.0,1,1,Zhejiang,-1.1677028335342599,0.135201889529951,1.85935898876285,1.96458272050233,-1.26243340338576,7064393.0,326.0,4.614692302650773
326,170,120.63600000000001,29.7353,5698181.5,1,1,Zhejiang,0.158784828776337,-0.128008113314648,0.8683603851627809,0.5503267017437429,-1.28109333159235,5698181.5,74.0,1.2986599321204493
327,171,106.7437,29.81392,783416.1875,1,1,Chongqing,-0.577082738484165,-0.523242791355655,1.5075540390556699,0.7252963130786991,-0.7636026251895609,783416.1875,24.0,3.0635057563193384
328,172,106.0291,29.814559999999997,634770.25,1,1,Chongqing,-0.931891065617,-0.621839912611334,1.9104273697462402,1.23814273101104,-0.7130919373807509,634770.25,14.0,2.205522391763004
329,173,107.823,29.88972,480615.90625,1,1,Chongqing,-0.0612654462822094,-0.4073665679095471,1.06021374978716,0.5503267017437429,-0.871049297347041,480615.90625,16.0,3.329061687708135
330,174,119.4715,29.901659999999996,2158752.25,1,1,Zhejiang,-0.8589338575846429,-0.10836032580220599,0.836284493031069,0.5656144706796171,-1.29943521767165,2158752.25,330.0,15.28660827105102
331,175,118.0713,29.90755,1562352.375,1,1,Anhui,-1.37209660364317,0.0039651258537341,0.883862265441142,0.809681660321228,-1.6542414202853502,1562352.375,18.0,1.1521088512442657
336,176,102.6656,29.92197,1685366.25,1,1,Sichuan,0.48169899940493704,-0.409524071552341,0.340846643319471,-0.482501700463786,-0.286144912009771,1685366.25,6.0,0.35600570499142253
338,177,103.7518,29.92724,4525506.5,1,1,Sichuan,-1.06083212782573,-0.714921422184573,1.7344267331768302,1.40609020544608,-0.42786928296083293,4525506.5,10.0,0.22096974117703733
339,178,115.0246,29.9274,2915281.75,1,1,Hubei,-0.390288156695636,0.21529338463413897,1.1161138774238502,0.8079347554077551,-2.7704293665477504,2915281.75,427.0,14.64695479261996
340,179,107.1356,29.95723,1152006.0,1,1,Chongqing,-0.357020679464979,-0.48258861419356003,1.6522106354893402,0.924880984189078,-0.800531883088376,1152006.0,28.0,2.4305428964779696
341,180,112.5689,29.99747,2742583.75,1,1,Hubei,-0.15150662953372301,-0.066273667662776,1.24962662784742,1.29565666263219,-2.2716707078372997,2742583.75,531.0,19.361304827974713
354,181,90.14583333,30.14583333,2110784.0,1,0,Xizang,1.6927686263641502,-2.09240139447579,-0.346778502220752,-0.482501700463786,0.8259957607578491,2110784.0,0.0,0.0
364,181,91.10946,30.03105,2110784.0,1,1,Xizang,0.306773686259832,0.235193380888168,-0.0541759147297958,-0.482501700463786,0.835070871348404,2110784.0,2.0,0.09475152360449957
372,181,91.39583333,33.27083333,2110784.0,1,0,Qinghai,1.8219018117510102,-1.8194166570518702,-1.6110454110939898,-0.482501700463786,0.614882052625765,2110784.0,0.0,0.0
393,181,92.64583333,32.64583333,2110784.0,1,0,Xizang,1.74975821663053,-1.5819367983450499,-0.421768685820735,-0.482501700463786,0.576491004581516,2110784.0,0.0,0.0
400,181,93.27083333,29.52083333,2110784.0,1,0,Xizang,1.72776667341871,-1.7939811961296601,-0.6156170990857329,-0.482501700463786,1.0859631922358,2110784.0,0.0,0.0
441,182,107.8793,30.07034,310887.46875,1,1,Chongqing,-0.24865419735246,-0.39667137402754404,1.24522701328873,0.648037218027031,-0.886155558715754,310887.46875,44.0,14.153031055549743
442,183,108.2932,30.094279999999998,636056.9375,1,1,Chongqing,0.38257887752220704,-0.8381555167868909,0.80667884895926,0.662228148838726,-0.9648267755279809,636056.9375,18.0,2.829935331064603
444,184,116.2425,30.10472,3814804.75,1,1,Anhui,-1.0083660608004301,0.48652426641637603,1.3033257687015902,1.4440062429187301,-2.38188562020997,3814804.75,12.0,0.31456393672572625
446,185,106.3081,30.11512,1638092.875,1,1,Chongqing,-1.1747240302020199,-0.586260770592099,1.7905286821351103,1.1658588188419898,-0.722026828629038,1638092.875,28.0,1.7093047914026243
448,186,109.5493,30.1943,1868785.0,1,1,Hubei,-0.47496133063283896,-0.420415244859663,0.9208534150424029,0.42427693069663597,-1.2256321537285702,1868785.0,99.0,5.2975596443678645
450,187,116.6771,30.24028,1189472.625,1,1,Anhui,-1.08902234566262,0.370626079890091,1.3792819746974998,1.54673650515546,-2.10821165915674,1189472.625,2.0,0.16814174264834383
451,188,107.4326,30.259759999999996,1265184.75,1,1,Chongqing,-0.432269786700819,-0.458950866096169,1.77600095701761,1.20974785953723,-0.843316550688129,1265184.75,28.0,2.2131155153427198
452,189,117.3658,30.28525,1585268.25,1,1,Anhui,-0.7898737975342449,0.13492561009398102,0.532217064708424,0.781245674195324,-1.86210031741752,1585268.25,16.0,1.009292906736762
453,190,113.375,30.29059,2391556.5,1,1,Hubei,-1.76376370425897,-0.0344608895149685,1.65122691036405,1.3160175065542201,-2.8395883274586295,2391556.5,224.0,9.366285095083473
455,191,114.7554,30.32797,2549635.25,1,1,Hubei,-1.10932513074628,0.15943723899420903,0.585588608421313,0.53952676357942,-3.08193866075832,2549635.25,513.0,20.120525082950593
456,192,107.9107,30.338520000000003,659137.125,1,1,Chongqing,-0.33788043841157506,-0.40109822057588107,1.3412752416725702,0.44139226695598,-0.901014866009115,659137.125,32.0,4.854831989625831
457,193,112.7567,30.3399,1380837.25,1,1,Hubei,-1.90724804508227,-0.06995986761135001,1.36529706104386,1.2710451000411,-2.54934803094178,1380837.25,75.0,5.431487309601475
458,194,106.6635,30.42717,3504874.5,1,1,Sichuan,-0.9141044875691969,-0.5709302133067691,2.5172856661653196,1.88692741292895,-0.701614619996877,3504874.5,26.0,0.7418239939832368
460,195,116.5956,30.61122,803910.125,1,1,Anhui,-1.2826320749631899,0.357175343852541,1.6753470411156002,1.68958502535851,-2.17769165058335,803910.125,110.0,13.683121605166995
461,196,114.3421,30.625059999999998,10038178.0,1,1,Hubei,-2.3527224956989596,0.00964144853750187,2.83353884619919,2.01519539782362,-3.6763479222577597,10038178.0,13243.0,131.92633165102274
462,197,105.4711,30.633309999999998,5112560.0,1,1,Sichuan,-1.8836512803788399,-0.8252396599607009,1.5659744956462902,1.35133221933217,-0.600647718218204,5112560.0,26.0,0.5085514888822821
463,198,120.7547,30.63995,6376910.0,1,1,Zhejiang,-0.7734616387840841,0.04981953089037999,1.75715268914851,1.69368841531941,-1.37584950808143,6376910.0,86.0,1.3486155520463674
464,199,113.1135,30.645570000000003,1802607.0,1,1,Hubei,-0.6081553030985529,-0.0479739347900726,2.36737994475362,1.80923677257213,-2.6523513494968998,1802607.0,173.0,9.5972111502951
465,200,107.7139,30.661240000000003,1747622.375,1,1,Chongqing,-0.888251587741805,-0.41211559560102395,1.6832119464215702,1.4473150566575501,-0.866392050088098,1747622.375,6.0,0.34332359700990894
472,201,102.7093,30.66507,600708.9375,1,1,Sichuan,0.33991979235490694,-1.19525350266444,0.0464899686124924,-0.482501700463786,-0.19918148657169,600708.9375,232.0,38.62103350176974
474,202,118.8534,30.68815,2212815.5,1,1,Anhui,-0.117956749390312,-0.0439132761841538,0.860190728059461,1.08103910998836,-1.48595260273811,2212815.5,10.0,0.4519129588526472
477,203,103.8256,30.70291,13901062.0,1,1,Sichuan,-1.97770452266253,-0.954269706399851,2.4903945233687996,3.12699994698708,-0.452977784707236,13901062.0,178.0,1.2804777073866729
478,204,108.4023,30.706120000000002,1753783.25,1,1,Chongqing,-1.7452208923659798,-0.307127134105666,1.57851536374842,1.19618000534293,-0.9637519638458829,1753783.25,130.0,7.412546561839953
480,205,115.3378,30.71988,3375075.75,1,1,Hubei,-1.24450563119911,0.263884363510957,1.5114825627013897,1.2720181036453602,-2.75529295487131,3375075.75,1008.0,29.865996340971012
481,206,119.8686,30.74578,7294322.0,1,1,Zhejiang,-0.18313953935447896,-0.0819720269522189,0.759280909394187,1.3369390419483898,-1.3495737225659998,7294322.0,20.0,0.2741858667604748
483,207,111.1349,30.74933,2823261.5,1,1,Hubei,-0.466692794656905,0.0258970603887528,0.462082574403618,-0.482501700463786,-2.00254278150096,2823261.5,518.0,18.34757425056092
485,208,116.5411,30.755020000000002,805585.3125,1,1,Anhui,-0.161756692858119,0.0744156805142918,1.01376000430328,0.5555696937946,-2.10556676513915,805585.3125,2.0,0.24826669118300243
486,209,117.8965,30.944670000000002,2036181.375,1,1,Anhui,-1.29031450742771,0.183743408864357,2.37529023573419,2.20003403760425,-1.75997634908319,2036181.375,50.0,2.455576925213747
487,210,100.01,30.945059999999998,1809830.75,1,1,Sichuan,0.715297429834729,-1.50844302473174,-0.265446935515747,-0.482501700463786,0.36071148302334205,1809830.75,62.0,3.4257346992253286
499,210,101.39583333,31.39583333,1809830.75,1,0,Sichuan,1.7089534854727,-1.78853384317876,-0.0997408181117243,-0.482501700463786,0.220026904329813,1809830.75,0.0,0.0
564,211,109.3445,30.955209999999997,557574.0625,1,1,Chongqing,-0.12520582312847,-0.188594940431041,1.15531423025176,-0.482501700463786,-1.1300251783395099,557574.0625,32.0,5.739147882260037
565,212,109.5958,30.956670000000003,516389.9375,1,1,Chongqing,0.101857580271807,-0.177431271457393,1.04585481998204,-0.482501700463786,-1.16987956687129,516389.9375,2.0,0.38730421620580086
566,213,116.9416,30.96895,1608911.375,1,1,Anhui,-1.8681182730264398,0.256422190096667,1.7498992533371398,1.47479485942377,-2.0540933450268,1608911.375,2.0,0.12430765491977455
567,214,108.8523,31.03847,938952.875,1,1,Chongqing,-1.04868776925649,-0.24021083620925304,1.3403878482843898,0.79172244506495,-1.03396758694288,938952.875,42.0,4.473067937514968
568,215,112.6079,31.069879999999998,1274970.5,1,1,Hubei,-0.6600144679148,-0.0185581705993995,1.2327764430219599,1.4079444695788899,-2.2811668700602206,1274970.5,447.0,35.05963471311689
569,216,109.8962,31.11774,931000.5625,1,1,Chongqing,-0.833709830371134,-0.0979656986845987,1.82901440601112,1.00342648384082,-1.29268351783384,931000.5625,14.0,1.5037584899418361
570,217,113.8795,31.120459999999998,4887465.5,1,1,Hubei,-0.920616572592485,0.0008167499964393981,1.58734885969292,1.65147760173383,-2.99947160308675,4887465.5,1207.0,24.6958264973942
573,218,104.4301,31.13417,6180670.5,1,1,Sichuan,-0.8007038139585041,-0.987702125558842,2.31564878784366,1.8628224124172499,-0.426754705048497,6180670.5,16.0,0.25887159006454075
574,219,118.1285,31.14997,2191236.25,1,1,Anhui,-1.66950381334222,0.127690693138574,1.54327390842452,1.4473150566575501,-1.6844706280138702,2191236.25,50.0,2.2818169423767065
575,220,111.5727,31.17298,833843.1875,1,1,Hubei,-2.10486023191324,-0.0444978917472214,1.0243410576165999,1.5669601525478403,-1.9420773822228998,833843.1875,1.0,0.11992662589211354
576,221,106.2033,31.197029999999998,5935263.5,1,1,Sichuan,-0.6913978192027521,-0.653031325479481,1.49688639491935,0.49699033155341604,-0.603496814813234,5935263.5,26.0,0.43805974241918666
577,222,121.4555,31.2045,1521498.375,1,1,Shanghai,-2.4560933971998997,0.194352905894432,3.9914841433230697,3.65366078025723,-1.42651841377168,1521498.375,410.0,26.94712046603402
578,223,117.32,31.269679999999997,1465916.75,1,1,Anhui,-1.36617888974805,0.20669008371935896,1.96953254355194,1.6678853454173201,-1.9051437299772098,1465916.75,10.0,0.6821669784453994
579,224,108.3787,31.27337,1361747.375,1,1,Chongqing,-0.472944751473099,-0.312637289886176,1.35494380837693,0.476005696527296,-0.916846486795483,1361747.375,38.0,2.7905322747547063
580,225,107.6465,31.370140000000003,3304042.25,1,1,Sichuan,-0.9234154521848209,-0.4073665679095471,1.42846481303605,0.748943890062091,-0.8134963817402941,3304042.25,36.0,1.089574444757781
581,226,120.6418,31.378020000000003,8597083.0,1,1,Jiangsu,-1.06926386681892,0.0509708298439905,2.5635807743289103,2.58157790227736,-1.4569561964577902,8597083.0,136.0,1.58193191807035
582,227,109.3486,31.5058,576328.375,1,1,Chongqing,0.6775733703154941,-0.7928697640940942,0.5664134217005561,-0.482501700463786,-1.01482487537511,576328.375,26.0,4.5113170074265385
584,228,120.0767,31.52812,8725639.0,1,1,Jiangsu,-1.6796276980828,0.0746764865464012,1.9339752952649298,2.19088793955619,-1.46800202417773,8725639.0,82.0,0.939759254307908
586,229,110.4754,31.591929999999998,629198.0625,1,1,Hubei,-0.0147500772880967,-1.28285540970879,0.0940817341747172,-0.482501700463786,-1.26805031449374,629198.0625,7.0,1.1125272656096268
588,230,119.6369,31.62592,3325491.25,1,1,Jiangsu,-0.6825759088051211,0.112707824258142,1.4044167210994598,1.77224990160622,-1.4798432768809098,3325491.25,82.0,2.4658011053254163
589,231,118.35600000000001,31.62885,3197168.5,1,1,Anhui,-2.1837137169578402,0.16228455630609,1.5617968402202498,1.14295171657992,-1.62306373034964,3197168.5,60.0,1.8766605513597423
590,232,117.7166,31.646959999999996,1211243.0,1,1,Anhui,-1.5486454767818099,0.14623870379064902,0.799899011189398,1.2238123038930602,-1.7720614079025,1211243.0,4.0,0.3302392666046367
592,233,116.3151,31.75941,2850534.25,1,1,Anhui,-1.4761513452716202,0.229291715632952,1.46623956295627,1.4401851437381799,-1.9589513851764,2850534.25,106.0,3.718601170991017
593,234,117.3319,31.77863,1083710.125,2,1,Anhui,-2.03679100642829,0.29909639317146397,2.6272069025736697,2.2932632666927595,-1.82620385851273,541855.0625,6.0,1.1073071777381427
594,234,117.3428,31.79444,1083710.125,2,1,Anhui,-2.2747389753916805,0.319241880109234,2.66941076748212,2.4870963123616803,-1.8239843660411499,541855.0625,232.0,42.81587753920819
595,235,117.2001,31.82562,1563217.875,2,1,Anhui,-2.4441608799194503,0.33056502717319397,2.8174489659792297,2.80566639724859,-1.8305238139324298,781608.9375,8.0,1.0235297494918933
596,235,117.22484399999999,31.828313,1563217.875,2,1,Anhui,-2.4227474570519303,0.340794117608871,3.2603901601270096,2.9810162560395597,-1.82986633987438,781608.9375,4.0,0.5117648747459467
598,236,113.4236,31.8296,3998239.75,1,1,Hubei,-0.9524809636426,0.0603986268102795,1.29178268109557,1.04914024146844,-2.4878258370221698,3998239.75,615.0,15.381768939694025
605,237,104.7008,31.8534,3189280.0,1,1,Sichuan,-0.16685333573427696,-0.77208452629612,1.0846710471566599,0.8051359886674879,-0.46750317688445503,3189280.0,20.0,0.6271007876385893
607,238,108.7309,31.88474,385821.4375,1,1,Chongqing,-0.374402807646009,-0.579382416444075,0.661104873808604,-0.482501700463786,-0.8227340784281759,385821.4375,4.0,1.0367490271973288
608,239,117.326029,31.8947345,1222925.625,2,1,Anhui,-2.1670369414796102,0.36097136377688105,3.26132139898521,3.1663057586804997,-1.82753503775579,611462.8125,8.0,1.3083379457356616
609,239,117.3384,31.89544,1222925.625,2,1,Anhui,-2.33188217411096,0.347121182630331,2.88706045709201,2.7987236921176297,-1.82678433866977,611462.8125,10.0,1.635422432169577
610,240,118.8424,31.92997,8587850.0,1,1,Jiangsu,-2.7289854325245897,0.18017136792332103,2.84538547630142,3.30161873924487,-1.58773145711584,8587850.0,134.0,1.5603439743358347
613,241,111.9357,31.932340000000003,3923931.5,1,1,Hubei,-0.29671661953904604,-0.11073810713678699,1.08150667498661,0.684613599720901,-1.95976005876272,3923931.5,611.0,15.571117895406687
615,242,117.5681,32.00123,760503.3125,1,1,Anhui,-2.1131694587998604,0.30258624235235804,1.29459945061948,1.75050778476767,-1.77454497424043,760503.3125,16.0,2.1038698631572363
616,243,119.4537,32.01638,3859268.75,1,1,Jiangsu,-1.2926783362866998,0.183743408864357,1.4969284468016002,1.39520972362596,-1.5257120316796002,3859268.75,24.0,0.621879468746508
618,244,107.038,32.01936,3175313.75,1,1,Sichuan,0.280196334873681,-0.531617089567146,0.926463716082315,-0.482501700463786,-0.629114187224875,3175313.75,14.0,0.44090131250809467
620,245,121.0053,32.1975,6446626.0,1,1,Jiangsu,-1.35996343044481,0.060622616091037,1.6040550582656599,2.31313908950557,-1.4238230378124601,6446626.0,64.0,0.9927673794012558
623,246,105.7818,32.26332,2762639.25,1,1,Sichuan,-0.42071590099798406,-0.5577145845702739,0.7895353340952641,0.411989947484788,-0.616028808529435,2762639.25,4.0,0.1447890816725347
626,247,117.1614,32.2842,1412214.375,1,1,Anhui,-1.26855049675864,0.36688503537573397,1.11536415762724,1.1613772704524499,-1.74054017933959,1412214.375,2.0,0.14162155798761078
628,248,110.4419,32.46032,2152495.0,1,1,Hubei,-0.7385754887682601,-0.11201906264988,0.41679172099760897,-0.482501700463786,-1.48647569814554,2152495.0,323.0,15.005842057705127
629,249,118.1027,32.545429999999996,2701204.75,1,1,Anhui,-1.03277598733791,0.340919847440188,0.7944400752653029,1.38354059211676,-1.49544519802064,2701204.75,8.0,0.296164146757109
630,250,120.0575,32.57248,6330700.5,1,1,Jiangsu,-0.815427447504619,0.15670207390134802,1.8293066960952902,2.10908017197819,-1.5081969143357,6330700.5,54.0,0.852986174278818
632,251,119.4729,32.73976,2728816.5,1,1,Jiangsu,-0.885108080886482,0.20999612417637803,2.03005059961401,2.02117620340932,-1.5145437013706002,2728816.5,42.0,1.5391287761562567
633,252,116.734,32.75738,4444482.5,1,1,Anhui,-1.78233012232226,0.47760153905919894,1.74783162351103,1.6249892658376002,-1.8075710863718302,4444482.5,50.0,1.1249903672699804
634,253,108.9258,32.761829999999996,1058510.75,1,1,Shaanxi,-0.741641725821957,0.0142320053261333,1.40203055416796,0.79172244506495,-1.10495753520019,1058510.75,26.0,2.456281147829628
635,254,115.7036,32.9188,5716408.5,1,1,Anhui,-1.23812683545423,0.445390950465521,1.67547727592457,1.63475572744187,-1.93098073618694,5716408.5,228.0,3.9885183153023442
636,255,114.1505,32.92419,4822108.0,1,1,Henan,-1.5174383782243899,0.30925635764844395,1.63323139046399,1.6801694591698,-2.00850744822785,4822108.0,202.0,4.189039316415144
638,256,119.4564,32.9902,1839946.375,1,1,Jiangsu,-1.17583458832701,0.12102319409309599,1.1792224923043602,1.4534555128074598,-1.44799589623503,1839946.375,10.0,0.5434941004734445
639,257,112.2833,33.04534,5502495.5,1,1,Henan,-1.1086162544583,0.18946821986707502,2.01708633113716,1.53199228728894,-1.7811475804413301,5502495.5,252.0,4.579740228774381
642,258,107.1014,33.0928,2661485.75,1,1,Shaanxi,-1.18246434847009,-0.32608658122932,2.1606066497265197,2.06088064709979,-0.857462853821422,2661485.75,24.0,0.9017519631656866
644,259,117.32600000000001,33.10901,4055909.25,1,1,Anhui,-1.09858300978835,0.605606530058205,1.34988942981165,1.16313477244199,-1.64358264884384,4055909.25,248.0,6.114535230293922
645,260,118.9639,33.357009999999995,4328085.0,1,1,Jiangsu,-1.9419032960701001,0.20629854520577398,1.73167634061814,1.91243710898294,-1.33955926721097,4328085.0,112.0,2.5877495474326406
646,261,116.1808,33.43671,3042268.75,1,1,Anhui,-1.81807682914199,0.592557748682242,1.8773761462831797,1.54673650515546,-1.70924198481738,3042268.75,188.0,6.179598695874584
648,262,120.1736,33.52337,6130594.5,1,1,Jiangsu,-2.00436179474963,0.11837150154650598,1.48819653184522,1.8635991395664497,-1.41711701534979,6130594.5,34.0,0.5545954800957721
650,263,109.9016,33.6493,1216179.5,1,1,Shaanxi,-0.7087771690663391,-0.19603177421248802,0.697941963583291,-0.482501700463786,-1.1857721725486798,1216179.5,10.0,0.8222470449469014
651,264,113.8999,33.65542,4667270.0,1,1,Henan,-1.4594696470888102,0.4692514688374861,1.70604104562641,1.5988402712721101,-1.78569019054766,4667270.0,66.0,1.41410289098338
652,265,114.8773,33.723859999999995,5913133.0,1,1,Henan,-1.8390070963079097,0.507459047042082,1.8892535527962,2.18034571503872,-1.69005744164027,5913133.0,128.0,2.1646731098387266
654,266,116.7424,33.72722,3644563.25,1,1,Anhui,-2.47712044698999,0.6967285850992049,1.2020806996559,1.59474152241061,-1.53569292851944,3644563.25,46.0,1.2621539768859822
656,267,118.5202,33.786809999999996,6071373.0,1,1,Jiangsu,-1.23149602582385,0.38194445298838,1.38122566280435,1.30374900100023,-1.31493650290922,6071373.0,20.0,0.32941477981998474
657,268,113.0108,33.796859999999995,3656541.75,1,1,Henan,-1.97513083385424,0.5120106222873889,2.04380805058994,1.8207757960168,-1.63902128152852,3656541.75,92.0,2.5160385492658466
659,269,117.2092,33.860859999999995,2727622.0,1,1,Anhui,-0.919334709821236,0.7515005321368671,1.15657161322327,1.35652472813445,-1.41916208600603,2727622.0,64.0,2.346366175371807
660,270,116.3187,33.96738,2861701.75,1,1,Henan,-1.70840346704405,0.6984920045323101,1.73677699224778,1.46007514637808,-1.5655347870448797,2861701.75,10.0,0.34944242529816394
661,271,108.9274,34.03647,495395.0625,1,1,Shaanxi,-0.457052517259004,0.0756465466863769,1.28513491122594,1.18480610388502,-0.999491666720136,495395.0625,2.0,0.4037181941029136
662,272,113.7089,34.07273,4088464.25,1,1,Henan,-2.54928011771025,0.576702331288484,2.1237891154723103,1.98022414658504,-1.70743618117662,4088464.25,52.0,1.271871216679955
663,273,108.7872,34.10727,436876.65625,1,1,Shaanxi,-1.26078440412447,0.13438689479509,1.9546166038429498,1.9315054389863202,-1.00491909394549,436876.65625,104.0,23.805346088459036
668,274,105.0565,34.10804,2282758.75,1,1,Gansu,-0.335427343288622,-0.47070372826629997,0.7467030060857349,0.809681660321228,-0.572767401021482,2282758.75,8.0,0.35045315235348456
670,275,108.8962,34.27251,952767.875,1,1,Shaanxi,-1.7784122671481202,0.244120091707948,3.58899654905986,4.1291393807166,-1.0079319979088899,952767.875,8.0,0.8396588728393051
672,276,115.6977,34.28974,3998459.0,1,1,Henan,-1.17102957198081,0.674335094697513,1.51370714042552,1.60229025899724,-1.49178468854117,3998459.0,138.0,3.45132962473793
673,277,112.0323,34.2936,3029660.75,1,1,Henan,-0.17760672925651103,0.5454267221206079,0.880307077189272,0.508746016463396,-1.27046985286794,3029660.75,34.0,1.122237861120259
675,278,117.5145,34.3568,4578976.0,1,1,Jiangsu,-1.51267946241703,0.742970854015518,1.54447829928595,1.8614787416440501,-1.3480668846619799,4578976.0,118.0,2.5769953806265855
676,279,111.1065,34.36358,1663379.75,1,1,Henan,-0.280110915663782,0.259002343143583,0.517237693897595,-0.482501700463786,-1.15592166263174,1663379.75,10.0,0.601185628236727
678,280,107.2001,34.38244,1393315.625,1,1,Shaanxi,-2.11312690990615,-0.0178143032519017,2.34264678918179,1.78183325129968,-0.9104961263555791,1393315.625,16.0,1.1483399534832606
679,281,119.1325,34.534,5690966.5,1,1,Jiangsu,-2.18336724881272,0.3870981468725129,2.1596168628598504,2.0333233404875704,-1.29353610640692,5690966.5,70.0,1.2300195406175736
680,282,114.5375,34.6068,5774479.5,1,1,Henan,-1.49103177781331,0.662412013995605,1.39513727734944,1.5774198864951,-1.50930749340444,5774479.5,38.0,0.6580679695892937
681,283,113.46799999999999,34.62931,7679790.5,1,1,Henan,-0.7246042055741819,0.711067821109899,1.4530531963959097,1.54315401835626,-1.60973837796258,7679790.5,244.0,3.1771700022285763
682,284,105.7378,34.64971,1362487.25,1,1,Gansu,-1.95318123660299,-0.09042642152849101,1.50356369185641,1.26958273848189,-0.710817186271698,1362487.25,4.0,0.29358072892058257
683,285,117.5912,34.71065,2235602.5,1,1,Shandong,-1.69051686492378,0.7398116385064599,1.62571265066203,1.77758582106921,-1.2727942951691298,2235602.5,2.0,0.08946134207668849
684,286,106.1281,34.73969,389261.625,1,1,Gansu,-1.02431959862238,-0.5859519505458989,1.16272434474341,1.39845407541736,-0.725738045167803,389261.625,2.0,0.513793261794044
685,287,108.3897,34.78867,1262692.5,1,1,Shaanxi,-0.36299417554740504,0.0306534541094515,0.895223290773753,0.716921367950996,-0.9164992770445619,1262692.5,24.0,1.900700289262825
