index,id,longitude,latitude,voronoi_pop,nbHF,sampling,provnames,access,pet,pop,urban,W_access,voronoi_adj_pop,total_cases,adj_cases
130,69,118.2574,25.21145,735183.6875,1,1,Fujian,-1.5719493851088402,0.44052385780173703,1.71546275053168,1.52242723366252,-0.9909281257842779,735183.6875,26.0,3.536531133928349
132,70,105.4632,25.267139999999998,2439803.75,1,1,Guizhou,0.0121991894284318,-0.19409252122022602,0.8645074810503951,0.33648444656269,-0.525371224631036,2439803.75,8.0,0.3278952251794842
136,71,110.5145,25.35865,4031162.25,1,1,Guangxi,-0.14069640184592402,-0.181660209457757,0.6226611563169251,-0.482501700463786,-1.20427490765084,4031162.25,64.0,1.587631457900262
137,72,102.8739,25.39236,6336573.0,1,1,Yunnan,-0.48526337978834005,-0.26211780633533804,0.84080715218157,1.02750741488956,-0.253385731734436,6336573.0,76.0,1.199386482251526
139,73,118.1296,25.39241,1050917.0,1,1,Fujian,-2.95243237239465,0.414968478526415,1.98323095014885,1.7519246273746,-1.0410160896663,1050917.0,2.0,0.19030998642138247
140,74,119.0789,25.39559,1769855.375,1,1,Fujian,-3.38152352421382,0.52880230026986,2.6227634723874598,2.56177300747622,-1.00880426593576,1769855.375,14.0,0.7910250858774265
142,75,118.9257,25.41917,617556.75,1,1,Fujian,-1.8144675698244,0.46572938835889205,1.92238714973849,1.1802698906895601,-0.9899000181148371,617556.75,36.0,5.829423773604612
143,76,118.8892,25.45184,166560.0,1,1,Fujian,-1.6304214048198797,0.410481919050799,1.13223964466547,0.8654461425253008,-0.9732459481315509,166560.0,34.0,20.413064361191164
144,77,119.0533,25.603379999999998,350379.8125,1,1,Fujian,-0.713112797418312,0.315527800828877,1.0672576434715,0.35182415548232804,-1.00945707267304,350379.8125,2.0,0.5708091415797535
145,78,119.3656,25.631429999999998,4228350.0,1,1,Fujian,-1.05696342975046,0.479832470620378,2.0321727179598703,1.73272820416993,-1.04398532430194,4228350.0,20.0,0.4729977414357846
150,79,103.9368,25.70936,3874313.0,1,1,Yunnan,-0.568550402986041,-0.0413877241922058,0.701235419083598,-0.482501700463786,-0.370324398158573,3874313.0,16.0,0.4129764425331665
153,80,115.2745,25.71368,5611813.5,1,1,Jiangxi,-1.5714629645628402,0.0850947669649917,1.0186022183055699,0.6454102914384,-1.35627254727982,5611813.5,140.0,2.494737218191588
156,81,100.037,25.73038,3549065.0,1,1,Yunnan,0.20790644081191,-0.526196057135534,0.353467080286834,-0.482501700463786,-0.0045483312763694795,3549065.0,22.0,0.6198815744428462
165,82,111.7296,25.779320000000002,4767758.0,1,1,Hunan,-0.7713403006743341,-0.284640681967805,0.703089870097937,-0.482501700463786,-1.32380346916527,4767758.0,76.0,1.594040637129653
169,83,113.1376,25.81815,4368599.5,1,1,Hunan,-1.77000143676852,-0.0595438383267403,1.9347472293484598,2.35785318894108,-1.54928894944153,4368599.5,56.0,1.2818753470076623
172,84,119.5504,25.91169,10347943.0,1,1,Fujian,-1.9093901193568,0.471325700602995,2.03267761739612,2.0739920528312097,-1.07181460545046,10347943.0,14.0,0.13529258906818484
175,85,117.3168,25.9165,706233.75,1,1,Fujian,-1.0297396413125899,0.41278626734195895,0.7215324019142411,0.579863587602572,-1.22799462885484,706233.75,2.0,0.28319235663829434
177,86,107.2502,26.0176,1415231.875,1,1,Guizhou,0.331910574434995,-0.464458382017166,0.536652266516617,-0.482501700463786,-0.767014336083791,1415231.875,6.0,0.4239587947381414
178,87,119.1789,26.05196,501181.46875,1,1,Fujian,-1.88843360281222,0.442344643794562,2.41733472031734,2.75803178544233,-1.09207141241814,501181.46875,54.0,10.774540434362379
180,88,104.8908,26.136229999999998,1837570.625,1,1,Guizhou,0.0832890918824128,-0.32799272772847304,0.655982460451323,0.527079186041072,-0.457233057732829,1837570.625,12.0,0.6530361248020059
181,89,119.3006,26.22387,449021.46875,1,1,Fujian,-0.29496236411102,0.201267272786533,1.43538527521786,0.579863587602572,-1.08026308582885,449021.46875,12.0,2.672478007211097
182,90,117.3972,26.300829999999998,420285.6875,1,1,Fujian,-1.5872004326757898,0.374445730762848,0.717434049609154,0.809681660321228,-1.3050056674476,420285.6875,12.0,2.855200725815818
183,91,119.55,26.301940000000002,770617.875,1,1,Fujian,-0.40678803303081296,0.22209301478989898,1.31675127782586,1.29644939005326,-1.05302023972722,770617.875,12.0,1.5571920129675165
185,92,116.6667,26.30745,2079035.625,1,1,Fujian,-1.14874036746834,0.251639025350629,0.9301285669705841,0.842472142728138,-1.47655133698321,2079035.625,2.0,0.09619844777792108
186,93,107.1928,26.43055,718659.625,1,1,Guizhou,-0.63064254696841,-0.567265964298458,0.84374698713663,0.70832659922455,-0.779014033275702,718659.625,6.0,0.834887586734819
187,94,117.8074,26.44404,530068.0625,1,1,Fujian,-1.9569757248284398,0.39403675036207897,1.1633807188931298,1.29335707856582,-1.31474159365397,530068.0625,6.0,1.1319301094470298
189,95,108.5576,26.50835,1339916.375,1,1,Guizhou,-0.94901780923826,-0.47615475211373604,0.702709422984505,0.598194504920787,-0.901186031061338,1339916.375,4.0,0.29852609271977887
191,96,118.2433,26.58755,679149.5,1,1,Fujian,-1.94358984507523,0.387619490647026,1.56339324028047,-0.482501700463786,-1.31308687773603,679149.5,6.0,0.8834579131693391
192,97,107.9382,26.6305,1839300.125,1,1,Guizhou,-1.19910654482816,-0.46050779496342,1.4292261455339301,0.527079186041072,-0.877997034683899,1839300.125,2.0,0.10873701212845836
195,98,112.5737,26.796020000000002,6813739.0,1,1,Hunan,-1.5853219076398601,-0.130552543727372,1.84215040452212,1.45908208988843,-1.75986902390042,6813739.0,86.0,1.2621557708623707
196,99,106.8782,26.829420000000002,792901.375,1,1,Guizhou,0.232417134745001,-0.749589596323202,0.658331400978732,0.634567133576527,-0.7369502127354759,792901.375,8.0,1.008952721263726
197,100,106.7064,26.84311,1142734.625,1,1,Guizhou,-1.27732178459384,-0.697298694698516,1.5004984814311,1.37888512336469,-0.7312879322714699,1142734.625,30.0,2.6252814383741985
198,101,119.9801,26.866259999999997,1141373.75,1,1,Fujian,-1.89496041545352,0.20222188727544602,1.59540955999501,1.1287206364841398,-1.03922172348386,1141373.75,4.0,0.35045487948185244
199,102,117.8621,26.90625,318366.625,1,1,Fujian,-0.705946825036481,0.30155943542333397,0.557066642377674,0.35182415548232804,-1.4617593394378603,318366.625,2.0,0.6282065527440258
202,103,110.8759,26.91525,5131391.0,1,1,Hunan,-1.6629939321963,-0.32436917640493396,1.2709297964352,0.8342875488784691,-1.5250987269909702,5131391.0,166.0,3.2349902784644553
207,104,100.5235,26.94233,2062884.0,1,1,Yunnan,-0.1932458182838,-0.0365291628097372,0.35178860068687795,0.374227561816086,0.14441790726076198,2062884.0,12.0,0.5817098780154386
220,105,114.8248,26.97535,3806006.0,1,1,Jiangxi,-1.7424448509364299,0.120853129544531,1.20053788405698,0.97944185322724,-1.75974026043351,3806006.0,38.0,0.9984219678056209
222,106,119.4745,26.976740000000003,987698.25,1,1,Fujian,-0.9357298327451609,0.0018935833150737899,0.591841109430237,0.49699033155341604,-1.0876100615951898,987698.25,14.0,1.4174369550619332
224,107,105.2156,27.06873,2090547.0,1,1,Guizhou,-1.5451884865485002,-0.476379628753243,1.2373737847031299,0.7712962928771869,-0.505349354816047,2090547.0,30.0,1.435031118649808
225,108,113.5158,27.12398,2395237.25,1,1,Hunan,-0.5762313930433249,-0.125873824264011,0.8576981720187979,0.908073082529765,-1.7555712399633798,2395237.25,120.0,5.009942125774806
227,109,118.1433,27.341520000000003,423585.875,1,1,Fujian,-0.605944419156736,0.24337742385314398,1.79385462009065,1.28905060376928,-1.4578798068157899,423585.875,14.0,3.305114930945231
228,110,113.7218,27.506990000000002,1664206.25,1,1,Jiangxi,-0.658194440627973,-0.0767585428641827,1.27766395659574,0.55942392024932,-1.82627638488517,1664206.25,2.0,0.12017741190432375
231,111,116.4344,27.51128,2448353.5,1,1,Jiangxi,0.303838408468298,0.0341595641972917,0.48938121178721294,-0.482501700463786,-1.83941624176844,2448353.5,130.0,5.309690777904416
232,112,113.9029,27.51356,2338969.25,1,1,Jiangxi,-1.78938864844318,-0.10507925644378201,1.45920354924692,1.3659065179549,-1.80521581761942,2338969.25,54.0,2.3087092743951207
233,113,110.0777,27.55503,1873367.75,1,1,Hunan,-1.70234822878646,-0.339102124019271,1.9861800714276698,1.30026587267083,-1.20135963593239,1873367.75,68.0,3.629826551674117
236,114,118.7543,27.608109999999996,318622.75,1,1,Fujian,-0.18852932880123802,0.112533332940034,0.600480410160697,-0.482501700463786,-1.31012172083683,318622.75,8.0,2.510806274818732
237,115,111.7063,27.63327,4447235.0,1,1,Hunan,-0.704197538554861,-0.16048172030747102,1.92259027391802,0.8784543609375469,-1.73906888018295,4447235.0,116.0,2.608362274536875
238,116,109.9751,27.641059999999996,1650271.75,1,1,Hunan,-1.04141674555327,-0.331750754320139,1.29884927908266,0.686957610714933,-1.1895123763762299,1650271.75,6.0,0.3635764836912466
244,117,104.0039,27.65652,4164918.75,1,1,Yunnan,-1.11837852122651,-0.504259504017664,1.5685818720841203,0.5438020836164961,-0.29654508439157395,4164918.75,24.0,0.5762417334071643
245,118,112.6022,27.73204,4235922.5,1,1,Hunan,-0.80822715678897,-0.083716448370159,1.4005295297658,1.2800425718917499,-1.94922379253922,4235922.5,60.0,1.4164565097685333
248,119,111.6133,27.73964,2817377.75,1,1,Hunan,-0.45976918384703896,-0.11552312272323,1.9434062186179901,1.11939870404448,-1.73424627091012,2817377.75,128.0,4.5432317338347685
249,120,117.9998,27.74553,715516.3125,1,1,Fujian,-0.6088251890505529,0.368955158443618,1.7643046307088501,1.49843856797035,-1.539471777258,715516.3125,6.0,0.8385553054739057
250,121,114.8515,27.84546,3036791.75,1,1,Jiangxi,-0.7973948286993359,0.112707824258142,1.6288744709571101,1.1802698906895601,-1.8860011776555,3036791.75,218.0,7.178628564174676
256,122,102.0762,27.892709999999997,2866132.75,1,1,Sichuan,0.229408609551641,-0.42908412362365506,0.5188898943567589,-0.482501700463786,-0.0112045103606127,2866132.75,16.0,0.5582435077370369
259,123,120.4404,27.905379999999997,8300988.5,1,1,Zhejiang,-1.2480073233720401,0.0997676838147302,1.4169931043944999,1.21215141292392,-1.18038960394124,8300988.5,986.0,11.878103433103178
260,124,118.5128,27.9424,1075925.125,1,1,Fujian,-2.96146481606857,0.21529338463413897,1.46780854066726,2.4568756637588196,-1.5020512430118,1075925.125,2.0,0.18588654112896563
262,125,108.5408,27.973740000000003,1638686.75,1,1,Guizhou,-0.779494191155859,-0.47468342608402403,1.02700235444421,-0.482501700463786,-1.04128278797131,1638686.75,8.0,0.4881958067946788
263,126,107.0848,28.171429999999997,1266056.125,1,1,Guizhou,0.185005161328317,-1.0151088276691,0.5365202714981121,-0.482501700463786,-0.783892540571997,1266056.125,24.0,1.8956505581456744
265,127,119.5133,28.20076,1337534.375,1,1,Zhejiang,-0.91999635238066,0.139715930392366,0.630048450695156,-0.482501700463786,-1.2600685779591299,1337534.375,32.0,2.392461875979823
267,128,116.6081,28.218759999999996,2742665.75,1,1,Jiangxi,-1.5134391614563603,0.25693148125092397,2.1481768377753703,2.60692781358949,-2.0839990232978303,2742665.75,2.0,0.0729217550479857
269,129,117.1077,28.224659999999997,1750599.5,1,1,Jiangxi,-1.51937475735239,0.344306915173246,1.6463675494801102,1.65597372304431,-1.92202271523406,1750599.5,22.0,1.2567123434000753
272,130,113.1532,28.227590000000003,7941005.0,1,1,Hunan,-1.7856684599925101,-0.0798341912706575,2.3177902748030497,2.31586387199365,-2.0658192129241497,7941005.0,416.0,5.238631634157137
275,131,114.9732,28.30755,2786840.0,1,1,Jiangxi,-0.707381798605191,0.21673658690929398,1.09672923716409,0.944945485608792,-1.9597911871980402,2786840.0,172.0,6.1718649079243875
277,132,105.666,28.44237,3549778.0,1,1,Sichuan,0.0448157342532772,-0.62277578524849,0.654537449260731,-0.482501700463786,-0.599768273523855,3549778.0,24.0,0.6760986179980832
278,133,109.0143,28.495240000000003,1095723.0,1,1,Chongqing,-0.564040269523525,-0.30389528687885,1.7117114337964499,1.8360722884287501,-1.2116367507714199,1095723.0,2.0,0.1825278834157903
279,134,104.633,28.57595,4076477.5,1,1,Sichuan,-0.312494094776917,-0.6253369960023709,1.2455248674401298,0.57069318701904,-0.507942728497724,4076477.5,8.0,0.19624786350470474
281,135,111.9523,28.576829999999998,4994261.5,1,1,Hunan,-0.8668858152022049,-0.162931856576374,1.33707228061689,0.908073082529765,-1.85212042572193,4994261.5,80.0,1.601838429966072
282,136,116.0257,28.66149,7003938.0,1,1,Jiangxi,-2.2496288746055,0.300494757513931,2.5440319978433,2.08791374310296,-2.2517140225006096,7003938.0,396.0,5.6539620996073925
283,137,109.7267,28.6973,1993656.625,1,1,Hunan,-1.02141708842751,-0.276965843807138,0.934796272863418,0.35182415548232804,-1.3506291993869701,1993656.625,14.0,0.7022272453763195
285,138,121.1116,28.775,6175654.5,1,1,Zhejiang,-1.2011691995976799,-0.027243576061547994,1.6458004934436399,1.35400950596344,-1.2212160480427399,6175654.5,252.0,4.080539155809316
286,139,117.4692,28.77693,2579720.0,1,1,Jiangxi,-0.6853721056866879,0.372875152103284,0.7709088873126709,1.20376463647974,-1.7979337869852001,2579720.0,204.0,7.907834958832742
287,140,106.7179,28.88242,1516101.625,1,1,Chongqing,-0.7256962572102059,-0.46843150709279,1.2568658053801298,-0.482501700463786,-0.691109194815864,1516101.625,42.0,2.770262844352535
288,141,118.67399999999999,28.9356,2093235.25,1,1,Zhejiang,-1.25597021393253,0.168982827760254,1.42832532519249,1.62169997279437,-1.5899719697479702,2093235.25,24.0,1.1465505370215794
289,142,106.2579,29.03267,1053245.375,1,1,Chongqing,-0.332069680732326,-0.511012111984512,1.32645199806943,0.876120839130463,-0.7128272420011491,1053245.375,8.0,0.7595570975092105
291,143,113.25399999999999,29.0682,2560378.0,1,1,Hunan,-1.16349066807941,-0.0045856789495660796,1.81487983052997,1.3721504590893603,-2.3520690913486697,2560378.0,236.0,9.217388994906221
293,144,119.9524,29.117459999999998,5234660.5,1,1,Zhejiang,-0.15242519016039802,-0.0550511857082278,0.8091880470024749,0.9266672937169219,-1.4281988131784902,5234660.5,98.0,1.8721366934875718
295,145,103.5687,29.21265,2642919.75,1,1,Sichuan,-1.31901927050665,-0.649855203708313,0.8135659880922149,-0.482501700463786,-0.38652604134197793,2642919.75,6.0,0.22702164906823222
296,146,104.68299999999999,29.28939,3479158.0,1,1,Sichuan,-0.956524990039719,-0.758301785968382,1.8599258436411201,1.02750741488956,-0.558564485741433,3479158.0,20.0,0.5748517313671871
