longitude,latitude,cases,access,longxlat
106.4984,37.44059,1.3333333333333333,330.9934387207031,3987.362930056
106.5376,29.55234,1.8,8.629926681518555,3148.435377984
106.56700000000001,29.6426,1.75,17.49278450012207,3158.9229542000003
106.5993,35.20198,1.4,460.68304443359375,3752.506426614
106.6421,35.30775,1.0,544.8287353515625,3765.292606275
106.6592,29.540340000000004,1.5,21.08973693847656,3150.749032128
106.6603,26.3924,1.0,35.51261520385742,2815.02130172
106.6635,30.42717,2.6,142.5355682373047,3245.468447295
106.7064,26.84311,2.5,93.14693450927734,2864.331632904
106.70700000000001,29.62085,2.0,56.09593200683594,3160.7520409500003
106.7179,28.88242,2.333333333333333,177.7586669921875,3082.271209318
106.7187,26.54928,2.0,4.933279991149902,2833.3046475359997
106.7437,29.81392,1.7142857142857142,213.12738037109366,3182.448132304
106.7477,29.37342,1.0,291.57135009765625,3135.5450261339997
106.8782,26.829420000000002,2.0,624.9940795898438,2867.4801166440006
106.8807,39.552609999999994,1.0,145.02752685546875,4227.410643626999
106.8838,39.74473,1.3333333333333333,390.5309753417969,4248.067772373999
106.93651399999999,27.913562699999996,3.0,97.40975952148438,2984.979088458427
107.038,32.01936,1.75,669.29052734375,3427.2882556799996
107.0848,28.171429999999997,2.4,585.6607666015625,3016.7319472639997
107.1014,33.0928,1.7142857142857142,104.17266845703124,3544.2852099199995
107.1356,29.95723,1.4,284.9953918457031,3209.4858103879997
107.1928,26.43055,1.0,199.4807281494141,2833.16466004
107.2001,34.38244,1.6,29.86979484558105,3685.8010062440003
107.2502,26.0176,3.0,721.140380859375,2790.39280352
107.27122299999999,34.345903,1.0,17.300945281982422,3684.3270198493688
107.3324,29.660859999999996,1.0,246.86167907714844,3183.571289864
107.4299,40.924620000000004,1.0,74.55840301513672,4396.527834138001
107.4326,30.259759999999996,1.5555555555555556,257.4913330078125,3250.8846921759996
107.56700000000001,41.453509999999994,2.0,309.5408020019531,4459.02971017
107.596,38.26614,1.0,455.0575256347656,4117.28359944
107.6062,28.93119,3.0,384.1315612792969,3113.175417378
107.6465,31.37014000000001,2.0,140.97727966308594,3376.885775510001
107.6714,36.04074,1.0,388.1419372558594,3880.556932836
107.6779,34.40641,1.0,88.1424560546875,3704.8099753389997
107.7047,29.37578,1.0,356.1851501464844,3163.909572166
107.7139,30.66124000000001,1.0,146.86810302734375,3302.641739236001
107.7436,37.37923,1.0,105.1172332763672,4027.372805428
107.823,29.88972,1.6,424.4361572265625,3222.79927956
107.8409,24.64574,1.9230769230769231,223.9274139404297,2657.818782766
107.8716,32.51348,1.0,854.5550537109375,3507.281109168
107.8793,30.07034,7.333333333333332,329.7533264160156,3243.967229962
107.9107,30.33852000000001,2.2857142857142856,292.4159240722656,3273.850930164001
107.9382,26.6305,1.0,102.08958435058594,2874.4482351
107.9967,21.88401,1.4615384615384617,393.9627685546875,2363.400862767
108.0477,34.2851,1.0,5.584396839141847,3704.4261992700003
108.0604,41.03795,1.6666666666666667,206.8462219238281,4434.57729218
108.1031,35.56590999999999,1.0,214.4817657470703,3844.7851253209988
108.1799,34.31159,1.0,25.469425201416016,3711.824375041
108.2932,30.094279999999998,2.25,776.764892578125,3259.0058828959995
108.3787,31.27337,2.7142857142857144,243.9162750244141,3389.367185219
108.3897,34.78867,1.7142857142857142,282.7093505859375,3770.7335046990006
108.4023,30.706120000000002,3.8235294117647056,51.85248184204102,3328.614032076
108.4337,32.44509,1.0,172.3376922607422,3518.141155533
108.4629,23.05898,2.619047619047619,189.32310485839844,2501.043841842
108.5408,27.97374000000001,1.0,166.74732971191406,3036.2921185920013
108.5576,26.50835,1.0,136.82968139648438,2877.68285596
108.5816,34.001,1.0,73.70587158203125,3691.8829815999998
108.6337,39.42306,4.666666666666667,422.5065307617188,4282.672873122
108.7029,29.436890000000002,1.0,380.6865539550781,3199.875309981
108.7309,31.88474,1.0,278.51812744140625,3466.8564764660005
108.7685,27.72673,1.0,344.3566589355469,3015.794832005
108.7872,34.10727,4.333333333333333,94.96617889404295,3710.434402944
108.7954,28.90145,1.0,222.40159606933602,3144.3448133300003
108.8407,18.99376,1.0,341.7091979980469,2067.2941340320003
108.85,34.316190999999996,1.0,43.647804260253906,3735.317390349999
108.8523,31.03847,2.1,121.97266387939449,3378.608847981
108.860978,19.361245,1.0,295.5781555175781,2107.68406599761
108.8832,35.26458,22.5,93.08995056152344,3839.720317056
108.8847,32.81089,2.0,339.2704162597656,3572.603914383
108.8962,34.27251,1.3333333333333333,49.58231735229492,3732.1461034619992
108.9099,34.34604,1.3333333333333333,44.84156799316406,3740.623781796
108.9258,32.761829999999996,1.8571428571428568,174.36431884765625,3568.6085422139995
108.9274,34.03647,1.0,249.1637420654297,3707.5041822780004
108.9416,34.20667,1.0,50.98234939575195,3726.529360472
108.9538,34.24815,1.0,46.06481170654297,3731.4660854700005
108.9863,34.27348,2.0,37.665260314941406,3735.339773324
108.9977,19.21995,1.0,158.6759796142578,2094.930344115
109.0143,28.49524000000001,1.0,216.74842834472656,3106.388641932001
109.0235,22.1822,1.3333333333333333,161.03883361816406,2418.3810817000003
109.0307,35.19603,2.333333333333333,195.13853454589844,3837.447788121
109.0491,18.65009,1.0,94.4363250732422,2033.7755294189997
109.0626,34.50897,1.0,62.303306579589844,3763.637991522
109.0673,35.039840000000005,1.0,20.41684913635254,3821.700741232001
109.0889,34.3024,1.3333333333333333,18.62952423095703,3742.0110833599997
109.209979,19.6964266,1.0,133.39665222167972,2151.046335361041
109.2523,26.92336,1.0,118.442138671875,2941.439003728
109.2596,27.526759999999996,2.0,72.39484405517578,3007.5627868959996
109.2917,34.661120000000004,1.0,60.27092361450195,3788.1727287040007
109.3161,36.44222,1.0,402.8271484375,3983.721365742
109.32799999999999,21.676660000000002,2.095238095238096,188.29458618164062,2369.8658844799997
109.3445,30.955209999999997,1.6,390.0378112792969,3384.7819598449996
109.3486,31.5058,1.8571428571428568,1190.472900390625,3445.11512188
109.37100000000001,24.95009,1.8461538461538465,192.2400054931641,2728.8162933900003
109.4028,19.571170000000002,3.0,121.99616241455078,2141.1407972760003
109.4156,23.857110000000002,2.2,38.1002082824707,2610.340004916
109.4197,18.39084,2.6666666666666665,175.14500427246094,2012.3201955480001
109.476623535,30.272174835,9.035714285714286,132.80561828613278,3314.095487996996
109.5704,38.04761,1.0,109.24468994140624,4168.891846744
109.6483,18.59464,1.5,200.28680419921875,2038.8706651119999
109.7128,19.80185,1.2,162.34310913085938,2172.51640868
109.7267,28.6973,1.4,125.8232192993164,3148.8600279099996
109.7429,39.82875,1.0,133.02577209472656,4370.922528375
109.7462,19.1987,6.0,187.64627075195312,2106.98436994
109.8294,40.63648,3.0,12.622062683105467,4463.080216512
109.8512,19.03311,1.0,175.91744995117188,2090.809973232
109.8538,40.21311,4.0,292.12567138671875,4417.562943318
109.8585,34.955529999999996,2.5,125.19081115722656,3840.1620925049997
109.8962,31.11774,1.4,156.58041381835938,3419.721378588
109.9016,33.6493,1.0,181.3584289550781,3698.1119088799996
109.9065,32.72665,2.0,727.3157348632812,3596.8715582249997
109.9475,18.56796,1.0,228.27252197265625,2041.5007821
109.9751,27.641059999999996,3.0,123.00894927978516,3039.8283376059994
109.9864,19.691679999999998,1.1428571428571428,21.245676040649414,2165.8169931519997
109.9982,23.30914,2.0,152.4553680419922,2563.9634435479998
110.0777,27.55503,3.0909090909090913,54.82128143310547,3033.194325831
110.1654,21.10003,1.7,33.67012405395508,2324.493244962
110.182,22.44296,1.2222222222222223,201.6881103515625,2472.81021872
110.2561,41.56212,2.4,280.80184936523443,4582.477258932
110.2876,18.83795,2.0,485.495849609375,2077.5922944199997
110.3056,19.48603,2.0,121.39743041992188,2149.418230768
110.4018,19.20959,1.3333333333333333,127.96305847167969,2120.7733132619996
110.4222,19.83166,2.2142857142857144,165.6992645263672,2189.855526852
110.4319,33.68015,2.0,214.0225524902344,3719.362956785
110.5145,25.35865,1.8823529411764703,382.0611267089844,2802.498525425
110.5265,29.393279999999997,1.25,599.3836059570312,3248.7363619199996
110.6803,40.52088,2.0,111.3909683227539,4484.863154664
110.6982,35.62629000000001,1.0,64.21113586425781,3943.766175678001
110.7157,36.15275,1.0,224.43402099609366,4002.6770231749997
110.771,19.74459,1.5,228.6164703369141,2187.1279788899997
110.782798767,32.652130127000106,19.764705882352946,11.177044868469238,3617.294361173351
110.8759,26.91525,5.533333333333332,57.813453674316406,2984.252567475
110.9509,22.01601,2.0,134.49763488769528,2442.696123909
110.9909,23.48172000000001,1.25,200.8524932861328,2606.257236348001
111.0727,35.18812,1.3333333333333333,60.59979629516602,3908.4394963239997
111.1065,34.36358,1.0,315.9872131347656,3818.01710127
111.1603,35.62573,2.0,51.27252197265625,3960.166834519
111.2388,34.88375,2.0,125.0997314453125,3880.4264894999997
111.2616,37.683640000000004,1.5,365.3766479492188,4192.742080224
111.28527069100001,30.703952789000105,29.4375,15.473525047302244,3416.8976974075613
111.3626,24.36175,1.3333333333333333,156.64923095703125,2712.98782055
111.3768,36.22827,1.0,110.61265563964844,4034.9887821360003
111.4963,40.5971,5.0,208.2534027099609,4526.42644073
111.5202,29.30245,4.6923076923076925,481.8114013671875,3267.81508449
111.5766,42.29795,1.5,427.150634765625,4719.46144797
111.6133,27.73964,3.7647058823529416,248.26353454589844,3096.112761212
111.6247,37.11185,1.0,116.38744354248048,4142.599122695
111.6267,40.7253,1.0,86.44173431396484,4546.030845509999
111.6319,35.49273,1.0,96.18264770507812,3962.120886087
111.6876297,29.038209915,3.565217391304348,42.31226348876953,3243.2088361373885
111.7063,27.63327,29.0,182.4183807373047,3086.810348601
111.7296,25.779320000000002,3.8,168.390625,2880.3131118720003
111.7726,22.037689999999998,2.1666666666666665,167.72024536132812,2463.2099092939998
111.8479,40.95981,2.0,374.3521423339844,4581.268732899
111.9083,40.76903,1.0,71.9661865234375,4562.392839949
111.9523,28.576829999999998,3.636363636363636,150.5861358642578,3199.2418452089996
111.9823,43.67392,1.0,507.9654846191406,4890.706011616
112.0323,34.2936,2.125,363.0220642089844,3841.99088328
112.0444,32.68081,1.0,49.68226623535156,3661.701747964
112.200210571,31.030216217000106,28.285714285714285,114.43712615966795,3481.596793611071
112.2026,23.54164,2.0,86.44444274902344,2641.4332162640003
112.2527,37.14121,3.0,66.53441619873047,4169.201103767
112.2833,33.04534,8.4,113.74970245361328,3710.4398248220004
112.3012,37.62392,10.666666666666666,4.85435676574707,4225.211364704
112.3157,37.96001,1.0,147.69984436035156,4263.505095157
112.3487,35.42084000000001,1.0,196.8192901611328,3979.4853269080013
112.3645,35.74579,1.0,101.45996856689452,4016.557820455
112.3904,37.86721,2.0,24.197479248046875,4255.910878784
112.3926,35.099909999999994,1.25,120.1556167602539,3944.970144665999
112.4382,41.7009,3.0,796.8648681640625,4688.77413438
112.5737,26.796020000000002,3.3076923076923075,63.8873176574707,3016.5271166740004
112.6022,27.73204,2.142857142857143,161.1822967529297,3122.688714488
112.6405,39.61984,2.0,452.7261962890625,4462.79858752
112.6714,22.28417,1.9,178.65208435058594,2510.7886317380003
112.7069,35.61116,1.0,44.781009674072266,4013.623449004
112.7377,36.33671,1.0,225.67254638671875,4096.517110967
112.8001,34.15829,1.0,78.92924499511719,3853.058527829
112.8594,35.46545,1.0,22.278818130493164,4002.6094077299995
112.8749,24.31602,1.8333333333333333,326.88226318359375,2744.668325898
112.9151,36.47742,1.0,233.3901214599609,4118.851527042
112.9444,23.0131,4.375,231.56668090820312,2599.2007716400003
112.962,37.328829999999996,3.0,100.93914031982422,4216.73929446
113.0108,33.796859999999995,3.8333333333333335,37.22020721435547,3819.4101860879996
113.0816,36.2784,1.0,95.96097564697266,4102.419517439999
113.1163,29.37227,2.0,7.898406505584718,3322.482505001
113.1311,35.11887,1.8888888888888888,84.23628234863281,3973.0363938570003
113.1376,25.81815,2.1538461538461537,50.13611221313477,2921.00352744
113.1532,28.22759000000001,12.235294117647056,49.08102035522461,3194.0421367880012
113.25399999999999,29.0682,6.5555555555555545,106.52957153320312,3292.0899228
113.2818,40.0828,1.0,46.29766464233398,4540.65173304
113.2994,29.52133,1.0,57.59896087646485,3344.748976202
113.3478,38.22273,1.0,255.38961791992188,4332.462355494
113.361,22.16925,5.0588235294117645,85.70002746582031,2513.12834925
113.3859,22.52105,3.5384615384615383,63.97933578491211,2553.569523195
113.4305,23.35183,60.0,144.77105712890625,2648.8097528149997
113.46799999999999,34.62931,6.421052631578947,177.9870147705078,3929.3185470799995
113.4968,38.06465,1.0,31.131305694580078,4320.21596812
113.5115,29.49117,1.0,79.93605041503906,3347.586943455
113.5158,27.12398,4.0,213.35205078125,3079.000288884
113.5364,23.349829999999997,14.578947368421053,92.86444091796876,2651.055638812
113.5622,37.84235,1.0,3.0520997047424316,4297.46051917
113.6136,33.90335,35.5,84.74356842041016,3851.8816455600004
113.7089,34.07273,2.363636363636364,13.0645112991333,3874.372648297
113.7186,39.9064,1.0,425.5964660644531,4538.099939039999
113.7218,27.506990000000002,1.0,192.79083251953125,3128.1444153820003
113.7723,24.82198,1.4,323.6751403808594,2824.053755154
113.8738,22.93336,4.333333333333333,40.27711486816406,2611.508849968
113.8999,33.65542,3.0,74.80427551269531,3833.348972458
113.9029,27.51356,2.4545454545454546,48.82322311401367,3133.8742733239997
113.91133117700001,30.92845535300011,95.08108108108108,80.90718841552734,3523.101520508654
114.06331200000001,22.3445126,1.0,13.054302215576172,2548.6891121817316
114.084,35.26547,7.0769230769230775,74.91191864013672,4023.22587948
114.12200000000001,22.406999999999996,1.0,7.040039539337157,2557.131654
114.1291,22.65389,17.0,51.93717575073242,2585.4680771989997
114.1324,22.38074,2.0,6.430083751678468,2554.367569976
114.133808,22.3650193,1.0,5.719207286834718,2552.6048187024944
114.1498,41.97032,1.5,209.30589294433602,4790.903633936
114.1505,32.92419,7.769230769230768,69.58762359619139,3758.312750595
114.164553,22.388813600000002,1.0,6.430083751678468,2556.008896844321
114.16524799999999,22.2773596,1.0,2.460171699523926,2543.3002835191805
114.18611999999999,22.319751,1.0,11.707540512084961,2548.6057660561196
114.18706100000001,22.304412699999997,1.0,11.707540512084961,2546.8753335440747
114.187767,22.319557999999997,1.0,11.707540512084961,2548.6204884469857
114.188121,22.2826304,1.0,6.080691337585449,2544.411696313478
114.206868,22.2859106,1.0,6.080691337585449,2545.204050154001
114.207664,22.2333433,1.0,8.138249397277832,2539.218201203051
114.225,22.315,1.0,16.174186706542972,2548.930875
114.234404,22.30798900000001,1.0,16.174186706542972,2548.339827853557
114.26873779299999,29.8943271640001,33.53846153846154,84.1539535522461,3415.9870322012844
114.291938782,30.5675144200001,1095.888888888889,9.913750648498537,3493.620486808554
114.3093,35.72307,2.0,49.13146591186523,4083.479125551
114.3278,44.48038,3.0,511.0970153808594,5085.343988563999
114.3525,35.87894,3.1538461538461537,21.19197654724121,4102.84648635
114.4384,38.13361,2.6666666666666665,35.09415054321289,4363.949314624
114.4983,23.24435,3.2666666666666666,133.48431396484378,2661.438559605
114.5375,34.6068,1.9,71.92052459716797,3963.776355
114.5421,36.55381,2.3,38.80736923217773,4186.950160401
114.6612,35.46624,1.0,59.88608169555664,4066.6016378879995
114.7549,35.21723,1.0,62.42487335205078,4041.349706927
114.8155,37.21327,2.5,45.93285751342773,4272.660201685
114.8248,26.97535,1.7272727272727273,52.04891586303711,3097.43916868
114.8515,27.84546,6.8125,163.29129028320312,3198.09284919
114.8773,33.723859999999995,4.266666666666667,45.3980941772461,3874.1059823779997
114.881187439,30.40276718100009,39.74285714285714,49.87799835205078,3492.705995184749
114.8834,32.08258,12.545454545454545,238.3580017089844,3685.755871172
114.9369,32.779759999999996,1.0,35.16636276245117,3767.6039971439995
114.9579,24.046529999999997,1.0,216.12173461914062,2764.3385910869997
114.9732,28.30755,5.375,181.65939331054688,3254.60960766
115.0351,40.87393,2.571428571428572,81.22679138183594,4701.936624943
115.074989319,30.213798523,31.90625,12.020071983337402,3476.852542320643
115.1701,39.02267,2.625,71.92191314697266,4494.244806167
115.2745,25.71368,5.833333333333332,65.02736663818361,2964.13160516
115.2794,35.80833,2.6666666666666665,14.2341890335083,4127.9627974019995
115.3716,33.88942,1.0,264.51470947265625,3909.876608472
115.4418,29.3255,6.875,157.5745086669922,3385.3885059000004
115.5411,23.0011,1.0,134.55758666992188,2657.57239521
115.5438,44.24353,1.25,670.6533813476562,5112.065581614001
115.6914,35.15343,2.0,136.47447204589844,4066.949531502
115.6977,34.28974,5.75,105.5983657836914,3967.244051598
115.6979,32.13325,2.0,143.2801971435547,3717.7495451749996
115.7036,32.9188,5.428571428571429,97.54000091552734,3808.8236676799993
115.8236,37.76365,1.6,40.11439514160156,4373.92189214
115.8797,36.457609999999995,1.0,85.76801300048828,4224.696909517
115.8952,36.44981,1.5,85.76801300048828,4224.358019912
116.0257,28.66149,10.421052631578947,23.58849906921387,3325.469440293
116.0288,35.27391,1.0,86.21595764160156,4092.7894486080004
116.0807,24.20478,1.3333333333333333,64.44570159912111,2809.707805746
116.1108,34.73318,1.0,140.96176147460938,4032.8973163439996
116.1185,23.33707,1.75,48.69180297851562,2709.865562795
116.1236,44.07095,1.0,459.841796875,5117.67736942
116.1246,25.13598,1.0,175.75672912597656,2918.905623108
116.152,39.603320000000004,1.0,183.5637359619141,4600.00482464
116.1737,39.92715,1.0,38.26565551757813,4638.484745954999
116.1808,33.43671,6.2666666666666675,46.8335075378418,3884.703717168
116.2063,40.20789,2.0,49.58916091918945,4672.410127706999
116.2285,40.02186,2.5,35.58824157714844,4651.680755009999
116.2425,30.10472,6.0,127.73533630371094,3499.4479146000003
116.2499,39.8306,2.0,37.18235778808594,4630.30326694
116.3151,31.75941,2.9444444444444446,73.28382110595703,3694.098950091
116.3187,33.96738,2.5,54.37777709960938,3951.0414840060002
116.3359,35.96215,1.0,78.54269409179688,4183.689086185
116.3591,39.91093,2.1666666666666665,13.460789680480955,4643.999894963
116.4106,39.91129,1.5,7.232398509979247,4646.097215674
116.4151,40.18535,12.5,37.83733367919922,4678.181538785
116.4172,39.642379999999996,2.0,70.4177474975586,4615.054880935999
116.4344,27.51128,4.0625,692.2891235351562,3203.2593800319996
116.4853,42.18977,2.0,182.67372131347656,4914.488015381
116.4944,35.70984,1.0,3.343097686767578,4159.996384896
116.5128,39.94612,4.666666666666667,15.900747299194336,4654.234290336
116.5411,30.755020000000002,1.0,371.0946960449219,3584.223861322
116.5856,23.334329999999998,2.6666666666666665,75.36951446533203,2720.4468636479996
116.5956,30.61122,3.928571428571429,92.54463958740234,3569.133562632
116.6081,28.218759999999996,1.0,69.93035888671875,3290.535987955999
116.6264,39.25678,2.125,148.8897247314453,4578.376926992
116.6525,37.24178,3.5,155.77821350097656,4344.34674145
116.6667,26.30745,1.0,108.43463134765624,3069.2033769150003
116.6771,30.24028,1.0,116.43509674072266,3528.3481735879996
116.7332,35.37464,3.1666666666666665,65.12563323974611,4129.394926047999
116.734,32.75738,2.5,49.3019027709961,3823.8999969199995
116.7363,39.80292,3.0,104.186279296875,4646.445609996
116.7403,25.294729999999998,2.0,138.69039916992188,2952.914368619
116.7424,33.72722,2.090909090909091,15.22605037689209,3937.3966081280005
116.7593,38.26855,2.6,33.311824798583984,4468.209110014999
116.7739,23.79656,1.5,64.58661651611328,2778.817117784
116.7904,36.42273,1.0,90.60954284667969,4253.825205792
116.8021,37.67882,1.0,8.284040451049805,4400.965301522
116.8144,24.75887,1.0,138.06082153320312,2892.192543728
116.9416,30.96895,1.0,43.544105529785156,3621.55856332
116.9669,36.5767,3.0,25.58337593078613,4278.26321123
116.98899999999999,40.52377,1.0,100.47335815429688,4740.835328529999
117.0194,35.60996,1.0,48.18556213378906,4167.056153224
117.0201,31.72762,1.0,272.0404663085937,3712.769265162
117.0385,36.00093,1.6666666666666667,176.36221313476562,4213.494845804999
117.0851,36.734140000000004,2.4285714285714284,19.9084415435791,4301.020455314
117.0907,36.65325,3.0,28.579814910888672,4291.754699775
117.1077,28.224659999999997,1.8333333333333333,69.43166351318361,3305.325015881999
117.1328,37.66758,1.0,86.37100219726562,4412.1091146240005
117.1352,35.0602,1.0,43.0682258605957,4106.7835390400005
117.1614,32.2842,1.0,94.13330841064452,3782.46206988
117.1894,31.92046,2.0,38.25884246826172,3740.739555124
117.1946,36.2139,1.0,111.03299713134766,4244.07352494
117.2001,31.82562,1.3333333333333333,16.20870590209961,3729.9658465620005
117.2092,33.860859999999995,2.2857142857142856,141.6500244140625,3968.8043119119993
117.22484399999999,31.828313,2.0,16.900545120239258,3731.0690262081716
117.2708,29.30999000000001,1.0,15.91261386871338,3437.205975292001
117.3168,25.9165,1.0,124.6276626586914,3040.4408472
117.32,31.269679999999997,1.6666666666666667,83.84239196777344,3668.5588575999996
117.32600000000001,33.10901,7.294117647058822,115.11289978027344,3884.54770726
117.326029,31.8947345,4.0,27.31025695800781,3742.0825448943006
117.3319,31.77863,1.0,33.835739135742195,3728.647037297
117.3333,39.297129999999996,4.076923076923077,122.9845199584961,4610.861943428999
117.3384,31.89544,1.25,20.241912841796875,3742.559896896
117.3428,31.79444,6.4444444444444455,22.54091835021973,3730.848614032
117.3658,30.28525,1.1428571428571428,164.7936553955078,3554.45259445
117.3892,26.729779999999998,1.0,280.3106689453125,3137.787490376
117.3919,34.916509999999995,2.0,88.587158203125,4098.915450269
117.3972,26.300829999999998,2.0,63.74892044067383,3087.6437996759996
117.4002,39.60828,1.5,234.61456298828125,4650.019993656
