"longitude","latitude","date","cases","Org.ID"
109.328,21.67666,2020-02-07,1,25
109.3445,30.95521,2020-02-11,2,130
109.3445,30.95521,2020-02-02,1,130
109.3445,30.95521,2020-02-19,2,130
109.3445,30.95521,2020-01-26,2,130
109.3445,30.95521,2020-02-05,2,130
109.3445,30.95521,2020-02-12,1,130
109.3445,30.95521,2020-02-01,3,130
109.3445,30.95521,2020-01-24,1,130
109.3445,30.95521,2020-02-13,1,130
109.3445,30.95521,2020-01-30,1,130
109.3486,31.5058,2020-01-27,2,133
109.3486,31.5058,2020-01-24,1,133
109.3486,31.5058,2020-01-31,2,133
109.3486,31.5058,2020-02-11,1,133
109.3486,31.5058,2020-01-30,4,133
109.3486,31.5058,2020-02-01,1,133
109.3486,31.5058,2020-01-26,2,133
109.371,24.95009,2020-01-31,1,29
109.371,24.95009,2020-01-22,1,29
109.371,24.95009,2020-02-02,2,29
109.371,24.95009,2020-02-14,2,29
109.371,24.95009,2020-02-03,1,29
109.371,24.95009,2020-01-29,4,29
109.371,24.95009,2020-01-26,2,29
109.371,24.95009,2020-01-25,1,29
109.371,24.95009,2020-01-30,1,29
109.371,24.95009,2020-02-09,2,29
109.371,24.95009,2020-01-24,2,29
109.371,24.95009,2020-02-04,2,29
109.371,24.95009,2020-02-05,3,29
109.4028,19.57117,2020-01-27,5,262
109.4028,19.57117,2020-01-31,1,262
109.4156,23.85711,2020-02-08,4,539
109.4156,23.85711,2020-02-09,4,539
109.4156,23.85711,2020-02-05,1,539
109.4156,23.85711,2020-02-07,1,539
109.4156,23.85711,2020-02-06,1,539
109.4197,18.39084,2020-01-26,2,147
109.4197,18.39084,2020-02-04,4,147
109.4197,18.39084,2020-02-11,1,147
109.4197,18.39084,2020-02-10,4,147
109.4197,18.39084,2020-02-03,2,147
109.4197,18.39084,2020-01-27,3,147
109.4197,18.39084,2020-02-09,1,147
109.4197,18.39084,2020-02-06,2,147
109.4197,18.39084,2020-01-31,1,147
109.4197,18.39084,2020-01-25,7,147
109.4197,18.39084,2020-02-08,3,147
109.4197,18.39084,2020-02-01,2,147
109.476623535,30.272174835,2020-01-26,6,161
109.476623535,30.272174835,2020-02-03,6,161
109.476623535,30.272174835,2020-01-25,11,161
109.476623535,30.272174835,2020-02-05,15,161
109.476623535,30.272174835,2020-02-11,8,161
109.476623535,30.272174835,2020-02-17,2,161
109.476623535,30.272174835,2020-02-22,1,161
109.476623535,30.272174835,2020-02-29,1,161
109.476623535,30.272174835,2020-01-30,15,161
109.476623535,30.272174835,2020-01-29,13,161
109.476623535,30.272174835,2020-02-13,26,161
109.476623535,30.272174835,2020-02-12,8,161
109.476623535,30.272174835,2020-02-08,3,161
109.476623535,30.272174835,2020-02-16,3,161
109.476623535,30.272174835,2020-02-01,12,161
109.476623535,30.272174835,2020-02-07,13,161
109.476623535,30.272174835,2020-02-14,8,161
109.476623535,30.272174835,2020-02-09,11,161
109.476623535,30.272174835,2020-02-04,12,161
109.476623535,30.272174835,2020-02-18,1,161
109.476623535,30.272174835,2020-02-15,7,161
109.476623535,30.272174835,2020-01-27,8,161
109.476623535,30.272174835,2020-02-06,6,161
109.476623535,30.272174835,2020-02-02,18,161
109.476623535,30.272174835,2020-02-10,16,161
109.476623535,30.272174835,2020-02-21,1,161
109.476623535,30.272174835,2020-01-31,9,161
109.476623535,30.272174835,2020-01-28,13,161
109.5704,38.04761,2020-02-08,1,593
109.6483,18.59464,2020-02-08,1,509
109.6483,18.59464,2020-02-04,2,509
109.7128,19.80185,2020-02-04,1,24
109.7128,19.80185,2020-01-22,1,24
109.7128,19.80185,2020-01-31,2,24
109.7128,19.80185,2020-02-01,1,24
109.7128,19.80185,2020-02-09,1,24
109.7267,28.6973,2020-01-26,3,198
109.7267,28.6973,2020-01-29,1,198
109.7267,28.6973,2020-02-04,1,198
109.7267,28.6973,2020-01-31,1,198
109.7267,28.6973,2020-02-06,1,198
109.7429,39.82875,2020-02-03,1,489
109.7429,39.82875,2020-02-04,1,489
109.7462,19.1987,2020-02-01,6,412
109.8294,40.63648,2020-02-03,3,490
109.8294,40.63648,2020-02-04,3,490
109.8512,19.03311,2020-01-27,1,260
109.8538,40.21311,2020-02-04,7,387
109.8538,40.21311,2020-02-01,1,387
109.8538,40.21311,2020-02-03,7,387
109.8538,40.21311,2020-01-30,1,387
109.8585,34.95553,2020-02-05,3,333
109.8585,34.95553,2020-02-03,1,333
109.8585,34.95553,2020-01-28,2,333
109.8585,34.95553,2020-02-09,4,333
109.8962,31.11774,2020-01-30,1,15
109.8962,31.11774,2020-01-27,2,15
109.8962,31.11774,2020-01-21,2,15
109.8962,31.11774,2020-02-02,1,15
109.8962,31.11774,2020-01-25,1,15
109.9016,33.6493,2020-01-26,1,227
109.9016,33.6493,2020-01-28,1,227
109.9016,33.6493,2020-02-05,1,227
109.9016,33.6493,2020-02-04,1,227
109.9016,33.6493,2020-02-07,1,227
109.9065,32.72665,2020-02-06,2,575
109.9475,18.56796,2020-01-31,1,148
109.9475,18.56796,2020-01-30,1,148
109.9475,18.56796,2020-01-25,1,148
109.9751,27.64106,2020-01-22,3,33
109.9864,19.69168,2020-02-04,1,182
109.9864,19.69168,2020-02-11,1,182
109.9864,19.69168,2020-02-14,1,182
109.9864,19.69168,2020-01-27,1,182
109.9864,19.69168,2020-02-06,2,182
109.9864,19.69168,2020-02-03,1,182
109.9864,19.69168,2020-01-26,1,182
109.9982,23.30914,2020-02-02,1,414
109.9982,23.30914,2020-02-01,4,414
109.9982,23.30914,2020-02-09,1,414
109.9982,23.30914,2020-02-05,2,414
110.0777,27.55503,2020-01-31,2,155
110.0777,27.55503,2020-02-08,1,155
110.0777,27.55503,2020-02-01,3,155
110.0777,27.55503,2020-02-03,3,155
110.0777,27.55503,2020-02-14,1,155
110.0777,27.55503,2020-02-06,2,155
110.0777,27.55503,2020-02-02,1,155
110.0777,27.55503,2020-01-27,8,155
110.0777,27.55503,2020-01-29,7,155
110.0777,27.55503,2020-02-05,1,155
110.0777,27.55503,2020-01-25,5,155
110.1654,21.10003,2020-02-13,1,5
110.1654,21.10003,2020-01-28,2,5
110.1654,21.10003,2020-01-31,2,5
110.1654,21.10003,2020-02-08,1,5
110.1654,21.10003,2020-01-21,2,5
110.1654,21.10003,2020-02-07,1,5
110.1654,21.10003,2020-01-26,3,5
110.1654,21.10003,2020-02-04,3,5
110.1654,21.10003,2020-02-03,1,5
110.1654,21.10003,2020-02-05,1,5
110.182,22.44296,2020-02-01,2,101
110.182,22.44296,2020-01-24,1,101
110.182,22.44296,2020-02-02,1,101
110.182,22.44296,2020-01-30,2,101
110.182,22.44296,2020-02-18,1,101
110.182,22.44296,2020-02-07,1,101
110.182,22.44296,2020-01-26,1,101
110.182,22.44296,2020-01-31,1,101
110.182,22.44296,2020-02-14,1,101
110.2561,41.56212,2020-02-05,7,319
110.2561,41.56212,2020-02-01,1,319
110.2561,41.56212,2020-01-28,1,319
110.2561,41.56212,2020-02-08,1,319
110.2561,41.56212,2020-01-27,2,319
110.2876,18.83795,2020-02-10,1,96
110.2876,18.83795,2020-01-27,2,96
110.2876,18.83795,2020-01-25,3,96
110.2876,18.83795,2020-02-03,4,96
110.2876,18.83795,2020-01-29,1,96
110.2876,18.83795,2020-02-06,1,96
110.2876,18.83795,2020-01-24,2,96
110.3056,19.48603,2020-02-03,2,475
110.4018,19.20959,2020-01-30,2,261
110.4018,19.20959,2020-01-27,1,261
110.4018,19.20959,2020-02-02,1,261
110.4222,19.83166,2020-02-19,5,97
110.4222,19.83166,2020-02-04,2,97
110.4222,19.83166,2020-01-29,2,97
110.4222,19.83166,2020-02-10,1,97
110.4222,19.83166,2020-02-03,1,97
110.4222,19.83166,2020-02-14,1,97
110.4222,19.83166,2020-02-02,2,97
110.4222,19.83166,2020-01-27,4,97
110.4222,19.83166,2020-02-08,1,97
110.4222,19.83166,2020-02-06,3,97
110.4222,19.83166,2020-01-31,2,97
110.4222,19.83166,2020-01-24,1,97
110.4222,19.83166,2020-02-17,1,97
110.4222,19.83166,2020-02-09,5,97
110.4319,33.68015,2020-02-04,2,518
110.5145,25.35865,2020-02-07,1,59
110.5145,25.35865,2020-02-04,2,59
110.5145,25.35865,2020-02-09,1,59
110.5145,25.35865,2020-02-02,1,59
110.5145,25.35865,2020-01-31,3,59
110.5145,25.35865,2020-02-01,2,59
110.5145,25.35865,2020-01-27,1,59
110.5145,25.35865,2020-02-21,1,59
110.5145,25.35865,2020-01-24,4,59
110.5145,25.35865,2020-02-06,1,59
110.5145,25.35865,2020-02-11,1,59
110.5145,25.35865,2020-01-23,2,59
110.5145,25.35865,2020-02-05,1,59
110.5145,25.35865,2020-01-26,3,59
110.5145,25.35865,2020-01-28,1,59
110.5145,25.35865,2020-01-25,5,59
110.5145,25.35865,2020-01-29,2,59
110.5265,29.39328,2020-02-06,2,351
110.5265,29.39328,2020-01-29,1,351
110.5265,29.39328,2020-02-01,1,351
110.5265,29.39328,2020-01-31,1,351
110.6803,40.52088,2020-02-04,3,423
110.6803,40.52088,2020-02-01,1,423
110.6982,35.62629,2020-02-03,1,484
110.7157,36.15275,2020-02-06,1,577
110.771,19.74459,2020-02-02,1,433
110.771,19.74459,2020-02-06,2,433
110.782798767,32.6521301270001,2020-02-10,14,135
110.782798767,32.6521301270001,2020-02-13,26,135
110.782798767,32.6521301270001,2020-02-05,27,135
110.782798767,32.6521301270001,2020-01-24,1,135
110.782798767,32.6521301270001,2020-02-20,5,135
110.782798767,32.6521301270001,2020-02-09,29,135
110.782798767,32.6521301270001,2020-02-23,8,135
110.782798767,32.6521301270001,2020-02-07,42,135
110.782798767,32.6521301270001,2020-02-06,35,135
110.782798767,32.6521301270001,2020-02-19,12,135
110.782798767,32.6521301270001,2020-02-04,35,135
110.782798767,32.6521301270001,2020-03-01,1,135
110.782798767,32.6521301270001,2020-01-29,23,135
110.782798767,32.6521301270001,2020-02-18,14,135
110.782798767,32.6521301270001,2020-02-24,2,135
110.782798767,32.6521301270001,2020-02-17,10,135
110.782798767,32.6521301270001,2020-02-02,35,135
110.782798767,32.6521301270001,2020-02-15,11,135
110.782798767,32.6521301270001,2020-02-22,3,135
110.782798767,32.6521301270001,2020-01-25,4,135
110.782798767,32.6521301270001,2020-02-16,5,135
110.782798767,32.6521301270001,2020-02-11,24,135
110.782798767,32.6521301270001,2020-02-21,13,135
110.782798767,32.6521301270001,2020-01-31,31,135
110.782798767,32.6521301270001,2020-02-14,24,135
110.782798767,32.6521301270001,2020-01-30,31,135
110.782798767,32.6521301270001,2020-02-03,44,135
110.782798767,32.6521301270001,2020-02-12,31,135
110.782798767,32.6521301270001,2020-01-28,25,135
110.782798767,32.6521301270001,2020-02-01,27,135
110.782798767,32.6521301270001,2020-02-08,43,135
110.782798767,32.6521301270001,2020-01-27,20,135
110.782798767,32.6521301270001,2020-02-25,2,135
110.782798767,32.6521301270001,2020-01-26,15,135
110.8759,26.91525,2020-02-08,1,193
110.8759,26.91525,2020-02-13,1,193
110.8759,26.91525,2020-01-29,18,193
110.8759,26.91525,2020-02-06,9,193
110.8759,26.91525,2020-02-15,1,193
110.8759,26.91525,2020-02-02,2,193
110.8759,26.91525,2020-02-05,6,193
110.8759,26.91525,2020-01-26,2,193
110.8759,26.91525,2020-02-18,1,193
110.8759,26.91525,2020-02-04,13,193
110.8759,26.91525,2020-02-01,8,193
110.8759,26.91525,2020-02-03,4,193
110.8759,26.91525,2020-01-27,9,193
110.8759,26.91525,2020-01-31,5,193
110.8759,26.91525,2020-02-07,3,193
110.9509,22.01601,2020-02-08,5,346
110.9509,22.01601,2020-01-29,3,346
110.9509,22.01601,2020-02-02,1,346
110.9509,22.01601,2020-02-04,1,346
110.9509,22.01601,2020-02-03,1,346
110.9509,22.01601,2020-02-16,1,346
110.9909,23.48172,2020-01-31,1,28
110.9909,23.48172,2020-01-27,2,28
110.9909,23.48172,2020-01-22,1,28
110.9909,23.48172,2020-01-25,1,28
111.0727,35.18812,2020-01-25,2,175
111.0727,35.18812,2020-01-27,1,175
111.0727,35.18812,2020-01-28,1,175
111.1065,34.36358,2020-01-27,1,44
111.1065,34.36358,2020-01-29,1,44
111.1065,34.36358,2020-01-22,1,44
111.1065,34.36358,2020-01-26,1,44
111.1065,34.36358,2020-01-30,1,44
111.1603,35.62573,2020-02-03,2,483
111.2388,34.88375,2020-02-02,2,456
111.2616,37.68364,2020-01-26,1,244
111.2616,37.68364,2020-01-27,2,244
111.285270691,30.7039527890001,2020-02-09,78,128
111.285270691,30.7039527890001,2020-01-30,54,128
111.285270691,30.7039527890001,2020-02-24,7,128
111.285270691,30.7039527890001,2020-02-21,4,128
111.285270691,30.7039527890001,2020-02-01,109,128
111.285270691,30.7039527890001,2020-02-23,3,128
111.285270691,30.7039527890001,2020-02-15,29,128
111.285270691,30.7039527890001,2020-01-28,20,128
111.285270691,30.7039527890001,2020-02-26,1,128
111.285270691,30.7039527890001,2020-02-02,77,128
111.285270691,30.7039527890001,2020-01-29,12,128
111.285270691,30.7039527890001,2020-02-10,38,128
111.285270691,30.7039527890001,2020-02-06,67,128
111.285270691,30.7039527890001,2020-02-28,2,128
111.285270691,30.7039527890001,2020-01-26,19,128
111.285270691,30.7039527890001,2020-01-27,11,128
111.285270691,30.7039527890001,2020-02-05,44,128
111.285270691,30.7039527890001,2020-02-04,60,128
111.285270691,30.7039527890001,2020-02-27,2,128
111.285270691,30.7039527890001,2020-01-24,1,128
111.285270691,30.7039527890001,2020-02-20,3,128
111.285270691,30.7039527890001,2020-02-19,3,128
111.285270691,30.7039527890001,2020-02-03,39,128
111.285270691,30.7039527890001,2020-02-08,23,128
111.285270691,30.7039527890001,2020-01-31,50,128
111.285270691,30.7039527890001,2020-02-18,9,128
111.285270691,30.7039527890001,2020-02-07,47,128
111.285270691,30.7039527890001,2020-02-25,2,128
111.285270691,30.7039527890001,2020-02-11,23,128
111.285270691,30.7039527890001,2020-02-13,26,128
111.285270691,30.7039527890001,2020-02-14,67,128
111.285270691,30.7039527890001,2020-02-12,12,128
111.3626,24.36175,2020-01-29,1,349
111.3626,24.36175,2020-02-02,1,349
111.3626,24.36175,2020-02-01,2,349
111.3768,36.22827,2020-01-26,1,237
111.4963,40.5971,2020-02-05,5,568
111.5202,29.30245,2020-01-29,11,201
111.5202,29.30245,2020-02-04,6,201
111.5202,29.30245,2020-01-31,2,201
111.5202,29.30245,2020-02-02,3,201
111.5202,29.30245,2020-02-01,3,201
111.5202,29.30245,2020-02-05,6,201
111.5202,29.30245,2020-02-07,2,201
111.5202,29.30245,2020-02-13,1,201
111.5202,29.30245,2020-02-03,5,201
111.5202,29.30245,2020-01-27,12,201
111.5202,29.30245,2020-02-06,2,201
111.5202,29.30245,2020-02-15,1,201
111.5202,29.30245,2020-01-26,7,201
111.5766,42.29795,2020-02-04,2,495
111.5766,42.29795,2020-02-03,1,495
111.6133,27.73964,2020-01-26,1,114
111.6133,27.73964,2020-02-16,1,114
111.6133,27.73964,2020-01-25,1,114
111.6133,27.73964,2020-02-06,2,114
111.6133,27.73964,2020-01-31,6,114
111.6133,27.73964,2020-01-27,4,114
111.6133,27.73964,2020-02-14,2,114
111.6133,27.73964,2020-02-08,5,114
111.6133,27.73964,2020-02-05,6,114
111.6133,27.73964,2020-02-03,5,114
111.6133,27.73964,2020-02-02,6,114
111.6133,27.73964,2020-02-13,1,114
111.6133,27.73964,2020-02-01,3,114
111.6133,27.73964,2020-02-04,5,114
111.6133,27.73964,2020-01-24,3,114
111.6133,27.73964,2020-02-07,6,114
111.6133,27.73964,2020-01-29,7,114
111.6247,37.11185,2020-02-05,1,563
111.6267,40.7253,2020-02-03,1,491
111.6267,40.7253,2020-02-04,1,491
111.6319,35.49273,2020-02-02,1,461
111.6876297,29.038209915,2020-02-05,6,156
111.6876297,29.038209915,2020-02-01,2,156
111.6876297,29.038209915,2020-01-31,7,156
111.6876297,29.038209915,2020-01-25,3,156
111.6876297,29.038209915,2020-02-02,3,156
111.6876297,29.038209915,2020-02-03,3,156
111.6876297,29.038209915,2020-01-26,4,156
111.6876297,29.038209915,2020-02-23,2,156
111.6876297,29.038209915,2020-02-21,1,156
111.6876297,29.038209915,2020-02-11,1,156
111.6876297,29.038209915,2020-01-30,4,156
111.6876297,29.038209915,2020-02-10,6,156
111.6876297,29.038209915,2020-02-04,5,156
111.6876297,29.038209915,2020-02-12,2,156
111.6876297,29.038209915,2020-02-06,6,156
111.6876297,29.038209915,2020-02-14,1,156
111.6876297,29.038209915,2020-01-27,5,156
111.6876297,29.038209915,2020-02-13,2,156
111.6876297,29.038209915,2020-02-07,2,156
111.6876297,29.038209915,2020-02-08,2,156
111.6876297,29.038209915,2020-01-28,7,156
111.6876297,29.038209915,2020-01-29,7,156
111.6876297,29.038209915,2020-02-16,1,156
111.7063,27.63327,2020-02-01,55,378
111.7063,27.63327,2020-01-30,3,378
111.7296,25.77932,2020-01-24,4,107
111.7296,25.77932,2020-02-06,6,107
111.7296,25.77932,2020-02-05,2,107
111.7296,25.77932,2020-02-02,4,107
111.7296,25.77932,2020-02-04,4,107
111.7296,25.77932,2020-02-01,4,107
111.7296,25.77932,2020-01-31,2,107
111.7296,25.77932,2020-01-27,3,107
111.7296,25.77932,2020-01-29,7,107
111.7296,25.77932,2020-02-07,2,107
111.7726,22.03769,2020-01-29,1,100
111.7726,22.03769,2020-01-26,5,100
111.7726,22.03769,2020-02-05,1,100
111.7726,22.03769,2020-01-24,3,100
111.7726,22.03769,2020-02-03,2,100
111.7726,22.03769,2020-01-28,1,100
111.8479,40.95981,2020-02-04,2,337
111.8479,40.95981,2020-01-28,2,337
111.8479,40.95981,2020-02-03,2,337
111.9083,40.76903,2020-02-03,1,492
111.9083,40.76903,2020-02-04,1,492
111.9523,28.57683,2020-02-01,3,197
111.9523,28.57683,2020-02-03,5,197
111.9523,28.57683,2020-01-29,7,197
111.9523,28.57683,2020-02-08,2,197
111.9523,28.57683,2020-02-07,1,197
111.9523,28.57683,2020-01-27,6,197
111.9523,28.57683,2020-02-04,5,197
111.9523,28.57683,2020-02-05,1,197
111.9523,28.57683,2020-01-31,4,197
111.9523,28.57683,2020-02-06,2,197
111.9523,28.57683,2020-01-26,4,197
111.9823,43.67392,2020-02-04,1,500
111.9823,43.67392,2020-02-03,1,500
112.0323,34.2936,2020-02-05,4,43
112.0323,34.2936,2020-01-30,1,43
112.0323,34.2936,2020-02-06,3,43
112.0323,34.2936,2020-02-14,1,43
112.0323,34.2936,2020-02-04,5,43
112.0323,34.2936,2020-01-22,1,43
112.0323,34.2936,2020-01-27,1,43
112.0323,34.2936,2020-02-07,1,43
112.0444,32.68081,2020-02-02,1,444
112.200210571,31.0302162170001,2020-02-24,2,38
112.200210571,31.0302162170001,2020-02-04,55,38
112.200210571,31.0302162170001,2020-02-22,2,38
112.200210571,31.0302162170001,2020-02-27,1,38
112.200210571,31.0302162170001,2020-02-17,6,38
112.200210571,31.0302162170001,2020-01-28,24,38
112.200210571,31.0302162170001,2020-02-03,16,38
112.200210571,31.0302162170001,2020-01-30,49,38
112.200210571,31.0302162170001,2020-02-06,86,38
112.200210571,31.0302162170001,2020-02-26,2,38
112.200210571,31.0302162170001,2020-02-15,1,38
112.200210571,31.0302162170001,2020-01-26,17,38
112.200210571,31.0302162170001,2020-02-05,22,38
112.200210571,31.0302162170001,2020-03-02,2,38
112.200210571,31.0302162170001,2020-01-22,1,38
112.200210571,31.0302162170001,2020-02-21,6,38
112.200210571,31.0302162170001,2020-02-20,5,38
112.200210571,31.0302162170001,2020-01-24,7,38
112.200210571,31.0302162170001,2020-01-29,28,38
112.200210571,31.0302162170001,2020-02-19,1,38
112.200210571,31.0302162170001,2020-03-01,1,38
112.200210571,31.0302162170001,2020-02-07,45,38
112.200210571,31.0302162170001,2020-02-08,35,38
112.200210571,31.0302162170001,2020-02-16,7,38
112.200210571,31.0302162170001,2020-02-28,1,38
112.200210571,31.0302162170001,2020-01-31,36,38
112.200210571,31.0302162170001,2020-02-01,24,38
112.200210571,31.0302162170001,2020-02-13,231,38
112.200210571,31.0302162170001,2020-02-23,4,38
112.200210571,31.0302162170001,2020-02-12,40,38
112.200210571,31.0302162170001,2020-02-11,15,38
112.200210571,31.0302162170001,2020-02-09,75,38
112.200210571,31.0302162170001,2020-01-25,13,38
112.200210571,31.0302162170001,2020-02-02,78,38
112.200210571,31.0302162170001,2020-01-27,52,38
112.2026,23.54164,2020-01-23,1,55
112.2026,23.54164,2020-01-29,1,55
112.2026,23.54164,2020-01-26,3,55
112.2026,23.54164,2020-02-05,2,55
112.2026,23.54164,2020-02-13,1,55
112.2026,23.54164,2020-02-17,1,55
112.2026,23.54164,2020-02-04,1,55
112.2026,23.54164,2020-02-06,2,55
112.2026,23.54164,2020-02-03,6,55
112.2527,37.14121,2020-02-02,2,466
112.2527,37.14121,2020-02-03,4,466
112.2527,37.14121,2020-02-06,1,466
112.2527,37.14121,2020-02-05,5,466
112.2833,33.04534,2020-02-07,10,169
112.2833,33.04534,2020-02-16,3,169
112.2833,33.04534,2020-02-08,5,169
112.2833,33.04534,2020-02-05,4,169
112.2833,33.04534,2020-01-29,25,169
112.2833,33.04534,2020-02-02,7,169
112.2833,33.04534,2020-02-03,15,169
112.2833,33.04534,2020-02-17,1,169
112.2833,33.04534,2020-02-14,4,169
112.2833,33.04534,2020-02-06,7,169
112.2833,33.04534,2020-01-27,11,169
112.2833,33.04534,2020-01-25,15,169
112.2833,33.04534,2020-02-04,8,169
112.2833,33.04534,2020-02-15,1,169
112.2833,33.04534,2020-01-30,10,169
112.3012,37.62392,2020-02-01,8,408
112.3012,37.62392,2020-02-08,12,408
112.3012,37.62392,2020-01-31,12,408
112.3157,37.96001,2020-01-27,1,47
112.3157,37.96001,2020-01-25,1,47
112.3157,37.96001,2020-01-22,1,47
112.3487,35.42084,2020-02-02,1,459
112.3645,35.74579,2020-02-02,1,464
112.3645,35.74579,2020-02-03,1,464
112.3645,35.74579,2020-02-06,1,464
112.3904,37.86721,2020-02-06,2,580
112.3926,35.09991,2020-02-05,1,458
112.3926,35.09991,2020-02-02,2,458
112.3926,35.09991,2020-02-06,1,458
112.3926,35.09991,2020-02-16,1,458
112.4382,41.7009,2020-02-05,3,569
112.5737,26.79602,2020-02-16,1,192
112.5737,26.79602,2020-02-02,2,192
112.5737,26.79602,2020-01-29,13,192
112.5737,26.79602,2020-02-03,3,192
112.5737,26.79602,2020-02-13,1,192
112.5737,26.79602,2020-01-31,1,192
112.5737,26.79602,2020-02-01,4,192
112.5737,26.79602,2020-02-05,4,192
112.5737,26.79602,2020-02-14,1,192
112.5737,26.79602,2020-02-08,2,192
112.5737,26.79602,2020-01-27,4,192
112.5737,26.79602,2020-01-26,3,192
112.5737,26.79602,2020-02-04,4,192
112.6022,27.73204,2020-01-31,3,113
112.6022,27.73204,2020-01-26,2,113
112.6022,27.73204,2020-02-03,2,113
112.6022,27.73204,2020-02-02,3,113
112.6022,27.73204,2020-01-24,1,113
112.6022,27.73204,2020-02-01,3,113
112.6022,27.73204,2020-02-04,2,113
112.6022,27.73204,2020-01-29,3,113
112.6022,27.73204,2020-01-27,3,113
112.6022,27.73204,2020-02-05,1,113
112.6022,27.73204,2020-02-06,1,113
112.6022,27.73204,2020-02-07,3,113
112.6022,27.73204,2020-02-13,2,113
112.6022,27.73204,2020-02-14,1,113
112.6405,39.61984,2020-01-26,2,248
112.6714,22.28417,2020-02-05,2,348
112.6714,22.28417,2020-02-07,3,348
112.6714,22.28417,2020-01-29,1,348
112.6714,22.28417,2020-02-06,2,348
112.6714,22.28417,2020-02-08,4,348
112.6714,22.28417,2020-01-31,2,348
112.6714,22.28417,2020-02-15,1,348
112.6714,22.28417,2020-02-04,1,348
112.6714,22.28417,2020-02-03,2,348
112.6714,22.28417,2020-02-02,1,348
112.7069,35.61116,2020-02-18,1,616
112.7377,36.33671,2020-02-05,1,561
112.8001,34.15829,2020-02-02,1,447
112.8594,35.46545,2020-02-02,1,460
112.8749,24.31602,2020-01-27,2,104
112.8749,24.31602,2020-02-04,2,104
112.8749,24.31602,2020-01-28,1,104
112.8749,24.31602,2020-01-26,2,104
112.8749,24.31602,2020-02-03,3,104
112.8749,24.31602,2020-01-24,1,104
112.9151,36.47742,2020-01-25,1,176
112.9444,23.0131,2020-01-27,4,27
112.9444,23.0131,2020-01-24,5,27
112.9444,23.0131,2020-01-26,8,27
112.9444,23.0131,2020-02-13,1,27
112.9444,23.0131,2020-02-05,1,27
112.9444,23.0131,2020-02-04,3,27
112.9444,23.0131,2020-02-06,14,27
112.9444,23.0131,2020-02-08,9,27
112.9444,23.0131,2020-01-22,1,27
112.9444,23.0131,2020-02-14,2,27
112.9444,23.0131,2020-01-29,3,27
112.9444,23.0131,2020-02-07,3,27
112.9444,23.0131,2020-02-01,1,27
112.9444,23.0131,2020-02-03,5,27
112.9444,23.0131,2020-01-31,6,27
112.9444,23.0131,2020-02-02,4,27
112.962,37.32883,2020-01-26,2,242
112.962,37.32883,2020-01-28,4,242
112.962,37.32883,2020-01-27,3,242
113.0108,33.79686,2020-01-27,3,230
113.0108,33.79686,2020-02-14,1,230
113.0108,33.79686,2020-02-08,2,230
113.0108,33.79686,2020-02-02,4,230
113.0108,33.79686,2020-02-05,7,230
113.0108,33.79686,2020-02-06,5,230
113.0108,33.79686,2020-01-30,2,230
113.0108,33.79686,2020-01-29,3,230
113.0108,33.79686,2020-02-03,9,230
113.0108,33.79686,2020-02-07,2,230
113.0108,33.79686,2020-01-26,2,230
113.0108,33.79686,2020-02-04,6,230
113.0816,36.2784,2020-02-05,1,560
113.1163,29.37227,2020-02-07,2,584
113.1311,35.11887,2020-02-08,4,302
113.1311,35.11887,2020-02-02,1,302
113.1311,35.11887,2020-02-16,2,302
113.1311,35.11887,2020-02-05,1,302
113.1311,35.11887,2020-02-04,3,302
113.1311,35.11887,2020-02-06,1,302
113.1311,35.11887,2020-01-27,2,302
113.1311,35.11887,2020-02-07,2,302
113.1311,35.11887,2020-02-14,1,302
113.1376,25.81815,2020-01-24,1,108
113.1376,25.81815,2020-01-31,1,108
113.1376,25.81815,2020-02-03,1,108
113.1376,25.81815,2020-02-07,2,108
113.1376,25.81815,2020-02-05,1,108
113.1376,25.81815,2020-02-08,1,108
113.1376,25.81815,2020-02-02,3,108
113.1376,25.81815,2020-01-26,2,108
113.1376,25.81815,2020-02-06,4,108
113.1376,25.81815,2020-01-27,4,108
113.1376,25.81815,2020-02-04,2,108
113.1376,25.81815,2020-02-13,1,108
113.1376,25.81815,2020-02-01,5,108
113.1532,28.22759,2020-02-08,9,11
113.1532,28.22759,2020-02-07,6,11
113.1532,28.22759,2020-02-06,11,11
113.1532,28.22759,2020-02-03,23,11
113.1532,28.22759,2020-02-05,15,11
113.1532,28.22759,2020-02-01,26,11
113.1532,28.22759,2020-02-19,1,11
113.1532,28.22759,2020-01-27,6,11
113.1532,28.22759,2020-01-24,7,11
113.1532,28.22759,2020-02-14,3,11
113.1532,28.22759,2020-01-31,18,11
113.1532,28.22759,2020-02-13,10,11
113.1532,28.22759,2020-01-25,10,11
113.1532,28.22759,2020-01-21,1,11
113.1532,28.22759,2020-02-04,16,11
113.1532,28.22759,2020-02-02,13,11
113.1532,28.22759,2020-01-29,33,11
113.254,29.0682,2020-02-15,1,119
113.254,29.0682,2020-01-31,8,119
113.254,29.0682,2020-02-03,13,119
113.254,29.0682,2020-01-24,3,119
113.254,29.0682,2020-01-25,3,119
113.254,29.0682,2020-02-06,14,119
113.254,29.0682,2020-02-14,4,119
113.254,29.0682,2020-02-08,4,119
113.254,29.0682,2020-02-13,1,119
113.254,29.0682,2020-02-05,4,119
113.254,29.0682,2020-01-27,11,119
113.254,29.0682,2020-02-17,1,119
