"longitude","latitude","date","cases","Org.ID"
113.254,29.0682,2020-02-04,6,119
113.254,29.0682,2020-02-01,8,119
113.254,29.0682,2020-02-19,1,119
113.254,29.0682,2020-02-02,20,119
113.254,29.0682,2020-01-29,12,119
113.254,29.0682,2020-02-07,4,119
113.2818,40.0828,2020-02-02,1,470
113.2994,29.52133,2020-02-07,1,586
113.3478,38.22273,2020-02-05,1,564
113.3478,38.22273,2020-02-06,1,564
113.361,22.16925,2020-01-29,6,3
113.361,22.16925,2020-02-13,2,3
113.361,22.16925,2020-01-26,4,3
113.361,22.16925,2020-01-31,12,3
113.361,22.16925,2020-02-07,9,3
113.361,22.16925,2020-01-21,1,3
113.361,22.16925,2020-02-16,1,3
113.361,22.16925,2020-01-24,4,3
113.361,22.16925,2020-02-05,4,3
113.361,22.16925,2020-02-08,2,3
113.361,22.16925,2020-02-14,4,3
113.361,22.16925,2020-02-02,10,3
113.361,22.16925,2020-02-03,17,3
113.361,22.16925,2020-02-15,1,3
113.361,22.16925,2020-02-17,1,3
113.361,22.16925,2020-02-04,5,3
113.361,22.16925,2020-01-20,3,3
113.3859,22.52105,2020-01-24,1,53
113.3859,22.52105,2020-02-08,5,53
113.3859,22.52105,2020-01-27,2,53
113.3859,22.52105,2020-02-16,1,53
113.3859,22.52105,2020-02-04,4,53
113.3859,22.52105,2020-02-06,2,53
113.3859,22.52105,2020-01-26,2,53
113.3859,22.52105,2020-02-02,5,53
113.3859,22.52105,2020-02-14,1,53
113.3859,22.52105,2020-02-03,6,53
113.3859,22.52105,2020-02-05,9,53
113.3859,22.52105,2020-01-23,1,53
113.3859,22.52105,2020-01-29,7,53
113.4305,23.35183,2020-02-01,83,369
113.4305,23.35183,2020-01-30,37,369
113.468,34.62931,2020-01-26,7,16
113.468,34.62931,2020-02-08,6,16
113.468,34.62931,2020-01-21,1,16
113.468,34.62931,2020-02-15,4,16
113.468,34.62931,2020-02-07,8,16
113.468,34.62931,2020-02-17,3,16
113.468,34.62931,2020-02-02,7,16
113.468,34.62931,2020-02-06,10,16
113.468,34.62931,2020-01-25,8,16
113.468,34.62931,2020-02-04,7,16
113.468,34.62931,2020-01-22,2,16
113.468,34.62931,2020-01-27,17,16
113.468,34.62931,2020-02-05,10,16
113.468,34.62931,2020-02-14,2,16
113.468,34.62931,2020-01-23,1,16
113.468,34.62931,2020-01-30,4,16
113.468,34.62931,2020-01-29,9,16
113.468,34.62931,2020-02-03,13,16
113.468,34.62931,2020-02-16,3,16
113.4968,38.06465,2020-01-26,1,245
113.5115,29.49117,2020-02-07,1,585
113.5158,27.12398,2020-02-01,3,111
113.5158,27.12398,2020-02-04,4,111
113.5158,27.12398,2020-02-06,5,111
113.5158,27.12398,2020-01-26,2,111
113.5158,27.12398,2020-02-07,2,111
113.5158,27.12398,2020-02-08,10,111
113.5158,27.12398,2020-02-02,1,111
113.5158,27.12398,2020-01-29,11,111
113.5158,27.12398,2020-02-03,8,111
113.5158,27.12398,2020-01-31,3,111
113.5158,27.12398,2020-01-27,4,111
113.5158,27.12398,2020-02-13,2,111
113.5158,27.12398,2020-02-14,1,111
113.5158,27.12398,2020-02-05,3,111
113.5158,27.12398,2020-01-24,1,111
113.5364,23.34983,2020-02-14,7,54
113.5364,23.34983,2020-01-25,10,54
113.5364,23.34983,2020-02-05,18,54
113.5364,23.34983,2020-02-15,3,54
113.5364,23.34983,2020-02-16,1,54
113.5364,23.34983,2020-01-31,31,54
113.5364,23.34983,2020-02-01,13,54
113.5364,23.34983,2020-01-27,12,54
113.5364,23.34983,2020-01-29,12,54
113.5364,23.34983,2020-02-13,1,54
113.5364,23.34983,2020-02-04,21,54
113.5364,23.34983,2020-02-06,44,54
113.5364,23.34983,2020-01-23,5,54
113.5364,23.34983,2020-02-07,14,54
113.5364,23.34983,2020-02-03,38,54
113.5364,23.34983,2020-01-26,22,54
113.5364,23.34983,2020-02-08,9,54
113.5364,23.34983,2020-02-02,14,54
113.5364,23.34983,2020-01-24,2,54
113.55,22.166667,2020-01-21,1,6
113.55,22.166667,2020-01-23,1,6
113.5611,22.15891,2020-01-27,1,183
113.5611,22.15891,2020-02-04,2,183
113.5611,22.15891,2020-01-26,4,183
113.5611,22.15891,2020-02-02,1,183
113.5622,37.84235,2020-02-02,1,468
113.6136,33.90335,2020-02-01,70,419
113.6136,33.90335,2020-02-06,1,419
113.7089,34.07273,2020-02-06,1,295
113.7089,34.07273,2020-02-08,1,295
113.7089,34.07273,2020-01-29,1,295
113.7089,34.07273,2020-02-05,2,295
113.7089,34.07273,2020-02-15,1,295
113.7089,34.07273,2020-02-03,4,295
113.7089,34.07273,2020-02-04,5,295
113.7089,34.07273,2020-02-07,2,295
113.7089,34.07273,2020-02-02,2,295
113.7089,34.07273,2020-01-27,2,295
113.7089,34.07273,2020-01-30,5,295
113.7186,39.9064,2020-01-25,1,179
113.7186,39.9064,2020-01-28,1,179
113.7186,39.9064,2020-01-26,1,179
113.7218,27.50699,2020-01-21,1,8
113.7723,24.82198,2020-01-23,2,57
113.7723,24.82198,2020-01-24,1,57
113.7723,24.82198,2020-02-14,2,57
113.7723,24.82198,2020-02-03,1,57
113.7723,24.82198,2020-01-26,1,57
113.8738,22.93336,2020-02-04,7,184
113.8738,22.93336,2020-02-02,4,184
113.8738,22.93336,2020-01-31,5,184
113.8738,22.93336,2020-02-17,2,184
113.8738,22.93336,2020-01-28,5,184
113.8738,22.93336,2020-02-15,8,184
113.8738,22.93336,2020-02-13,3,184
113.8738,22.93336,2020-02-07,3,184
113.8738,22.93336,2020-02-14,8,184
113.8738,22.93336,2020-02-19,1,184
113.8738,22.93336,2020-02-05,3,184
113.8738,22.93336,2020-02-03,6,184
113.8738,22.93336,2020-02-08,2,184
113.8738,22.93336,2020-01-26,2,184
113.8738,22.93336,2020-02-06,6,184
113.8999,33.65542,2020-02-05,2,228
113.8999,33.65542,2020-02-14,1,228
113.8999,33.65542,2020-01-30,2,228
113.8999,33.65542,2020-02-02,4,228
113.8999,33.65542,2020-02-07,3,228
113.8999,33.65542,2020-01-27,6,228
113.8999,33.65542,2020-02-03,8,228
113.8999,33.65542,2020-01-29,2,228
113.8999,33.65542,2020-02-04,1,228
113.8999,33.65542,2020-01-26,3,228
113.8999,33.65542,2020-02-08,1,228
113.9029,27.51356,2020-02-14,1,194
113.9029,27.51356,2020-02-03,2,194
113.9029,27.51356,2020-01-26,1,194
113.9029,27.51356,2020-02-16,1,194
113.9029,27.51356,2020-02-02,3,194
113.9029,27.51356,2020-02-13,2,194
113.9029,27.51356,2020-01-31,7,194
113.9029,27.51356,2020-02-05,1,194
113.9029,27.51356,2020-02-06,1,194
113.9029,27.51356,2020-02-04,2,194
113.9029,27.51356,2020-01-29,6,194
113.911331177,30.9284553530001,2020-01-30,125,129
113.911331177,30.9284553530001,2020-02-28,1,129
113.911331177,30.9284553530001,2020-02-17,78,129
113.911331177,30.9284553530001,2020-02-25,17,129
113.911331177,30.9284553530001,2020-02-06,424,129
113.911331177,30.9284553530001,2020-02-14,135,129
113.911331177,30.9284553530001,2020-02-19,24,129
113.911331177,30.9284553530001,2020-02-20,66,129
113.911331177,30.9284553530001,2020-01-28,73,129
113.911331177,30.9284553530001,2020-02-12,109,129
113.911331177,30.9284553530001,2020-02-04,202,129
113.911331177,30.9284553530001,2020-01-25,4,129
113.911331177,30.9284553530001,2020-02-18,41,129
113.911331177,30.9284553530001,2020-01-31,142,129
113.911331177,30.9284553530001,2020-02-24,22,129
113.911331177,30.9284553530001,2020-01-29,101,129
113.911331177,30.9284553530001,2020-02-26,19,129
113.911331177,30.9284553530001,2020-02-11,101,129
113.911331177,30.9284553530001,2020-01-26,29,129
113.911331177,30.9284553530001,2020-01-27,45,129
113.911331177,30.9284553530001,2020-02-09,123,129
113.911331177,30.9284553530001,2020-02-03,169,129
113.911331177,30.9284553530001,2020-02-13,123,129
113.911331177,30.9284553530001,2020-02-15,105,129
113.911331177,30.9284553530001,2020-01-24,22,129
113.911331177,30.9284553530001,2020-02-02,121,129
113.911331177,30.9284553530001,2020-02-29,1,129
113.911331177,30.9284553530001,2020-02-05,342,129
113.911331177,30.9284553530001,2020-02-08,172,129
113.911331177,30.9284553530001,2020-02-01,87,129
113.911331177,30.9284553530001,2020-02-07,255,129
113.911331177,30.9284553530001,2020-02-21,17,129
113.911331177,30.9284553530001,2020-02-10,105,129
113.911331177,30.9284553530001,2020-02-22,2,129
113.911331177,30.9284553530001,2020-02-16,87,129
113.911331177,30.9284553530001,2020-02-27,15,129
113.911331177,30.9284553530001,2020-02-23,14,129
114.063312,22.3445126,2020-02-12,1,602
114.084,35.26547,2020-01-26,24,82
114.084,35.26547,2020-01-23,1,82
114.084,35.26547,2020-02-02,4,82
114.084,35.26547,2020-02-03,6,82
114.084,35.26547,2020-01-30,11,82
114.084,35.26547,2020-02-15,1,82
114.084,35.26547,2020-01-27,10,82
114.084,35.26547,2020-02-05,1,82
114.084,35.26547,2020-02-04,6,82
114.084,35.26547,2020-02-08,1,82
114.084,35.26547,2020-01-29,24,82
114.084,35.26547,2020-02-16,1,82
114.084,35.26547,2020-02-07,2,82
114.122,22.407,2020-02-01,1,413
114.1291,22.65389,2020-02-05,25,2
114.1291,22.65389,2020-02-17,1,2
114.1291,22.65389,2020-01-31,60,2
114.1291,22.65389,2020-02-16,1,2
114.1291,22.65389,2020-01-25,15,2
114.1291,22.65389,2020-02-03,62,2
114.1291,22.65389,2020-02-04,20,2
114.1291,22.65389,2020-01-26,5,2
114.1291,22.65389,2020-02-02,30,2
114.1291,22.65389,2020-02-15,8,2
114.1291,22.65389,2020-01-19,1,2
114.1291,22.65389,2020-02-14,6,2
114.1291,22.65389,2020-02-07,17,2
114.1291,22.65389,2020-01-29,23,2
114.1291,22.65389,2020-02-06,22,2
114.1291,22.65389,2020-01-28,8,2
114.1291,22.65389,2020-01-23,6,2
114.1291,22.65389,2020-02-08,16,2
114.1291,22.65389,2020-02-13,9,2
114.1291,22.65389,2020-01-27,13,2
114.1291,22.65389,2020-01-21,9,2
114.1324,22.38074,2020-01-22,1,26
114.1324,22.38074,2020-01-31,2,26
114.1324,22.38074,2020-02-05,3,26
114.1324,22.38074,2020-02-03,1,26
114.1324,22.38074,2020-01-26,3,26
114.1324,22.38074,2020-02-13,1,26
114.1324,22.38074,2020-02-06,3,26
114.1324,22.38074,2020-02-14,1,26
114.1324,22.38074,2020-01-25,3,26
114.1324,22.38074,2020-02-27,2,26
114.1324,22.38074,2020-02-24,5,26
114.1324,22.38074,2020-02-07,1,26
114.1324,22.38074,2020-02-25,1,26
114.1324,22.38074,2020-01-28,2,26
114.1324,22.38074,2020-02-01,1,26
114.133808,22.3650193,2020-02-14,1,611
114.1498,41.97032,2020-02-04,1,494
114.1498,41.97032,2020-02-03,2,494
114.1505,32.92419,2020-01-30,5,223
114.1505,32.92419,2020-02-08,3,223
114.1505,32.92419,2020-02-07,7,223
114.1505,32.92419,2020-02-14,1,223
114.1505,32.92419,2020-02-04,10,223
114.1505,32.92419,2020-02-06,8,223
114.1505,32.92419,2020-01-27,3,223
114.1505,32.92419,2020-01-29,15,223
114.1505,32.92419,2020-02-02,12,223
114.1505,32.92419,2020-02-03,14,223
114.1505,32.92419,2020-02-05,15,223
114.1505,32.92419,2020-01-26,7,223
114.1505,32.92419,2020-02-17,1,223
114.164553,22.3888136,2020-02-04,1,513
114.165248,22.2773596,2020-02-13,1,603
114.18612,22.319751,2020-02-04,1,512
114.187061,22.3044127,2020-02-02,1,434
114.187767,22.319558,2020-02-04,1,511
114.188121,22.2826304,2020-02-22,1,618
114.206868,22.2859106,2020-02-13,1,604
114.206868,22.2859106,2020-02-16,1,604
114.207664,22.2333433,2020-02-14,1,610
114.225,22.315,2020-02-03,1,476
114.234404,22.307989,2020-02-04,1,510
114.268737793,29.8943271640001,2020-02-18,7,208
114.268737793,29.8943271640001,2020-01-28,27,208
114.268737793,29.8943271640001,2020-02-13,9,208
114.268737793,29.8943271640001,2020-01-27,21,208
114.268737793,29.8943271640001,2020-02-05,36,208
114.268737793,29.8943271640001,2020-02-04,52,208
114.268737793,29.8943271640001,2020-02-16,12,208
114.268737793,29.8943271640001,2020-02-06,15,208
114.268737793,29.8943271640001,2020-01-29,21,208
114.268737793,29.8943271640001,2020-01-31,36,208
114.268737793,29.8943271640001,2020-01-30,18,208
114.268737793,29.8943271640001,2020-02-12,10,208
114.268737793,29.8943271640001,2020-02-02,40,208
114.268737793,29.8943271640001,2020-02-15,108,208
114.268737793,29.8943271640001,2020-02-11,8,208
114.268737793,29.8943271640001,2020-02-01,40,208
114.268737793,29.8943271640001,2020-02-17,9,208
114.268737793,29.8943271640001,2020-02-03,50,208
114.268737793,29.8943271640001,2020-02-14,198,208
114.268737793,29.8943271640001,2020-02-20,2,208
114.268737793,29.8943271640001,2020-02-08,33,208
114.268737793,29.8943271640001,2020-02-07,44,208
114.268737793,29.8943271640001,2020-01-26,43,208
114.268737793,29.8943271640001,2020-02-10,14,208
114.268737793,29.8943271640001,2020-02-22,2,208
114.268737793,29.8943271640001,2020-02-09,17,208
114.291938782,30.5675144200001,2020-01-11,41,1
114.291938782,30.5675144200001,2020-01-18,4,1
114.291938782,30.5675144200001,2020-01-24,70,1
114.291938782,30.5675144200001,2020-01-19,17,1
114.291938782,30.5675144200001,2020-02-21,539,1
114.291938782,30.5675144200001,2020-01-20,136,1
114.291938782,30.5675144200001,2020-02-11,1552,1
114.291938782,30.5675144200001,2020-02-29,420,1
114.291938782,30.5675144200001,2020-01-27,80,1
114.291938782,30.5675144200001,2020-02-03,1033,1
114.291938782,30.5675144200001,2020-02-15,1923,1
114.291938782,30.5675144200001,2020-02-02,894,1
114.291938782,30.5675144200001,2020-01-28,892,1
114.291938782,30.5675144200001,2020-02-09,1379,1
114.291938782,30.5675144200001,2020-02-28,313,1
114.291938782,30.5675144200001,2020-01-30,356,1
114.291938782,30.5675144200001,2020-02-13,13436,1
114.291938782,30.5675144200001,2020-01-21,60,1
114.291938782,30.5675144200001,2020-02-16,1548,1
114.291938782,30.5675144200001,2020-02-20,615,1
114.291938782,30.5675144200001,2020-01-26,46,1
114.291938782,30.5675144200001,2020-02-12,1104,1
114.291938782,30.5675144200001,2020-02-23,573,1
114.291938782,30.5675144200001,2020-02-14,2997,1
114.291938782,30.5675144200001,2020-03-01,565,1
114.291938782,30.5675144200001,2020-02-25,464,1
114.291938782,30.5675144200001,2020-02-04,1242,1
114.291938782,30.5675144200001,2020-03-02,193,1
114.291938782,30.5675144200001,2020-02-19,1660,1
114.291938782,30.5675144200001,2020-02-22,315,1
114.291938782,30.5675144200001,2020-02-24,153,1
114.291938782,30.5675144200001,2020-02-17,1690,1
114.291938782,30.5675144200001,2020-02-26,370,1
114.291938782,30.5675144200001,2020-01-31,378,1
114.291938782,30.5675144200001,2020-02-08,1985,1
114.291938782,30.5675144200001,2020-02-05,1967,1
114.291938782,30.5675144200001,2020-02-18,1600,1
114.291938782,30.5675144200001,2020-02-07,1501,1
114.291938782,30.5675144200001,2020-02-27,383,1
114.291938782,30.5675144200001,2020-01-22,167,1
114.291938782,30.5675144200001,2020-02-06,1766,1
114.291938782,30.5675144200001,2020-01-25,77,1
114.291938782,30.5675144200001,2020-01-29,315,1
114.291938782,30.5675144200001,2020-02-10,1920,1
114.291938782,30.5675144200001,2020-02-01,576,1
114.3093,35.72307,2020-01-29,1,305
114.3093,35.72307,2020-02-06,1,305
114.3093,35.72307,2020-02-07,2,305
114.3093,35.72307,2020-02-03,2,305
114.3093,35.72307,2020-01-27,2,305
114.3093,35.72307,2020-02-08,4,305
114.3278,44.48038,2020-02-03,3,506
114.3525,35.87894,2020-02-03,4,235
114.3525,35.87894,2020-01-29,5,235
114.3525,35.87894,2020-02-14,1,235
114.3525,35.87894,2020-01-27,8,235
114.3525,35.87894,2020-02-05,2,235
114.3525,35.87894,2020-02-04,2,235
114.3525,35.87894,2020-02-07,3,235
114.3525,35.87894,2020-02-06,3,235
114.3525,35.87894,2020-02-02,4,235
114.3525,35.87894,2020-01-30,4,235
114.3525,35.87894,2020-01-26,3,235
114.3525,35.87894,2020-02-17,1,235
114.3525,35.87894,2020-02-08,1,235
114.4384,38.13361,2020-02-05,3,87
114.4384,38.13361,2020-02-02,3,87
114.4384,38.13361,2020-01-29,2,87
114.4384,38.13361,2020-02-03,5,87
114.4384,38.13361,2020-01-23,1,87
114.4384,38.13361,2020-02-01,1,87
114.4384,38.13361,2020-01-25,4,87
114.4384,38.13361,2020-01-27,4,87
114.4384,38.13361,2020-01-31,1,87
114.4983,23.24435,2020-02-02,5,102
114.4983,23.24435,2020-02-08,12,102
114.4983,23.24435,2020-01-24,4,102
114.4983,23.24435,2020-02-17,1,102
114.4983,23.24435,2020-01-27,3,102
114.4983,23.24435,2020-02-05,4,102
114.4983,23.24435,2020-02-06,4,102
114.4983,23.24435,2020-02-14,2,102
114.4983,23.24435,2020-01-26,4,102
114.4983,23.24435,2020-01-31,3,102
114.4983,23.24435,2020-01-29,1,102
114.4983,23.24435,2020-02-04,2,102
114.4983,23.24435,2020-02-03,1,102
114.4983,23.24435,2020-02-07,2,102
114.4983,23.24435,2020-02-13,1,102
114.5375,34.6068,2020-01-27,2,298
114.5375,34.6068,2020-02-03,1,298
114.5375,34.6068,2020-02-15,1,298
114.5375,34.6068,2020-02-04,5,298
114.5375,34.6068,2020-02-08,3,298
114.5375,34.6068,2020-02-05,1,298
114.5375,34.6068,2020-02-07,1,298
114.5375,34.6068,2020-02-06,2,298
114.5375,34.6068,2020-01-29,1,298
114.5375,34.6068,2020-01-30,2,298
114.5421,36.55381,2020-01-29,2,239
114.5421,36.55381,2020-01-27,2,239
114.5421,36.55381,2020-02-03,3,239
114.5421,36.55381,2020-01-30,1,239
114.5421,36.55381,2020-01-26,2,239
114.5421,36.55381,2020-02-01,1,239
114.5421,36.55381,2020-02-06,4,239
114.5421,36.55381,2020-02-05,4,239
114.5421,36.55381,2020-01-31,3,239
114.5421,36.55381,2020-02-08,1,239
114.6612,35.46624,2020-01-29,1,362
114.7549,35.21723,2020-01-29,1,361
114.7549,35.21723,2020-01-30,1,361
114.7549,35.21723,2020-02-05,1,361
114.8155,37.21327,2020-02-05,3,309
114.8155,37.21327,2020-02-02,4,309
114.8155,37.21327,2020-01-27,2,309
114.8155,37.21327,2020-01-30,2,309
114.8155,37.21327,2020-01-29,3,309
114.8155,37.21327,2020-02-13,1,309
114.8155,37.21327,2020-02-03,2,309
114.8155,37.21327,2020-01-31,3,309
114.8248,26.97535,2020-01-29,4,110
114.8248,26.97535,2020-01-24,1,110
114.8248,26.97535,2020-02-15,1,110
114.8248,26.97535,2020-02-07,1,110
114.8248,26.97535,2020-02-03,2,110
114.8248,26.97535,2020-02-02,1,110
114.8248,26.97535,2020-01-26,2,110
114.8248,26.97535,2020-02-17,1,110
114.8248,26.97535,2020-02-06,1,110
114.8248,26.97535,2020-01-28,1,110
114.8248,26.97535,2020-01-31,4,110
114.8515,27.84546,2020-01-31,15,115
114.8515,27.84546,2020-02-04,10,115
114.8515,27.84546,2020-02-02,7,115
114.8515,27.84546,2020-02-08,5,115
114.8515,27.84546,2020-01-26,2,115
114.8515,27.84546,2020-01-28,8,115
114.8515,27.84546,2020-02-03,9,115
114.8515,27.84546,2020-01-29,17,115
114.8515,27.84546,2020-02-14,3,115
114.8515,27.84546,2020-02-05,9,115
114.8515,27.84546,2020-02-13,3,115
114.8515,27.84546,2020-01-24,1,115
114.8515,27.84546,2020-02-06,9,115
114.8515,27.84546,2020-02-19,1,115
114.8515,27.84546,2020-02-07,8,115
114.8515,27.84546,2020-02-15,2,115
114.8773,33.72386,2020-01-27,10,78
114.8773,33.72386,2020-02-16,4,78
114.8773,33.72386,2020-01-26,4,78
114.8773,33.72386,2020-02-15,1,78
114.8773,33.72386,2020-02-03,5,78
114.8773,33.72386,2020-01-30,11,78
114.8773,33.72386,2020-02-02,6,78
114.8773,33.72386,2020-02-07,2,78
114.8773,33.72386,2020-01-23,1,78
114.8773,33.72386,2020-02-04,4,78
114.8773,33.72386,2020-02-14,1,78
114.8773,33.72386,2020-02-05,3,78
114.8773,33.72386,2020-02-17,1,78
114.8773,33.72386,2020-01-29,10,78
114.8773,33.72386,2020-02-06,1,78
114.881187439,30.4027671810001,2020-02-22,2,162
114.881187439,30.4027671810001,2020-02-04,26,162
114.881187439,30.4027671810001,2020-02-29,1,162
114.881187439,30.4027671810001,2020-02-16,38,162
114.881187439,30.4027671810001,2020-02-13,204,162
114.881187439,30.4027671810001,2020-01-29,27,162
114.881187439,30.4027671810001,2020-01-30,39,162
114.881187439,30.4027671810001,2020-01-25,1,162
114.881187439,30.4027671810001,2020-02-19,4,162
114.881187439,30.4027671810001,2020-02-26,2,162
114.881187439,30.4027671810001,2020-02-05,50,162
114.881187439,30.4027671810001,2020-02-20,25,162
114.881187439,30.4027671810001,2020-02-06,41,162
114.881187439,30.4027671810001,2020-02-08,98,162
114.881187439,30.4027671810001,2020-02-02,51,162
114.881187439,30.4027671810001,2020-01-28,37,162
114.881187439,30.4027671810001,2020-02-17,44,162
114.881187439,30.4027671810001,2020-02-24,4,162
114.881187439,30.4027671810001,2020-01-31,66,162
114.881187439,30.4027671810001,2020-02-11,65,162
114.881187439,30.4027671810001,2020-02-18,65,162
114.881187439,30.4027671810001,2020-02-21,5,162
114.881187439,30.4027671810001,2020-02-03,28,162
114.881187439,30.4027671810001,2020-03-01,1,162
114.881187439,30.4027671810001,2020-02-15,67,162
114.881187439,30.4027671810001,2020-02-14,60,162
114.881187439,30.4027671810001,2020-02-10,86,162
114.881187439,30.4027671810001,2020-02-07,48,162
114.881187439,30.4027671810001,2020-02-12,71,162
114.881187439,30.4027671810001,2020-01-27,19,162
114.881187439,30.4027671810001,2020-02-23,4,162
114.881187439,30.4027671810001,2020-02-25,2,162
114.881187439,30.4027671810001,2020-02-09,70,162
114.881187439,30.4027671810001,2020-02-01,38,162
114.881187439,30.4027671810001,2020-02-27,2,162
114.8834,32.08258,2020-02-04,26,443
114.8834,32.08258,2020-02-03,13,443
114.8834,32.08258,2020-02-02,11,443
114.8834,32.08258,2020-02-17,4,443
114.8834,32.08258,2020-02-16,1,443
114.8834,32.08258,2020-02-06,12,443
114.8834,32.08258,2020-02-08,13,443
114.8834,32.08258,2020-02-07,16,443
114.8834,32.08258,2020-02-05,24,443
114.8834,32.08258,2020-02-14,9,443
114.8834,32.08258,2020-02-15,9,443
114.9369,32.77976,2020-02-05,1,557
114.9579,24.04653,2020-02-07,1,327
114.9579,24.04653,2020-02-06,1,327
114.9579,24.04653,2020-01-28,1,327
114.9579,24.04653,2020-02-16,1,327
114.9732,28.30755,2020-02-04,3,116
114.9732,28.30755,2020-01-29,12,116
114.9732,28.30755,2020-01-28,8,116
114.9732,28.30755,2020-02-13,6,116
114.9732,28.30755,2020-02-08,7,116
114.9732,28.30755,2020-02-06,8,116
114.9732,28.30755,2020-02-07,5,116
114.9732,28.30755,2020-01-31,5,116
114.9732,28.30755,2020-02-14,1,116
114.9732,28.30755,2020-02-02,6,116
114.9732,28.30755,2020-02-15,2,116
114.9732,28.30755,2020-02-05,6,116
114.9732,28.30755,2020-02-03,9,116
114.9732,28.30755,2020-01-26,5,116
114.9732,28.30755,2020-02-16,2,116
114.9732,28.30755,2020-01-24,1,116
115.0351,40.87393,2020-01-31,2,364
115.0351,40.87393,2020-02-04,1,364
115.0351,40.87393,2020-02-01,1,364
115.0351,40.87393,2020-02-13,6,364
115.0351,40.87393,2020-01-29,6,364
115.0351,40.87393,2020-02-06,1,364
115.0351,40.87393,2020-02-05,1,364
115.074989319,30.213798523,2020-02-24,4,159
115.074989319,30.213798523,2020-01-27,5,159
115.074989319,30.213798523,2020-02-05,104,159
115.074989319,30.213798523,2020-02-01,41,159
115.074989319,30.213798523,2020-02-18,2,159
115.074989319,30.213798523,2020-02-03,82,159
115.074989319,30.213798523,2020-02-20,2,159
115.074989319,30.213798523,2020-02-13,37,159
115.074989319,30.213798523,2020-02-11,30,159
115.074989319,30.213798523,2020-02-25,3,159
115.074989319,30.213798523,2020-01-31,55,159
115.074989319,30.213798523,2020-02-04,71,159
115.074989319,30.213798523,2020-02-16,8,159
115.074989319,30.213798523,2020-02-26,3,159
115.074989319,30.213798523,2020-02-09,57,159
115.074989319,30.213798523,2020-02-02,43,159
115.074989319,30.213798523,2020-01-29,33,159
115.074989319,30.213798523,2020-03-01,1,159
115.074989319,30.213798523,2020-02-12,39,159
115.074989319,30.213798523,2020-01-30,27,159
115.074989319,30.213798523,2020-02-07,69,159
115.074989319,30.213798523,2020-01-28,17,159
115.074989319,30.213798523,2020-02-08,68,159
115.074989319,30.213798523,2020-02-27,2,159
115.074989319,30.213798523,2020-02-14,32,159
115.074989319,30.213798523,2020-02-22,5,159
115.074989319,30.213798523,2020-02-15,37,159
115.074989319,30.213798523,2020-02-21,7,159
115.074989319,30.213798523,2020-02-06,57,159
115.074989319,30.213798523,2020-01-25,31,159
115.074989319,30.213798523,2020-02-23,4,159
115.074989319,30.213798523,2020-02-10,45,159
115.1701,39.02267,2020-01-25,1,178
115.1701,39.02267,2020-02-06,1,178
115.1701,39.02267,2020-02-01,2,178
115.1701,39.02267,2020-01-29,4,178
115.1701,39.02267,2020-01-30,4,178
115.1701,39.02267,2020-02-08,3,178
115.1701,39.02267,2020-01-26,2,178
115.1701,39.02267,2020-02-04,4,178
115.2745,25.71368,2020-02-08,5,106
115.2745,25.71368,2020-01-28,9,106
115.2745,25.71368,2020-01-24,2,106
115.2745,25.71368,2020-02-04,6,106
115.2745,25.71368,2020-01-26,5,106
115.2745,25.71368,2020-02-05,4,106
115.2745,25.71368,2020-01-29,11,106
115.2745,25.71368,2020-02-06,7,106
115.2745,25.71368,2020-02-07,5,106
115.2745,25.71368,2020-01-31,7,106
115.2745,25.71368,2020-02-02,2,106
115.2745,25.71368,2020-02-03,7,106
115.2794,35.80833,2020-02-08,2,383
115.2794,35.80833,2020-02-03,5,383
115.2794,35.80833,2020-02-07,2,383
115.2794,35.80833,2020-01-30,2,383
115.2794,35.80833,2020-02-14,4,383
115.2794,35.80833,2020-02-05,1,383
115.3716,33.88942,2020-02-02,1,446
115.4418,29.3255,2020-01-24,2,121
115.4418,29.3255,2020-02-13,5,121
115.4418,29.3255,2020-01-29,26,121
115.4418,29.3255,2020-02-07,2,121
115.4418,29.3255,2020-01-28,12,121
115.4418,29.3255,2020-02-15,2,121
115.4418,29.3255,2020-02-04,8,121
115.4418,29.3255,2020-02-17,1,121
115.4418,29.3255,2020-02-03,14,121
115.4418,29.3255,2020-02-14,1,121
115.4418,29.3255,2020-01-31,14,121
115.4418,29.3255,2020-02-02,9,121
115.4418,29.3255,2020-01-26,2,121
115.4418,29.3255,2020-02-06,3,121
115.4418,29.3255,2020-02-08,3,121
115.4418,29.3255,2020-02-05,6,121
115.5411,23.0011,2020-01-31,1,185
115.5411,23.0011,2020-01-26,1,185
115.5411,23.0011,2020-02-02,1,185
115.5411,23.0011,2020-01-29,1,185
115.5438,44.24353,2020-01-25,1,181
115.5438,44.24353,2020-02-18,1,181
115.5438,44.24353,2020-02-05,2,181
115.5438,44.24353,2020-01-26,1,181
115.6914,35.15343,2020-01-26,1,233
115.6914,35.15343,2020-01-29,2,233
115.6914,35.15343,2020-01-27,4,233
115.6914,35.15343,2020-02-03,1,233
115.6977,34.28974,2020-02-04,1,296
115.6977,34.28974,2020-02-05,5,296
115.6977,34.28974,2020-01-30,9,296
115.6977,34.28974,2020-02-06,7,296
115.6977,34.28974,2020-02-14,2,296
115.6977,34.28974,2020-01-27,7,296
115.6977,34.28974,2020-02-15,1,296
115.6977,34.28974,2020-02-07,4,296
115.6977,34.28974,2020-02-03,10,296
