longitude,latitude,date,cases,Org.ID,raster_value
110.0777,27.55503,2020-02-14,1,155,54.82128143310547
110.0777,27.55503,2020-02-06,2,155,54.82128143310547
110.0777,27.55503,2020-02-02,1,155,54.82128143310547
110.0777,27.55503,2020-01-27,8,155,54.82128143310547
110.0777,27.55503,2020-01-29,7,155,54.82128143310547
110.0777,27.55503,2020-02-05,1,155,54.82128143310547
110.0777,27.55503,2020-01-25,5,155,54.82128143310547
110.1654,21.10003,2020-02-13,1,5,33.67012405395508
110.1654,21.10003,2020-01-28,2,5,33.67012405395508
110.1654,21.10003,2020-01-31,2,5,33.67012405395508
110.1654,21.10003,2020-02-08,1,5,33.67012405395508
110.1654,21.10003,2020-01-21,2,5,33.67012405395508
110.1654,21.10003,2020-02-07,1,5,33.67012405395508
110.1654,21.10003,2020-01-26,3,5,33.67012405395508
110.1654,21.10003,2020-02-04,3,5,33.67012405395508
110.1654,21.10003,2020-02-03,1,5,33.67012405395508
110.1654,21.10003,2020-02-05,1,5,33.67012405395508
110.182,22.44296,2020-02-01,2,101,201.6881103515625
110.182,22.44296,2020-01-24,1,101,201.6881103515625
110.182,22.44296,2020-02-02,1,101,201.6881103515625
110.182,22.44296,2020-01-30,2,101,201.6881103515625
110.182,22.44296,2020-02-18,1,101,201.6881103515625
110.182,22.44296,2020-02-07,1,101,201.6881103515625
110.182,22.44296,2020-01-26,1,101,201.6881103515625
110.182,22.44296,2020-01-31,1,101,201.6881103515625
110.182,22.44296,2020-02-14,1,101,201.6881103515625
110.2561,41.56212,2020-02-05,7,319,280.8018493652344
110.2561,41.56212,2020-02-01,1,319,280.8018493652344
110.2561,41.56212,2020-01-28,1,319,280.8018493652344
110.2561,41.56212,2020-02-08,1,319,280.8018493652344
110.2561,41.56212,2020-01-27,2,319,280.8018493652344
110.2876,18.83795,2020-02-10,1,96,485.495849609375
110.2876,18.83795,2020-01-27,2,96,485.495849609375
110.2876,18.83795,2020-01-25,3,96,485.495849609375
110.2876,18.83795,2020-02-03,4,96,485.495849609375
110.2876,18.83795,2020-01-29,1,96,485.495849609375
110.2876,18.83795,2020-02-06,1,96,485.495849609375
110.2876,18.83795,2020-01-24,2,96,485.495849609375
110.3056,19.48603,2020-02-03,2,475,121.39743041992188
110.4018,19.20959,2020-01-30,2,261,127.96305847167969
110.4018,19.20959,2020-01-27,1,261,127.96305847167969
110.4018,19.20959,2020-02-02,1,261,127.96305847167969
110.4222,19.83166,2020-02-19,5,97,165.6992645263672
110.4222,19.83166,2020-02-04,2,97,165.6992645263672
110.4222,19.83166,2020-01-29,2,97,165.6992645263672
110.4222,19.83166,2020-02-10,1,97,165.6992645263672
110.4222,19.83166,2020-02-03,1,97,165.6992645263672
110.4222,19.83166,2020-02-14,1,97,165.6992645263672
110.4222,19.83166,2020-02-02,2,97,165.6992645263672
110.4222,19.83166,2020-01-27,4,97,165.6992645263672
110.4222,19.83166,2020-02-08,1,97,165.6992645263672
110.4222,19.83166,2020-02-06,3,97,165.6992645263672
110.4222,19.83166,2020-01-31,2,97,165.6992645263672
110.4222,19.83166,2020-01-24,1,97,165.6992645263672
110.4222,19.83166,2020-02-17,1,97,165.6992645263672
110.4222,19.83166,2020-02-09,5,97,165.6992645263672
110.4319,33.68015,2020-02-04,2,518,214.02255249023438
110.5145,25.35865,2020-02-07,1,59,382.0611267089844
110.5145,25.35865,2020-02-04,2,59,382.0611267089844
110.5145,25.35865,2020-02-09,1,59,382.0611267089844
110.5145,25.35865,2020-02-02,1,59,382.0611267089844
110.5145,25.35865,2020-01-31,3,59,382.0611267089844
110.5145,25.35865,2020-02-01,2,59,382.0611267089844
110.5145,25.35865,2020-01-27,1,59,382.0611267089844
110.5145,25.35865,2020-02-21,1,59,382.0611267089844
110.5145,25.35865,2020-01-24,4,59,382.0611267089844
110.5145,25.35865,2020-02-06,1,59,382.0611267089844
110.5145,25.35865,2020-02-11,1,59,382.0611267089844
110.5145,25.35865,2020-01-23,2,59,382.0611267089844
110.5145,25.35865,2020-02-05,1,59,382.0611267089844
110.5145,25.35865,2020-01-26,3,59,382.0611267089844
110.5145,25.35865,2020-01-28,1,59,382.0611267089844
110.5145,25.35865,2020-01-25,5,59,382.0611267089844
110.5145,25.35865,2020-01-29,2,59,382.0611267089844
110.5265,29.393279999999997,2020-02-06,2,351,599.3836059570312
110.5265,29.393279999999997,2020-01-29,1,351,599.3836059570312
110.5265,29.393279999999997,2020-02-01,1,351,599.3836059570312
110.5265,29.393279999999997,2020-01-31,1,351,599.3836059570312
110.6803,40.52088,2020-02-04,3,423,111.3909683227539
110.6803,40.52088,2020-02-01,1,423,111.3909683227539
110.6982,35.626290000000004,2020-02-03,1,484,64.21113586425781
110.7157,36.15275,2020-02-06,1,577,224.43402099609375
110.771,19.74459,2020-02-02,1,433,228.61647033691406
110.771,19.74459,2020-02-06,2,433,228.61647033691406
110.782798767,32.652130127000106,2020-02-10,14,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-13,26,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-05,27,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-24,1,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-20,5,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-09,29,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-23,8,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-07,42,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-06,35,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-19,12,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-04,35,135,11.177044868469238
110.782798767,32.652130127000106,2020-03-01,1,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-29,23,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-18,14,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-24,2,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-17,10,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-02,35,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-15,11,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-22,3,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-25,4,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-16,5,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-11,24,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-21,13,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-31,31,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-14,24,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-30,31,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-03,44,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-12,31,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-28,25,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-01,27,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-08,43,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-27,20,135,11.177044868469238
110.782798767,32.652130127000106,2020-02-25,2,135,11.177044868469238
110.782798767,32.652130127000106,2020-01-26,15,135,11.177044868469238
110.8759,26.91525,2020-02-08,1,193,57.813453674316406
110.8759,26.91525,2020-02-13,1,193,57.813453674316406
110.8759,26.91525,2020-01-29,18,193,57.813453674316406
110.8759,26.91525,2020-02-06,9,193,57.813453674316406
110.8759,26.91525,2020-02-15,1,193,57.813453674316406
110.8759,26.91525,2020-02-02,2,193,57.813453674316406
110.8759,26.91525,2020-02-05,6,193,57.813453674316406
110.8759,26.91525,2020-01-26,2,193,57.813453674316406
110.8759,26.91525,2020-02-18,1,193,57.813453674316406
110.8759,26.91525,2020-02-04,13,193,57.813453674316406
110.8759,26.91525,2020-02-01,8,193,57.813453674316406
110.8759,26.91525,2020-02-03,4,193,57.813453674316406
110.8759,26.91525,2020-01-27,9,193,57.813453674316406
110.8759,26.91525,2020-01-31,5,193,57.813453674316406
110.8759,26.91525,2020-02-07,3,193,57.813453674316406
110.9509,22.01601,2020-02-08,5,346,134.4976348876953
110.9509,22.01601,2020-01-29,3,346,134.4976348876953
110.9509,22.01601,2020-02-02,1,346,134.4976348876953
110.9509,22.01601,2020-02-04,1,346,134.4976348876953
110.9509,22.01601,2020-02-03,1,346,134.4976348876953
110.9509,22.01601,2020-02-16,1,346,134.4976348876953
110.9909,23.481720000000003,2020-01-31,1,28,200.8524932861328
110.9909,23.481720000000003,2020-01-27,2,28,200.8524932861328
110.9909,23.481720000000003,2020-01-22,1,28,200.8524932861328
110.9909,23.481720000000003,2020-01-25,1,28,200.8524932861328
111.0727,35.18812,2020-01-25,2,175,60.599796295166016
111.0727,35.18812,2020-01-27,1,175,60.599796295166016
111.0727,35.18812,2020-01-28,1,175,60.599796295166016
111.1065,34.36358,2020-01-27,1,44,315.9872131347656
111.1065,34.36358,2020-01-29,1,44,315.9872131347656
111.1065,34.36358,2020-01-22,1,44,315.9872131347656
111.1065,34.36358,2020-01-26,1,44,315.9872131347656
111.1065,34.36358,2020-01-30,1,44,315.9872131347656
111.1603,35.62573,2020-02-03,2,483,51.27252197265625
111.2388,34.88375,2020-02-02,2,456,125.0997314453125
111.2616,37.683640000000004,2020-01-26,1,244,365.37664794921875
111.2616,37.683640000000004,2020-01-27,2,244,365.37664794921875
111.28527069100001,30.703952789000102,2020-02-09,78,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-30,54,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-24,7,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-21,4,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-01,109,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-23,3,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-15,29,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-28,20,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-26,1,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-02,77,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-29,12,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-10,38,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-06,67,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-28,2,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-26,19,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-27,11,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-05,44,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-04,60,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-27,2,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-24,1,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-20,3,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-19,3,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-03,39,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-08,23,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-01-31,50,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-18,9,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-07,47,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-25,2,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-11,23,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-13,26,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-14,67,128,15.473525047302246
111.28527069100001,30.703952789000102,2020-02-12,12,128,15.473525047302246
111.3626,24.36175,2020-01-29,1,349,156.64923095703125
111.3626,24.36175,2020-02-02,1,349,156.64923095703125
111.3626,24.36175,2020-02-01,2,349,156.64923095703125
111.3768,36.22827,2020-01-26,1,237,110.61265563964844
111.4963,40.5971,2020-02-05,5,568,208.25340270996094
111.5202,29.30245,2020-01-29,11,201,481.8114013671875
111.5202,29.30245,2020-02-04,6,201,481.8114013671875
111.5202,29.30245,2020-01-31,2,201,481.8114013671875
111.5202,29.30245,2020-02-02,3,201,481.8114013671875
111.5202,29.30245,2020-02-01,3,201,481.8114013671875
111.5202,29.30245,2020-02-05,6,201,481.8114013671875
111.5202,29.30245,2020-02-07,2,201,481.8114013671875
111.5202,29.30245,2020-02-13,1,201,481.8114013671875
111.5202,29.30245,2020-02-03,5,201,481.8114013671875
111.5202,29.30245,2020-01-27,12,201,481.8114013671875
111.5202,29.30245,2020-02-06,2,201,481.8114013671875
111.5202,29.30245,2020-02-15,1,201,481.8114013671875
111.5202,29.30245,2020-01-26,7,201,481.8114013671875
111.5766,42.29795,2020-02-04,2,495,427.150634765625
111.5766,42.29795,2020-02-03,1,495,427.150634765625
111.6133,27.73964,2020-01-26,1,114,248.26353454589844
111.6133,27.73964,2020-02-16,1,114,248.26353454589844
111.6133,27.73964,2020-01-25,1,114,248.26353454589844
111.6133,27.73964,2020-02-06,2,114,248.26353454589844
111.6133,27.73964,2020-01-31,6,114,248.26353454589844
111.6133,27.73964,2020-01-27,4,114,248.26353454589844
111.6133,27.73964,2020-02-14,2,114,248.26353454589844
111.6133,27.73964,2020-02-08,5,114,248.26353454589844
111.6133,27.73964,2020-02-05,6,114,248.26353454589844
111.6133,27.73964,2020-02-03,5,114,248.26353454589844
111.6133,27.73964,2020-02-02,6,114,248.26353454589844
111.6133,27.73964,2020-02-13,1,114,248.26353454589844
111.6133,27.73964,2020-02-01,3,114,248.26353454589844
111.6133,27.73964,2020-02-04,5,114,248.26353454589844
111.6133,27.73964,2020-01-24,3,114,248.26353454589844
111.6133,27.73964,2020-02-07,6,114,248.26353454589844
111.6133,27.73964,2020-01-29,7,114,248.26353454589844
111.6247,37.11185,2020-02-05,1,563,116.38744354248047
111.6267,40.7253,2020-02-03,1,491,86.44173431396484
111.6267,40.7253,2020-02-04,1,491,86.44173431396484
111.6319,35.49273,2020-02-02,1,461,96.18264770507812
111.6876297,29.038209915,2020-02-05,6,156,42.31226348876953
111.6876297,29.038209915,2020-02-01,2,156,42.31226348876953
111.6876297,29.038209915,2020-01-31,7,156,42.31226348876953
111.6876297,29.038209915,2020-01-25,3,156,42.31226348876953
111.6876297,29.038209915,2020-02-02,3,156,42.31226348876953
111.6876297,29.038209915,2020-02-03,3,156,42.31226348876953
111.6876297,29.038209915,2020-01-26,4,156,42.31226348876953
111.6876297,29.038209915,2020-02-23,2,156,42.31226348876953
111.6876297,29.038209915,2020-02-21,1,156,42.31226348876953
111.6876297,29.038209915,2020-02-11,1,156,42.31226348876953
111.6876297,29.038209915,2020-01-30,4,156,42.31226348876953
111.6876297,29.038209915,2020-02-10,6,156,42.31226348876953
111.6876297,29.038209915,2020-02-04,5,156,42.31226348876953
111.6876297,29.038209915,2020-02-12,2,156,42.31226348876953
111.6876297,29.038209915,2020-02-06,6,156,42.31226348876953
111.6876297,29.038209915,2020-02-14,1,156,42.31226348876953
111.6876297,29.038209915,2020-01-27,5,156,42.31226348876953
111.6876297,29.038209915,2020-02-13,2,156,42.31226348876953
111.6876297,29.038209915,2020-02-07,2,156,42.31226348876953
111.6876297,29.038209915,2020-02-08,2,156,42.31226348876953
111.6876297,29.038209915,2020-01-28,7,156,42.31226348876953
111.6876297,29.038209915,2020-01-29,7,156,42.31226348876953
111.6876297,29.038209915,2020-02-16,1,156,42.31226348876953
111.7063,27.63327,2020-02-01,55,378,182.4183807373047
111.7063,27.63327,2020-01-30,3,378,182.4183807373047
111.7296,25.779320000000002,2020-01-24,4,107,168.390625
111.7296,25.779320000000002,2020-02-06,6,107,168.390625
111.7296,25.779320000000002,2020-02-05,2,107,168.390625
111.7296,25.779320000000002,2020-02-02,4,107,168.390625
111.7296,25.779320000000002,2020-02-04,4,107,168.390625
111.7296,25.779320000000002,2020-02-01,4,107,168.390625
111.7296,25.779320000000002,2020-01-31,2,107,168.390625
111.7296,25.779320000000002,2020-01-27,3,107,168.390625
111.7296,25.779320000000002,2020-01-29,7,107,168.390625
111.7296,25.779320000000002,2020-02-07,2,107,168.390625
111.7726,22.037689999999998,2020-01-29,1,100,167.72024536132812
111.7726,22.037689999999998,2020-01-26,5,100,167.72024536132812
111.7726,22.037689999999998,2020-02-05,1,100,167.72024536132812
111.7726,22.037689999999998,2020-01-24,3,100,167.72024536132812
111.7726,22.037689999999998,2020-02-03,2,100,167.72024536132812
111.7726,22.037689999999998,2020-01-28,1,100,167.72024536132812
111.8479,40.95981,2020-02-04,2,337,374.3521423339844
111.8479,40.95981,2020-01-28,2,337,374.3521423339844
111.8479,40.95981,2020-02-03,2,337,374.3521423339844
111.9083,40.76903,2020-02-03,1,492,71.9661865234375
111.9083,40.76903,2020-02-04,1,492,71.9661865234375
111.9523,28.576829999999998,2020-02-01,3,197,150.5861358642578
111.9523,28.576829999999998,2020-02-03,5,197,150.5861358642578
111.9523,28.576829999999998,2020-01-29,7,197,150.5861358642578
111.9523,28.576829999999998,2020-02-08,2,197,150.5861358642578
111.9523,28.576829999999998,2020-02-07,1,197,150.5861358642578
111.9523,28.576829999999998,2020-01-27,6,197,150.5861358642578
111.9523,28.576829999999998,2020-02-04,5,197,150.5861358642578
111.9523,28.576829999999998,2020-02-05,1,197,150.5861358642578
111.9523,28.576829999999998,2020-01-31,4,197,150.5861358642578
111.9523,28.576829999999998,2020-02-06,2,197,150.5861358642578
111.9523,28.576829999999998,2020-01-26,4,197,150.5861358642578
111.9823,43.67392,2020-02-04,1,500,507.9654846191406
111.9823,43.67392,2020-02-03,1,500,507.9654846191406
112.0323,34.2936,2020-02-05,4,43,363.0220642089844
112.0323,34.2936,2020-01-30,1,43,363.0220642089844
112.0323,34.2936,2020-02-06,3,43,363.0220642089844
112.0323,34.2936,2020-02-14,1,43,363.0220642089844
112.0323,34.2936,2020-02-04,5,43,363.0220642089844
112.0323,34.2936,2020-01-22,1,43,363.0220642089844
112.0323,34.2936,2020-01-27,1,43,363.0220642089844
112.0323,34.2936,2020-02-07,1,43,363.0220642089844
112.0444,32.68081,2020-02-02,1,444,49.68226623535156
112.200210571,31.030216217000103,2020-02-24,2,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-04,55,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-22,2,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-27,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-17,6,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-28,24,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-03,16,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-30,49,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-06,86,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-26,2,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-15,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-26,17,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-05,22,38,114.43712615966797
112.200210571,31.030216217000103,2020-03-02,2,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-22,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-21,6,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-20,5,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-24,7,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-29,28,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-19,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-03-01,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-07,45,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-08,35,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-16,7,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-28,1,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-31,36,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-01,24,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-13,231,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-23,4,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-12,40,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-11,15,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-09,75,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-25,13,38,114.43712615966797
112.200210571,31.030216217000103,2020-02-02,78,38,114.43712615966797
112.200210571,31.030216217000103,2020-01-27,52,38,114.43712615966797
112.2026,23.54164,2020-01-23,1,55,86.44444274902344
112.2026,23.54164,2020-01-29,1,55,86.44444274902344
112.2026,23.54164,2020-01-26,3,55,86.44444274902344
112.2026,23.54164,2020-02-05,2,55,86.44444274902344
112.2026,23.54164,2020-02-13,1,55,86.44444274902344
112.2026,23.54164,2020-02-17,1,55,86.44444274902344
112.2026,23.54164,2020-02-04,1,55,86.44444274902344
112.2026,23.54164,2020-02-06,2,55,86.44444274902344
112.2026,23.54164,2020-02-03,6,55,86.44444274902344
112.2527,37.14121,2020-02-02,2,466,66.53441619873047
112.2527,37.14121,2020-02-03,4,466,66.53441619873047
112.2527,37.14121,2020-02-06,1,466,66.53441619873047
112.2527,37.14121,2020-02-05,5,466,66.53441619873047
112.2833,33.04534,2020-02-07,10,169,113.74970245361328
112.2833,33.04534,2020-02-16,3,169,113.74970245361328
112.2833,33.04534,2020-02-08,5,169,113.74970245361328
112.2833,33.04534,2020-02-05,4,169,113.74970245361328
112.2833,33.04534,2020-01-29,25,169,113.74970245361328
112.2833,33.04534,2020-02-02,7,169,113.74970245361328
112.2833,33.04534,2020-02-03,15,169,113.74970245361328
112.2833,33.04534,2020-02-17,1,169,113.74970245361328
112.2833,33.04534,2020-02-14,4,169,113.74970245361328
112.2833,33.04534,2020-02-06,7,169,113.74970245361328
112.2833,33.04534,2020-01-27,11,169,113.74970245361328
112.2833,33.04534,2020-01-25,15,169,113.74970245361328
112.2833,33.04534,2020-02-04,8,169,113.74970245361328
112.2833,33.04534,2020-02-15,1,169,113.74970245361328
112.2833,33.04534,2020-01-30,10,169,113.74970245361328
112.3012,37.62392,2020-02-01,8,408,4.85435676574707
112.3012,37.62392,2020-02-08,12,408,4.85435676574707
112.3012,37.62392,2020-01-31,12,408,4.85435676574707
112.3157,37.96001,2020-01-27,1,47,147.69984436035156
112.3157,37.96001,2020-01-25,1,47,147.69984436035156
112.3157,37.96001,2020-01-22,1,47,147.69984436035156
112.3487,35.420840000000005,2020-02-02,1,459,196.8192901611328
112.3645,35.74579,2020-02-02,1,464,101.45996856689453
112.3645,35.74579,2020-02-03,1,464,101.45996856689453
112.3645,35.74579,2020-02-06,1,464,101.45996856689453
112.3904,37.86721,2020-02-06,2,580,24.197479248046875
112.3926,35.099909999999994,2020-02-05,1,458,120.1556167602539
112.3926,35.099909999999994,2020-02-02,2,458,120.1556167602539
112.3926,35.099909999999994,2020-02-06,1,458,120.1556167602539
112.3926,35.099909999999994,2020-02-16,1,458,120.1556167602539
112.4382,41.7009,2020-02-05,3,569,796.8648681640625
112.5737,26.796020000000002,2020-02-16,1,192,63.8873176574707
112.5737,26.796020000000002,2020-02-02,2,192,63.8873176574707
112.5737,26.796020000000002,2020-01-29,13,192,63.8873176574707
112.5737,26.796020000000002,2020-02-03,3,192,63.8873176574707
112.5737,26.796020000000002,2020-02-13,1,192,63.8873176574707
112.5737,26.796020000000002,2020-01-31,1,192,63.8873176574707
112.5737,26.796020000000002,2020-02-01,4,192,63.8873176574707
112.5737,26.796020000000002,2020-02-05,4,192,63.8873176574707
112.5737,26.796020000000002,2020-02-14,1,192,63.8873176574707
112.5737,26.796020000000002,2020-02-08,2,192,63.8873176574707
112.5737,26.796020000000002,2020-01-27,4,192,63.8873176574707
112.5737,26.796020000000002,2020-01-26,3,192,63.8873176574707
112.5737,26.796020000000002,2020-02-04,4,192,63.8873176574707
112.6022,27.73204,2020-01-31,3,113,161.1822967529297
112.6022,27.73204,2020-01-26,2,113,161.1822967529297
112.6022,27.73204,2020-02-03,2,113,161.1822967529297
112.6022,27.73204,2020-02-02,3,113,161.1822967529297
112.6022,27.73204,2020-01-24,1,113,161.1822967529297
112.6022,27.73204,2020-02-01,3,113,161.1822967529297
112.6022,27.73204,2020-02-04,2,113,161.1822967529297
112.6022,27.73204,2020-01-29,3,113,161.1822967529297
112.6022,27.73204,2020-01-27,3,113,161.1822967529297
112.6022,27.73204,2020-02-05,1,113,161.1822967529297
112.6022,27.73204,2020-02-06,1,113,161.1822967529297
112.6022,27.73204,2020-02-07,3,113,161.1822967529297
112.6022,27.73204,2020-02-13,2,113,161.1822967529297
112.6022,27.73204,2020-02-14,1,113,161.1822967529297
112.6405,39.61984,2020-01-26,2,248,452.7261962890625
112.6714,22.28417,2020-02-05,2,348,178.65208435058594
112.6714,22.28417,2020-02-07,3,348,178.65208435058594
112.6714,22.28417,2020-01-29,1,348,178.65208435058594
112.6714,22.28417,2020-02-06,2,348,178.65208435058594
112.6714,22.28417,2020-02-08,4,348,178.65208435058594
112.6714,22.28417,2020-01-31,2,348,178.65208435058594
112.6714,22.28417,2020-02-15,1,348,178.65208435058594
112.6714,22.28417,2020-02-04,1,348,178.65208435058594
112.6714,22.28417,2020-02-03,2,348,178.65208435058594
112.6714,22.28417,2020-02-02,1,348,178.65208435058594
112.7069,35.61116,2020-02-18,1,616,44.781009674072266
112.7377,36.33671,2020-02-05,1,561,225.67254638671875
112.8001,34.15829,2020-02-02,1,447,78.92924499511719
112.8594,35.46545,2020-02-02,1,460,22.278818130493164
112.8749,24.31602,2020-01-27,2,104,326.88226318359375
112.8749,24.31602,2020-02-04,2,104,326.88226318359375
112.8749,24.31602,2020-01-28,1,104,326.88226318359375
112.8749,24.31602,2020-01-26,2,104,326.88226318359375
112.8749,24.31602,2020-02-03,3,104,326.88226318359375
112.8749,24.31602,2020-01-24,1,104,326.88226318359375
112.9151,36.47742,2020-01-25,1,176,233.39012145996094
112.9444,23.0131,2020-01-27,4,27,231.56668090820312
112.9444,23.0131,2020-01-24,5,27,231.56668090820312
112.9444,23.0131,2020-01-26,8,27,231.56668090820312
112.9444,23.0131,2020-02-13,1,27,231.56668090820312
112.9444,23.0131,2020-02-05,1,27,231.56668090820312
112.9444,23.0131,2020-02-04,3,27,231.56668090820312
112.9444,23.0131,2020-02-06,14,27,231.56668090820312
112.9444,23.0131,2020-02-08,9,27,231.56668090820312
112.9444,23.0131,2020-01-22,1,27,231.56668090820312
112.9444,23.0131,2020-02-14,2,27,231.56668090820312
112.9444,23.0131,2020-01-29,3,27,231.56668090820312
112.9444,23.0131,2020-02-07,3,27,231.56668090820312
112.9444,23.0131,2020-02-01,1,27,231.56668090820312
112.9444,23.0131,2020-02-03,5,27,231.56668090820312
112.9444,23.0131,2020-01-31,6,27,231.56668090820312
112.9444,23.0131,2020-02-02,4,27,231.56668090820312
112.962,37.328829999999996,2020-01-26,2,242,100.93914031982422
112.962,37.328829999999996,2020-01-28,4,242,100.93914031982422
112.962,37.328829999999996,2020-01-27,3,242,100.93914031982422
113.0108,33.796859999999995,2020-01-27,3,230,37.22020721435547
113.0108,33.796859999999995,2020-02-14,1,230,37.22020721435547
113.0108,33.796859999999995,2020-02-08,2,230,37.22020721435547
113.0108,33.796859999999995,2020-02-02,4,230,37.22020721435547
113.0108,33.796859999999995,2020-02-05,7,230,37.22020721435547
113.0108,33.796859999999995,2020-02-06,5,230,37.22020721435547
113.0108,33.796859999999995,2020-01-30,2,230,37.22020721435547
113.0108,33.796859999999995,2020-01-29,3,230,37.22020721435547
113.0108,33.796859999999995,2020-02-03,9,230,37.22020721435547
113.0108,33.796859999999995,2020-02-07,2,230,37.22020721435547
113.0108,33.796859999999995,2020-01-26,2,230,37.22020721435547
113.0108,33.796859999999995,2020-02-04,6,230,37.22020721435547
113.0816,36.2784,2020-02-05,1,560,95.96097564697266
113.1163,29.37227,2020-02-07,2,584,7.898406505584717
113.1311,35.11887,2020-02-08,4,302,84.23628234863281
