"longitude","latitude","cases","raster_value"
121.2389,31.359790000000004,1.0,47.55784606933594
121.3684,46.24366,1.0,273.89361572265625
121.3757,31.20946,1.0,21.324880599975586
121.414,31.08938,1.5,6.945561408996582
121.4345,31.16504,1.5,15.029979705810547
121.447,31.2701,2.0,26.893857955932614
121.4555,31.2045,12.8125,15.828121185302734
121.4792,29.71147,10.1875,105.99836730957031
121.4809,31.27901,2.0,29.739973068237305
121.4995,49.32259000000001,1.0,907.7451782226562
121.5244,31.30158,1.0,38.06889724731445
121.5517,30.91111,1.0,87.41551971435547
121.5555,43.84315,1.0,139.76466369628906
121.6189,41.47081,3.142857142857143,80.39781188964844
121.7257,31.10622,2.5,116.07593536376952
121.9557,42.2807,4.0,120.2857666015625
121.9821,37.12174,2.0,77.65157318115234
121.9994,41.08577,3.857142857142857,79.83279418945312
122.0687,46.1087,1.0,38.05745315551758
122.1156,37.43303,1.5,111.10150146484376
122.2224,39.59944,4.875,83.85062408447266
122.4655,40.39262,1.0,143.46803283691406
123.0077,40.7196,1.0,127.71815490722656
123.1391,42.10012,6.5,74.81221008300781
123.2453,41.18291,1.4,40.762393951416016
123.4396,45.94814,1.0,83.12104797363281
123.6956,43.75948,1.0,229.3750305175781
124.1707,42.64676,2.25,34.94419479370117
124.3406,43.18539000000001,1.6666666666666667,52.57519912719727
124.4043,40.54612,3.8,338.755126953125
124.4603,49.09651,1.0,1240.773193359375
124.4702,43.57227,2.0,109.68887329101562
124.4795,44.80382,1.0,251.9139404296875
124.5514,47.70894000000001,2.0,38.86490249633789
124.5703,41.22937,2.25,235.60780334472656
124.6729,43.78353,2.0,135.48577880859378
124.699,46.35607,2.0,35.69662094116211
125.013106,43.8880385,1.0,68.14075469970703
125.1516,43.86477,1.0,38.28600311279297
125.1521,42.85802,1.5,29.5447998046875
125.1762,42.94445,1.0,11.015569686889648
125.25924,43.8296097,1.0,17.618654251098633
125.2753,43.63143,2.0,56.05842208862305
125.3049,42.81178,6.0,44.76689910888672
125.345846,43.8402475,1.0,3.173446655273437
125.412405,43.8479468,1.0,7.741848468780518
125.425436,43.8302368,3.0,16.414405822753903
125.427811,43.8813038,1.0,14.579105377197266
125.4418,42.67554000000001,2.0,24.297346115112305
125.7108,42.53434,1.0,53.12581253051758
125.769,44.38803,3.25,291.4577941894531
