"longitude","latitude","cases","raster_value"
125.9505,41.96159,1.0,234.9005584716797
125.9723,44.20161,1.0,127.96495056152344
125.9869,41.24388,2.0,435.6842956542969
126.168,43.70033,2.0,131.7664794921875
126.3363,44.06026,1.0,170.76414489746094
126.6487,46.90084,3.5,126.39234161376952
126.6818,43.66168,1.0,62.54290008544922
126.8481,43.58859,1.0,249.5968017578125
126.98,49.28186,3.0,688.6296997070312
127.6804,48.03987,22.1,285.3590087890625
127.9588,45.64657,2.6666666666666665,187.08644104003903
129.1295,43.14674,1.0,185.91964721679688
129.4579,43.051,1.0,625.2822875976562
129.8858,44.6065,1.0,139.39164733886722
130.9703,45.91117,2.0,70.4762191772461
132.2524,47.2681,2.5,153.9364013671875
132.2899,45.63347,1.0,96.61454010009766
132.5464,46.68281,5.0,652.1919555664062
