index,longitude,latitude,access,pet,pop,urban,W_access,adj_cases
1584,117.0201,31.72762,-0.391997351118444,0.238661309685994,1.17860877181657,1.3659065179549,-1.85024748092789,0.16398041131001592
1507,114.133808,22.3650193,-2.99131111283196,0.420559798093167,3.9128956647019,2.39104127171673,-1.01380999043179,0.19755670510235254
746,104.6208,36.61864,-1.24136414600736,0.3494822486489569,0.8241077365660441,0.496990331553416,-0.4659923378581061,0.7807912184411663
663,108.7872,34.10727,-1.26078440412447,0.13438689479509,1.9546166038429496,1.93150543898632,-1.00491909394549,23.80534608845904
568,112.6079,31.06988,-0.6600144679148,-0.0185581705993995,1.23277644302196,1.40794446957889,-2.281166870060221,35.059634713116886
71,112.2026,23.54164,-1.340436637649,0.258209718579123,0.922349454565298,1.0835310399164,-0.9263403821055308,1.2066826082846809
2146,125.427811,43.8813038,-2.49971823299879,-0.215087916640568,2.51946497769378,2.4116749510280098,-0.27967301042835496,0.3282923024380525
634,108.9258,32.76183,-0.741641725821957,0.0142320053261333,1.40203055416796,0.79172244506495,-1.10495753520019,2.456281147829628
267,116.6081,28.21876,-1.5134391614563605,0.256931481250924,2.1481768377753703,2.60692781358949,-2.0839990232978303,0.0729217550479857
2110,125.1521,42.85802,-2.12054544989047,-0.270599168752187,2.2610143700810696,1.7054689733621895,-0.2989151509685189,0.8263498166019877
456,107.9107,30.338520000000006,-0.33788043841157506,-0.40109822057588107,1.3412752416725702,0.44139226695598,-0.901014866009115,4.854831989625831
709,114.6612,35.46624,-1.63608419223159,0.623257778546274,1.91458362301756,1.76748599210968,-1.34728634614479,0.1175257653204384
1692,86.39583333,32.64583333,1.85160273143633,0.0698500913493059,-1.3057025007314,-0.482501700463786,1.11889102761864,0.0
192,107.9382,26.6305,-1.19910654482816,-0.46050779496342,1.42922614553393,0.527079186041072,-0.877997034683899,0.10873701212845836
1280,124.4702,43.57227,-1.13924196007232,-0.07741754826507001,0.787220951713886,1.04774073061688,-0.29256215996391804,3.6822202499330015
180,104.8908,26.13623,0.0832890918824128,-0.32799272772847304,0.655982460451323,0.527079186041072,-0.457233057732829,0.6530361248020059
1745,89.52083333,35.14583333,2.02395923697836,-0.7246467537117629,-1.57313515529283,-0.482501700463786,0.681444616314491,0.0
678,107.2001,34.38244,-2.11312690990615,-0.0178143032519017,2.34264678918179,1.78183325129968,-0.9104961263555792,1.1483399534832606
222,119.4745,26.976740000000003,-0.9357298327451608,0.0018935833150737894,0.591841109430237,0.496990331553416,-1.0876100615951898,1.4174369550619332
2108,125.4418,42.67554000000001,-2.23364468523127,-0.363548803901515,0.8550395946937059,0.956714377346832,-0.27317018293974804,1.1504020340545964
244,104.0039,27.65652,-1.11837852122651,-0.504259504017664,1.5685818720841205,0.5438020836164961,-0.29654508439157395,0.5762417334071643
1997,88.27083333,37.64583333,1.81163475970852,-2.36302024718051,-1.9746782966754897,-0.482501700463786,0.913517820999944,0.0
238,109.9751,27.64106,-1.04141674555327,-0.331750754320139,1.29884927908266,0.686957610714933,-1.18951237637623,0.3635764836912466
341,112.5689,29.99747,-0.151506629533723,-0.066273667662776,1.24962662784742,1.29565666263219,-2.2716707078373,19.361304827974717
1512,104.7145,23.69131,-1.28610899011463,-0.0164133034575082,0.6274467590391379,0.5503267017437429,-0.414702910523788,0.07806432480848137
762,105.4777,37.0548,-0.37781623189051,0.518680483739244,0.59994940810084,0.55942392024932,-0.528752164948473,0.21758568286206767
1829,104.1369,35.13411,-0.4759013584790999,-0.5619360930875219,0.8719186164592959,-0.482501700463786,-0.548026997479756,0.1783679577125246
183,119.55,26.30194,-0.40678803303081296,0.22209301478989896,1.31675127782586,1.29644939005326,-1.05302023972722,1.5571920129675163
1707,87.02083333,34.52083333,2.65754936989829,-0.374524039197238,-1.42698259151274,-0.482501700463786,1.01623065250904,0.0
1744,89.52083333,34.52083333,2.45655938701127,-0.955911248982982,-1.65589140580633,-0.482501700463786,0.704131776230014,0.0
1553,118.0561,27.4057,-0.8187723096313999,0.249628522901435,1.21513007017175,0.822069548487871,-1.47164322545877,0.8315171504634831
2098,111.5766,42.29795,-0.0562238815625438,0.8905551770820601,-0.627892143138919,-0.482501700463786,-0.509271858219967,7.271974595811247
1639,83.27083333,34.52083333,2.19281527226423,-0.40203795724533503,-1.48357729233856,-0.482501700463786,1.66288761641126,0.0
1569,112.19028,30.3502800000001,-2.66241371978373,-0.0974751372041589,2.95253809253766,3.1356012285056605,-2.3598267391409102,0.0939221931333015
452,117.3658,30.28525,-0.7898737975342449,0.13492561009398102,0.532217064708424,0.781245674195324,-1.86210031741752,1.009292906736762
1530,118.6935,25.46516,-0.232201500979488,0.44588479026481503,1.37054071351827,0.704788655701907,-0.965030243681526,0.5251582387932258
263,107.0848,28.17143,0.185005161328317,-1.0151088276691,0.5365202714981121,-0.482501700463786,-0.783892540571997,1.8956505581456744
682,105.7378,34.64971,-1.95318123660299,-0.090426421528491,1.50356369185641,1.26958273848189,-0.710817186271698,0.29358072892058257
660,116.3187,33.96738,-1.70840346704405,0.6984920045323101,1.73677699224778,1.46007514637808,-1.5655347870448797,0.34944242529816394
1660,84.52083333,34.52083333,2.94052234728882,-0.467362464780173,-1.5202664806596802,-0.482501700463786,1.4506952866525502,0.0
461,114.3421,30.62506,-2.35272249569896,0.00964144853750187,2.83353884619919,2.01519539782362,-3.67634792225776,131.92633165102274
607,108.7309,31.88474,-0.374402807646009,-0.579382416444075,0.661104873808604,-0.482501700463786,-0.8227340784281759,1.0367490271973288
1841,103.1937,35.58106,-1.4596682241353998,-0.21421011010552105,2.45538549418196,1.97957617350245,-0.457866235404328,0.1672099596940392
1187,118.8826,43.22626,-1.3786172324359598,0.4774225536895251,-0.0713728376667859,-0.482501700463786,-0.387838904079101,1.4251769307055595
1000,80.77083333,35.14583333,1.94507012401137,-1.00094995479489,-1.9746782966754897,-0.482501700463786,2.02801905850689,0.0
132,105.4632,25.26714,0.0121991894284318,-0.194092521220226,0.8645074810503951,0.33648444656269,-0.525371224631036,0.3278952251794842
1435,124.5514,47.70894000000001,-1.94616039810236,-0.360494143263744,0.28847375999533603,-0.482501700463786,0.0441288737293451,0.29769062774394783
1508,114.122,22.407,-2.86928990635148,0.26131509646488604,2.79562606070938,1.2720181036453602,-1.01506157775132,0.08493530159570074
67,113.4305,23.35183,-0.9007775222215908,0.18840915487286106,1.86557543045904,1.60478280197445,-1.03800127412179,2.4161570840366617
1859,116.7904,36.42273,-1.30138685556452,0.8755418115304548,1.39858168739924,1.41001319734638,-1.08381023951571,0.12441133996922685
372,91.39583333,33.27083333,1.8219018117510104,-1.8194166570518704,-1.6110454110939898,-0.482501700463786,0.614882052625765,0.0
579,108.3787,31.27337,-0.472944751473099,-0.312637289886176,1.35494380837693,0.476005696527296,-0.916846486795483,2.7905322747547063
1522,116.1246,25.13598,-0.7348286347695021,0.26098933875683394,0.9182019626827228,1.43723049920435,-1.13977130706459,0.13288563057014
